Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
192,3,70812.37,67111.0,3111.0,649.374381396065,3052.0,67111.0,0.7,0.3
189,3,70256.37,66555.0,3270.0,649.374381396065,3052.0,66555.0,0.7,0.3
193,3,71565.37,67864.0,3299.0,649.374381396065,3052.0,67864.0,0.7,0.3
193,3,73074.37,69373.0,3267.0,649.374381396065,3052.0,69373.0,0.7,0.3
190,3,74682.37,70981.0,3371.0,649.374381396065,3052.0,70981.0,0.7,0.3
222,3,74050.37,70349.0,3245.0,649.374381396065,3052.0,70349.0,0.7,0.3
216,3,73549.37,69848.0,3171.0,649.374381396065,3052.0,69848.0,0.7,0.3
197,3,74180.37,70479.0,3300.0,649.374381396065,3052.0,70479.0,0.7,0.3
192,3,73295.37,69594.0,3219.0,649.374381396065,3052.0,69594.0,0.7,0.3
187,3,71729.37,68028.0,3247.0,649.374381396065,3052.0,68028.0,0.7,0.3
221,3,69692.37,65991.0,3157.0,649.374381396065,3052.0,65991.0,0.7,0.3
219,3,72450.37,68749.0,3309.0,649.374381396065,3052.0,68749.0,0.7,0.3
196,3,68584.37,64883.0,3136.0,649.374381396065,3052.0,64883.0,0.7,0.3
195,3,70341.37,66640.0,3349.0,649.374381396065,3052.0,66640.0,0.7,0.3
193,3,72012.37,68311.0,3289.0,649.374381396065,3052.0,68311.0,0.7,0.3
208,3,70853.37,67152.0,3216.0,649.374381396065,3052.0,67152.0,0.7,0.3
199,3,69254.37,65553.0,3231.0,649.374381396065,3052.0,65553.0,0.7,0.3
190,3,75832.37,72131.0,3400.0,649.374381396065,3052.0,72131.0,0.7,0.3
190,3,76097.37,72396.0,3265.0,649.374381396065,3052.0,72396.0,0.7,0.3
209,3,73427.37,69726.0,3348.0,649.374381396065,3052.0,69726.0,0.7,0.3
