Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
5689,12,210868.06,196265.0,8517.0,2535.0551878611086,12068.0,196265.0,0.7,0.2
5475,12,214060.06,199457.0,8424.0,2535.0551878611086,12068.0,199457.0,0.7,0.2
5456,12,215680.06,201077.0,8555.0,2535.0551878611086,12068.0,201077.0,0.7,0.2
5495,12,218410.06,203807.0,8598.0,2535.0551878611086,12068.0,203807.0,0.7,0.2
5391,12,212662.06,198059.0,8406.0,2535.0551878611086,12068.0,198059.0,0.7,0.2
5752,12,213760.06,199157.0,8495.0,2535.0551878611086,12068.0,199157.0,0.7,0.2
5987,12,216341.06,201738.0,8442.0,2535.0551878611086,12068.0,201738.0,0.7,0.2
5504,12,220356.06,205753.0,8508.0,2535.0551878611086,12068.0,205753.0,0.7,0.2
5497,12,212350.06,197747.0,8516.0,2535.0551878611086,12068.0,197747.0,0.7,0.2
5446,12,211771.06,197168.0,8489.0,2535.0551878611086,12068.0,197168.0,0.7,0.2
5446,12,217557.06,202954.0,8641.0,2535.0551878611086,12068.0,202954.0,0.7,0.2
5496,12,217692.06,203089.0,8578.0,2535.0551878611086,12068.0,203089.0,0.7,0.2
5383,12,215121.06,200518.0,8465.0,2535.0551878611086,12068.0,200518.0,0.7,0.2
5460,12,214748.06,200145.0,8434.0,2535.0551878611086,12068.0,200145.0,0.7,0.2
5432,12,217084.06,202481.0,8673.0,2535.0551878611086,12068.0,202481.0,0.7,0.2
5474,12,215555.06,200952.0,8515.0,2535.0551878611086,12068.0,200952.0,0.7,0.2
5413,12,216489.06,201886.0,8556.0,2535.0551878611086,12068.0,201886.0,0.7,0.2
5377,12,217355.06,202752.0,8550.0,2535.0551878611086,12068.0,202752.0,0.7,0.2
5408,12,217121.06,202518.0,8405.0,2535.0551878611086,12068.0,202518.0,0.7,0.2
5411,12,213591.06,198988.0,8497.0,2535.0551878611086,12068.0,198988.0,0.7,0.2
