Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
5256,9,244301.37,228940.0,9336.0,2301.370595328618,13060.0,228940.0,0.5,0.1
5010,9,251066.37,235705.0,9426.0,2301.370595328618,13060.0,235705.0,0.5,0.1
4979,9,249149.37,233788.0,9300.0,2301.370595328618,13060.0,233788.0,0.5,0.1
4998,9,255106.37,239745.0,9452.0,2301.370595328618,13060.0,239745.0,0.5,0.1
5038,9,251840.37,236479.0,9401.0,2301.370595328618,13060.0,236479.0,0.5,0.1
5000,9,249454.37,234093.0,9196.0,2301.370595328618,13060.0,234093.0,0.5,0.1
5238,9,245699.37,230338.0,9260.0,2301.370595328618,13060.0,230338.0,0.5,0.1
5132,9,245943.37,230582.0,9390.0,2301.370595328618,13060.0,230582.0,0.5,0.1
5153,9,248306.37,232945.0,9319.0,2301.370595328618,13060.0,232945.0,0.5,0.1
5097,9,251942.37,236581.0,9444.0,2301.370595328618,13060.0,236581.0,0.5,0.1
5032,9,248841.37,233480.0,9353.0,2301.370595328618,13060.0,233480.0,0.5,0.1
5000,9,252791.37,237430.0,9375.0,2301.370595328618,13060.0,237430.0,0.5,0.1
5036,9,247899.37,232538.0,9294.0,2301.370595328618,13060.0,232538.0,0.5,0.1
5035,9,247323.37,231962.0,9480.0,2301.370595328618,13060.0,231962.0,0.5,0.1
5077,9,248486.37,233125.0,9194.0,2301.370595328618,13060.0,233125.0,0.5,0.1
5011,9,249072.37,233711.0,9262.0,2301.370595328618,13060.0,233711.0,0.5,0.1
5036,9,245989.37,230628.0,9349.0,2301.370595328618,13060.0,230628.0,0.5,0.1
5020,9,250848.37,235487.0,9433.0,2301.370595328618,13060.0,235487.0,0.5,0.1
5038,9,249550.37,234189.0,9255.0,2301.370595328618,13060.0,234189.0,0.5,0.1
5081,9,250922.37,235561.0,9279.0,2301.370595328618,13060.0,235561.0,0.5,0.1
