Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
1491,6,108517.57,101273.0,4895.0,1319.5720363533194,5925.0,101273.0,0.6,0.1
1485,6,103615.57,96371.0,4611.0,1319.5720363533194,5925.0,96371.0,0.6,0.1
1430,6,107785.57,100541.0,4852.0,1319.5720363533194,5925.0,100541.0,0.6,0.1
1381,6,106255.57,99011.0,4702.0,1319.5720363533194,5925.0,99011.0,0.6,0.1
1379,6,107832.57,100588.0,4894.0,1319.5720363533194,5925.0,100588.0,0.6,0.1
1430,6,108395.57,101151.0,4865.0,1319.5720363533194,5925.0,101151.0,0.6,0.1
1543,6,106454.57,99210.0,4755.0,1319.5720363533194,5925.0,99210.0,0.6,0.1
1461,6,105950.57,98706.0,4921.0,1319.5720363533194,5925.0,98706.0,0.6,0.1
1389,6,104382.57,97138.0,4856.0,1319.5720363533194,5925.0,97138.0,0.6,0.1
1377,6,106320.57,99076.0,4868.0,1319.5720363533194,5925.0,99076.0,0.6,0.1
1376,6,108920.57,101676.0,4924.0,1319.5720363533194,5925.0,101676.0,0.6,0.1
1386,6,105618.57,98374.0,4757.0,1319.5720363533194,5925.0,98374.0,0.6,0.1
1368,6,103760.57,96516.0,4761.0,1319.5720363533194,5925.0,96516.0,0.6,0.1
1385,6,104692.57,97448.0,4683.0,1319.5720363533194,5925.0,97448.0,0.6,0.1
1390,6,108429.57,101185.0,4904.0,1319.5720363533194,5925.0,101185.0,0.6,0.1
1392,6,105916.57,98672.0,4582.0,1319.5720363533194,5925.0,98672.0,0.6,0.1
1354,6,107320.57,100076.0,4905.0,1319.5720363533194,5925.0,100076.0,0.6,0.1
1369,6,107658.57,100414.0,4786.0,1319.5720363533194,5925.0,100414.0,0.6,0.1
1373,6,107747.57,100503.0,4839.0,1319.5720363533194,5925.0,100503.0,0.6,0.1
1393,6,107648.57,100404.0,4965.0,1319.5720363533194,5925.0,100404.0,0.6,0.1
