01000000000100111000011000000000001010110001000000,10000001000001000000000000001000000001000010010110,00000000000000000000000000000000000000000000000000,00001000100000000101100101000101010000000100000000,00000000000000000000000000000000000000000000000000,00110100010000000010000000010000100100001000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000010001010000000000010100010000000000000001000,[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 5, 9, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 5, 9, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0],[7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 7, 0, 4, 4, 0],[],[0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 10, 0, 0, 10, 0, 10, 0, 0, 0, 10, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0],[],[0, 0, 2, 6, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 2],[],[],[],[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0][4, 33, 31, 19],[9, 49, 18, 2, 32, 40],[30, 46, 10],[48, 13, 28, 47],[43, 14, 38, 1, 21, 15],[27, 44, 5, 35, 3],[0, 7, 45, 37, 42],[6, 12, 26, 24],[16, 22, 34, 39, 11, 36],[23, 25, 17, 20, 8, 29, 41]
01000000000100011000011000000000001000010001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101100101000101010000000100000000,00000000000000000000000000000000000000000000000000,00110100010000000010000000010000100100001000100001,00000010001010100000000010000010000010100000001000,10000001000001000000000000101000000001000010010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 9, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 10, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 10, 0, 0, 10, 0, 5, 0, 0, 0, 10, 0, 5, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0],[],[0, 0, 6, 4, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 6],[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 1, 0, 7, 1, 0],[],[][13, 0, 45, 28, 7, 48],[36, 6, 12, 10],[15, 22, 39, 43, 34],[35, 3, 44, 5, 9, 27],[31, 41, 19, 8, 25, 17],[32, 18, 2, 49, 40],[37, 42, 47, 26],[46, 24, 30, 14, 38],[21, 11, 1, 16],[20, 29, 33, 4, 23]
01000000000100011000011000000000001000010001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101000101000101010000000100000000,10010001000001000000000000101000000001000010010110,00000000000000000000000000000000000000000000000000,00000010001010100000000010000010000010100000001000,00000000000000000000000000000000000000000000000000,00100100010000000010100000010000100100001000100001,00000000000000000000000000000000000000000000000000,[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 10, 10, 0, 0, 0, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 4, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 4, 0, 4, 0, 0, 0, 9, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 2, 0, 6, 2, 0],[],[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[],[0, 0, 7, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 5],[][36, 10, 14, 46, 24],[45, 37, 13, 28, 48],[6, 12, 38, 30],[4, 33, 23, 25, 31],[49, 44, 18, 32, 9, 20],[47, 7, 26, 0, 3, 42],[40, 35, 27, 2, 5],[11, 43, 22, 39],[41, 19, 17, 8, 29],[16, 21, 34, 1, 15]
01000000000100111000011000000000001010110001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101000101000101010000000100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010001000001000000000000001000000001000010010010,00100100010000000010100000010000100100001000100001,00000010001010000000000010100010000000000000001100,[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 9, 9, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 9, 0, 7, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 6, 0, 6, 0, 0, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[2, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 2, 0],[0, 0, 4, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 4],[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0][41, 33, 4, 29],[28, 45, 48, 0],[10, 12, 30],[49, 44, 40, 32, 2],[20, 5, 9, 35, 18, 27],[19, 23, 8, 17, 31, 25],[34, 39, 22, 43, 38, 1],[7, 42, 13, 3, 37],[36, 14, 11, 21, 15, 16],[24, 26, 47, 46, 6]
01000000000100011000011000000000001000010001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101100101000101010000000100000000,00000000000000000000000000000000000000000000000000,00110100010000000010000000010000100100001000100001,00000010001010100000000010000010000010100000001000,10000001000001000000000000101000000001000010010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 7, 0, 0, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 5, 0, 0, 5, 0, 4, 0, 0, 0, 5, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0],[],[0, 0, 6, 2, 0, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 2],[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 10, 0, 0, 9, 0, 9, 10, 0],[],[][10, 6, 30, 24, 38],[27, 9, 35, 32, 3, 49],[11, 22, 34, 39, 15],[17, 31, 25, 41],[8, 20, 23, 19, 4, 33, 29],[40, 2, 18, 5, 44],[16, 21, 1, 43],[46, 36, 14, 12],[37, 28, 45, 47],[26, 48, 13, 0, 42, 7]
01000000000100111000011000000000001010110001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101000101000101010000000100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010001000001000000000000001000000001000010010010,00100100010000000010100000010000100100001000100001,00000010001010000000000010100010000000000000001100,[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 1, 6, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 6, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 2, 0, 5, 0, 0, 0, 5, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[8, 0, 0, 7, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 8, 0],[0, 0, 10, 0, 0, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 3],[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 0, 0][1, 39, 15, 34, 14, 36],[41, 31, 19, 23],[20, 5, 18, 49, 35],[26, 10, 6, 46],[17, 8, 33, 29, 4, 25],[21, 22, 43, 16, 11, 38],[42, 3, 45, 28],[13, 7, 37, 0, 48],[24, 12, 30, 47],[44, 9, 32, 2, 40, 27]
01000000000100011000011000000000001000010001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101100101000101010000000100000000,10000001000001000000000000101000000001000010010110,00110100010000000010000000010000100100001000100001,00000010001010100000000010000010000010100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 8, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0],[1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 1, 0, 6, 1, 0],[0, 0, 2, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 2, 0, 0, 0, 0, 10],[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 7, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0],[],[],[][45, 48, 0, 42],[9, 5, 44, 18, 2, 32, 3],[29, 8, 17, 20, 23, 25, 19],[34, 39, 1, 21, 11],[41, 4, 33, 31],[7, 26, 28, 37, 13, 47],[36, 24, 12, 14, 10],[22, 43, 15, 16],[38, 46, 6, 30],[40, 27, 35, 49]
01000000000100111000011000000000001010110001000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001000100000000101000101000101010000000100000000,10000000000001000000000000001000000000000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010001000000000000000000000000000001000000010010,00100100010000000010100000010000100100001000100001,00000010001010000000000010100010000000000000001100,[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 6, 4, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 4, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 1, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0],[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0],[0, 0, 9, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 9, 0, 0, 8, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 0, 8],[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0][8, 19, 17, 29, 23],[26, 12, 46, 10],[47, 6, 24, 30],[38, 1, 43, 22, 16],[41, 25, 33, 4, 31],[34, 15, 14, 36, 21, 39, 11],[13, 0, 28, 42],[20, 35, 27, 44, 49],[2, 32, 5, 9, 18, 40],[45, 3, 48, 37, 7]
01000000000100011000011000000000001000010001000000,00000000000000000000000000000000000000000000000000,00110001000001000000000000101000100001000010010010,00001000100000000101100101000101010000000100000000,00000000000000000000000000000000000000000000000000,00000100010000000010000000010000000100001000100001,10000010001010100000000010000010000010100000001100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0],[],[0, 0, 2, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 5, 0],[0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 9, 0, 0, 4, 0, 4, 0, 0, 0, 9, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0],[],[0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 7],[10, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0],[],[],[][15, 1, 22, 34, 16, 11],[2, 28, 13, 45, 32],[9, 5, 44, 18, 35],[19, 25, 31, 23],[42, 26, 3, 48, 37, 7],[12, 10, 38, 6, 36, 14],[27, 40, 49],[21, 39, 43],[41, 4, 8, 20, 33, 29, 17],[24, 30, 46, 0, 47]
01000000000100111000011000000000001010110001000000,10000001000001000000000000001000000001000010010110,00000000000000000000000000000000000000000000000000,00001000100000000101100101000101010000000100000000,00000000000000000000000000000000000000000000000000,00110100010000000010000000010000100100001000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000010001010000000000010100010000000000000001000,[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 7, 2, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 2, 2, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0],[4, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 4, 0, 4, 4, 0],[],[0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 0, 0, 1, 0, 5, 0, 0, 0, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0],[],[0, 0, 3, 3, 0, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 10],[],[],[],[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0][8, 20, 19, 23, 33, 31],[38, 22, 39, 16, 1],[2, 32, 5, 3, 44],[45, 48, 0, 47],[29, 4, 41, 25, 17],[28, 37, 42, 13, 7],[14, 21, 34, 43, 11, 36, 15],[26, 24, 30],[12, 46, 6, 10],[9, 40, 18, 35, 49, 27]
