00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001000000001000100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11100001010100110010000011011010011100110011001001,00001010000010000001111000000100100001000100000100,00000000101001000000000100100000000010000000010010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0],[],[],[5, 8, 5, 0, 0, 0, 0, 2, 0, 5, 0, 5, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 5, 8, 0, 5, 8, 0, 8, 0, 0, 2, 8, 8, 0, 0, 2, 5, 0, 0, 8, 8, 0, 0, 5, 0, 0, 2],[0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 6, 6, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0],[],[][41, 47, 37, 12, 29],[49, 18, 38, 7, 15, 33],[17, 44, 31],[22, 32, 4],[0, 46, 39, 27, 2, 11, 9, 24],[6, 20, 19, 21],[36, 45, 48, 8],[14, 30, 28, 35, 42, 43, 34, 1, 25],[13, 10, 26, 23],[5, 16, 40, 3]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001010000101000100000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010001100010011001001,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 10, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 9, 9, 0],[8, 5, 1, 0, 0, 0, 0, 8, 0, 8, 0, 1, 0, 0, 5, 1, 0, 0, 8, 0, 0, 0, 0, 0, 5, 1, 0, 5, 5, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 5, 0, 0, 5, 1, 0, 0, 1, 0, 0, 8],[0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 2, 6, 6, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[][46, 35, 30, 11, 15, 25, 2, 43, 34],[20, 32, 12, 37],[10, 8, 36, 45, 41, 23],[3, 40, 17, 16, 5],[39, 1, 14, 24, 42, 28, 27],[21, 22, 4],[19, 29, 6],[0, 9, 49, 18, 7],[48, 26, 47, 13],[31, 38, 44, 33]
00000000000000000000000000000000000000000000000000,00010100000000001100000000000001000000001000100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010011100110011001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 0, 0, 9, 0, 4, 10, 0],[8, 8, 8, 0, 0, 0, 0, 8, 0, 8, 0, 2, 0, 0, 2, 8, 0, 0, 5, 0, 0, 0, 0, 0, 5, 2, 0, 5, 2, 0, 5, 0, 0, 8, 2, 8, 0, 0, 8, 8, 0, 0, 8, 2, 0, 0, 5, 0, 0, 5],[],[],[0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[][37, 21, 22],[25, 34, 14, 43, 28, 11],[29, 12, 6, 19, 20, 4, 32],[36, 23, 10, 47],[46, 24, 30, 27, 49, 18],[40, 17, 44, 31],[5, 3, 16],[42, 0, 35, 38, 2, 33, 9, 1, 39, 15, 7],[8, 45],[41, 26, 48, 13]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001010000101000100000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010001100010011001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 0, 0, 0, 0, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 5, 2, 0],[1, 1, 8, 0, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 8, 4, 0, 0, 4, 0, 0, 0, 0, 0, 8, 1, 0, 4, 8, 0, 8, 0, 0, 0, 1, 8, 0, 0, 0, 1, 0, 0, 8, 1, 0, 0, 1, 0, 0, 4],[],[],[0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 9, 10, 6, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[][7, 46, 0, 34, 39, 1, 25, 11, 43],[48, 13, 45, 36, 26, 23, 41],[17, 3, 38, 16, 33, 5],[9, 49, 18, 27, 15],[47, 10, 8],[22, 4, 19, 6, 12],[44, 31, 40],[35, 28, 14, 42, 30, 24, 2],[37, 20],[29, 21, 32]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001010000101000100000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010001100010011001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 7, 7, 0],[10, 1, 1, 0, 0, 0, 0, 1, 0, 10, 0, 1, 0, 0, 6, 6, 0, 0, 6, 0, 0, 0, 0, 0, 10, 6, 0, 6, 6, 0, 6, 0, 0, 0, 1, 6, 0, 0, 0, 6, 0, 0, 6, 1, 0, 0, 1, 0, 0, 6],[],[],[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 2, 3, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[][43, 11, 46, 7, 1, 2, 34],[22, 20, 4, 6, 29],[19, 21, 32, 37, 12],[13, 36, 8, 23],[3, 40, 17, 38, 16],[15, 25, 14, 49, 18, 27, 35, 42, 30, 28, 39],[47, 10, 48],[45, 41, 26],[5, 44, 33, 31],[24, 0, 9]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100000000101110000001010001011000111000100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001001010100010001111010001010100100000011001001,00000000101001000000000100100000000010000000010010,00000010000010000000000000000100000001000100000100,00000000000000000000000000000000000000000000000000,[],[],[0, 8, 8, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 8, 3, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0, 0, 0, 8, 0, 4, 4, 0, 0, 0, 3, 4, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0],[],[],[],[5, 0, 0, 0, 6, 0, 0, 2, 0, 2, 0, 6, 0, 0, 0, 5, 0, 0, 0, 6, 5, 2, 5, 0, 2, 0, 0, 0, 5, 0, 2, 0, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 6, 0, 0, 2],[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0],[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0],[][41, 37, 29],[21, 7, 9, 49, 30, 24],[38, 18, 14, 40],[5, 27, 39, 34, 33],[35, 42, 20, 15, 0, 28, 22],[19, 11, 46, 43, 32, 4],[13, 36, 48, 26],[2, 1, 25, 17, 44, 3, 16, 31],[12, 47, 6],[10, 23, 8, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000100000000000001000000001000000000,01110100000000101010000000010000011000110000100000,00000000101001000000000100100000000010000100010110,00000000000000000000000000000000000000000000000000,00001000000100000001111010000010100100000011000000,00000000000000000000000000000000000000000000000000,00000010000010000000000000000100000001000000000000,10000001010000010000000001001000000000000000001001,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 1, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 3, 3, 0],[],[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 8, 8, 4, 4, 0, 8, 0, 0, 0, 0, 0, 8, 0, 4, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0],[],[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[10, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7][16, 33, 1, 18, 34, 44, 39],[27, 2, 14, 38, 5, 3],[23, 48, 47, 13, 26, 8, 10],[21, 43, 11, 32, 22, 4, 42],[17, 31, 40],[29, 12, 37, 6],[49, 7, 9, 28],[20, 19, 24, 30, 35],[36, 45, 41],[25, 0, 46, 15]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001010000101000100000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010001100010011001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 10, 0, 2, 2, 0],[4, 8, 8, 0, 0, 0, 0, 6, 0, 4, 0, 4, 0, 0, 6, 4, 0, 0, 4, 0, 0, 0, 0, 0, 6, 8, 0, 8, 6, 0, 6, 0, 0, 0, 8, 4, 0, 0, 0, 8, 0, 0, 4, 4, 0, 0, 8, 0, 0, 6],[],[],[0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 5, 3, 5, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[][38, 16, 3, 44, 40],[13, 48, 36, 41, 47, 10],[29, 20],[9, 18, 35, 43, 15, 0, 42, 11],[19, 32, 4, 6, 22, 21],[24, 28, 14, 7, 49, 30],[17, 31, 5, 33],[25, 27, 2, 1, 46, 39, 34],[12, 37],[8, 23, 26, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000101001000000000100100000000010000100010110,11100001010100110010000011011010001100110011001001,00001010000010000001111000000100100001000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000000001100000000000001010000001000100000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 10, 0, 10, 10, 0],[3, 3, 5, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 2, 5, 0, 0, 2, 0, 0, 0, 0, 0, 5, 2, 0, 5, 2, 0, 2, 0, 0, 0, 2, 5, 0, 0, 5, 3, 0, 0, 2, 3, 0, 0, 2, 0, 0, 3],[0, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 8, 8, 9, 9, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0][33, 40, 17, 3, 5, 44],[34, 46, 14, 42, 28, 18, 25, 30],[49, 11, 43, 0, 7, 9, 1, 39],[36, 41, 10, 8, 26],[27, 38, 2, 24, 15, 35],[12, 29, 4],[16, 31],[19, 20, 37, 32, 6],[21, 22],[47, 48, 13, 23, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100100000001100000000100001000000001000100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11100001010100110010000011011010011100110011001001,00001000000000000001111100000000100010000000000010,00000000000000000000000000000000000000000000000000,00000010001011000000000000000100000001000100010100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 10, 0, 10, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0],[],[],[8, 2, 8, 0, 0, 0, 0, 8, 0, 8, 0, 8, 0, 0, 8, 2, 0, 0, 2, 0, 0, 0, 0, 0, 4, 8, 0, 2, 8, 0, 4, 0, 0, 2, 4, 8, 0, 0, 4, 2, 0, 0, 4, 2, 0, 0, 4, 0, 0, 8],[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],[],[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 7, 0, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0],[][20, 48, 23, 36, 21],[1, 15, 27, 43, 18, 39, 33],[31, 17, 8, 26],[30, 42, 46, 34, 24, 38],[6, 13, 41, 45, 47, 29],[22, 32, 19, 4],[10],[25, 49, 11, 7, 35, 28, 14, 0, 9, 2],[12, 37],[3, 40, 16, 44, 5]
