10000110000101000000010010001010100100100000100001,01000000000000010011000001100101000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[4, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4],[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 5, 0, 0, 0, 0, 0, 3, 5, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 8, 3, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 10, 0, 0, 0, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0],[],[],[],[0, 0, 9, 2, 9, 0, 0, 2, 0, 0, 2, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 9, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 2, 0, 0, 0, 9, 6, 9, 0, 0, 0, 6, 0, 0, 0][6, 32, 38, 5, 30, 28],[10, 23, 7, 3, 36],[25, 15, 48],[24, 13, 21, 35, 0, 49, 44, 11],[43, 31, 26, 19],[33, 46, 41, 27],[9, 8, 37, 17, 39],[47, 29, 1, 18],[22, 2, 14, 20, 42, 40, 4],[45, 16, 34, 12]
00000000000000000000000000000000000000000000000000,00000000000000010011000001100001000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,11000110000101000000010010001110100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 10, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 10, 10, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0],[4, 4, 0, 0, 0, 7, 3, 0, 0, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 4, 3, 7, 0, 4, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4],[],[],[0, 0, 8, 9, 2, 0, 0, 9, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 9, 0, 8, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 2, 9, 0, 0, 0, 9, 0, 0, 0][39, 16, 45, 34, 12, 17, 9],[33, 40, 36, 4, 41],[13, 6, 44, 35, 29],[1, 32, 38, 28, 49, 21, 0],[15, 31, 43, 18],[8, 37],[11, 30, 5, 24],[2, 14, 10, 22],[27, 46, 42, 20, 23, 7, 3],[47, 19, 26, 48, 25]
10000110000101000000010010001010100100100000100001,01000000000000010011000001100101000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[1, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 8, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8],[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 9, 0, 0, 0, 0, 0, 9, 9, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 7, 7, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 2, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0],[],[],[],[0, 0, 3, 4, 4, 0, 0, 10, 0, 0, 10, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 4, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 10, 4, 3, 0, 0, 0, 4, 0, 0, 0][38, 0, 44, 11, 24, 28, 30],[9, 12, 45, 16],[42, 20, 2, 23],[46, 41, 22, 33, 14, 4, 3],[8, 34, 39, 17, 37],[],[31, 47, 29, 48],[21, 32, 13, 5, 49, 6, 35],[25, 18, 1, 19, 26, 15, 43],[7, 36, 27, 10, 40]
00000000000000000000000000000000000000000000000000,00000000000000010011000001100001000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,11000110000101000000010010001110100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 2, 0, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 10, 10, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 8, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 8, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0],[1, 1, 0, 0, 0, 5, 5, 0, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 6, 1, 1, 0, 5, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1],[],[],[0, 0, 4, 3, 4, 0, 0, 3, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 0, 9, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 9, 4, 4, 0, 0, 0, 9, 0, 0, 0][49, 38, 0, 44, 30, 1, 29],[25, 43, 19],[7, 3],[20, 2, 23, 4, 41, 27, 42],[35, 6, 24, 21, 5, 32, 11],[28, 13],[9, 34, 45, 39, 8],[37, 17, 12, 16],[14, 33, 40, 10, 22, 36, 46],[26, 31, 47, 15, 18, 48]
00000000000000000000000000000000000000000000000000,00000000000000010011000001100001000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,11000110000101000000010010001110100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 3, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 3, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 5, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0],[10, 4, 0, 0, 0, 10, 10, 0, 0, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 8, 4, 8, 0, 4, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 8],[],[],[0, 0, 2, 2, 2, 0, 0, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 0, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 7, 0, 0, 0][7, 27, 40, 41, 42, 22],[2, 3, 4, 36, 33],[48, 19],[29, 1, 32, 11, 21, 24],[9, 8, 45, 34, 37, 17, 12],[39, 16],[23, 10, 20, 14, 46],[30, 28, 13, 49],[47, 18, 43, 26, 25, 31, 15],[0, 5, 44, 38, 6, 35]
10000110000101000000010010001010100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000000000010011000001100101000000000001000100,00111001001000100000101100010000010010001110001010,[4, 0, 0, 0, 0, 4, 9, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 4, 0, 9, 0, 4, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4],[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 0, 6, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0],[],[],[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 7, 0, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0],[0, 0, 8, 8, 1, 0, 0, 8, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 5, 8, 1, 0, 0, 0, 1, 0, 1, 0][23, 4, 22, 14, 20, 42, 46, 48],[47, 19, 1, 29, 25, 18, 43, 15],[34, 39, 37, 45],[32, 28, 49, 5, 44, 11, 0],[40, 33, 10, 27, 36],[8, 16, 12, 17],[31, 26],[3, 41, 7, 2],[21, 6, 38, 30, 13, 24, 35],[9]
00000000000000000000000000000000000000000000000000,00000000000000010011000001100001000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,11000110000101000000010010001110100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 6, 6, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0],[7, 2, 0, 0, 0, 7, 9, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 2, 2, 7, 0, 2, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2],[],[],[0, 0, 10, 8, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 8, 10, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 10, 8, 8, 0, 0, 0, 10, 0, 0, 0][12, 9, 17, 37, 16],[49, 32, 28, 11, 29, 1],[8, 39, 34, 45],[10, 4, 7, 36, 33],[43, 31, 26, 15, 47],[19, 25, 18, 48],[13, 44, 30, 0, 5],[41, 27, 3, 42, 22],[24, 6, 35, 21, 38],[23, 2, 20, 14, 46, 40]
00000110000101000000010010001000100100100000100001,01000000000000010011000001100101000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000100000000100000000000010001001010000010000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010101000101100010000010010001110001000,[0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 5, 0, 0, 5, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5],[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 10, 7, 0, 0, 0, 0, 0, 3, 10, 0, 0, 7, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 10, 0],[],[],[6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 6, 0, 0, 6, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0],[],[],[],[],[0, 0, 1, 1, 8, 0, 0, 2, 0, 8, 2, 0, 1, 0, 8, 0, 2, 0, 0, 0, 2, 0, 8, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0][3, 12, 46, 33, 27, 2, 40, 36],[10, 41, 7, 42, 20, 16],[43, 15, 25, 1],[39, 17, 30],[35, 32, 44, 49, 5, 11],[45, 34, 8, 0, 37],[19, 47, 29],[23, 4, 22, 9, 14],[6, 38, 21, 28, 13, 24],[18, 26, 31, 48]
00000000000000000000000000000000000000000000000000,00000000000000010011000001100001000000000001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,11000110000101000000010010001110100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001001000100000101100010000010010001110001000,[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 5, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 5, 0],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 2, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0],[4, 9, 0, 0, 0, 6, 4, 0, 0, 0, 0, 9, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 9, 0, 0, 0, 9, 4, 6, 0, 4, 0, 0, 6, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6],[],[],[0, 0, 8, 7, 1, 0, 0, 7, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 8, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 1, 8, 1, 0, 0, 0, 1, 0, 0, 0][10, 46, 36, 40, 23, 4, 42, 14],[9, 16, 34, 12, 37],[39, 45, 8, 17],[13, 6, 29, 0, 32, 21],[19, 43, 48, 47, 25],[49, 35, 5, 30],[20, 7, 3],[27, 22, 33, 41, 2],[28, 1, 24, 38, 44, 11],[26, 31, 15, 18]
10000110000101000000010010001010100100100000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000110010001100000000000000001001010000010000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000000000010011000001100101000000000001000100,00111001001000100000101100010000010010001110001010,[4, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 0, 4, 0, 10, 0, 10, 0, 0, 4, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 10],[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 3, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 0, 8, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0],[],[],[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 0, 0, 0, 0, 0, 6, 1, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0],[0, 0, 2, 5, 5, 0, 0, 7, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 5, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 5, 7, 7, 0, 0, 0, 7, 0, 5, 0][19, 43, 26, 31, 1, 15],[14, 10, 33, 20, 22, 2],[37, 45, 12],[0, 35, 28, 13],[48, 40, 23, 4, 3, 36],[25, 18, 29, 47],[42, 46, 41, 7, 27],[16, 9, 39, 17, 8, 34],[38, 44, 21, 5],[49, 30, 11, 24, 6, 32]
