00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 2, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 2],[],[0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 3, 1, 1, 3, 9, 9, 0, 0, 9, 0, 10, 0, 0, 0, 1, 10, 0, 10, 1, 3, 3, 1, 0, 0, 1, 9, 0, 10, 0, 1, 10, 0, 0, 10, 0, 1, 10, 0, 0],[],[],[],[7, 5, 0, 7, 8, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 0, 5, 0, 0, 0, 0, 0, 8, 0, 0, 7, 0][12, 32, 13, 25, 40, 46, 29, 35],[8, 34, 20, 2, 49],[14, 30, 31, 6, 11],[42, 23],[39, 27, 1, 24],[17, 9, 18, 43],[22, 48, 33, 3, 0, 37],[7, 10, 4, 45],[36, 15, 19, 16],[47, 26, 28, 41, 44, 38, 5, 21]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 5, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 6],[],[0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 8, 10, 1, 10, 2, 8, 0, 0, 8, 0, 10, 0, 0, 0, 1, 2, 0, 8, 1, 2, 2, 10, 0, 0, 2, 1, 0, 10, 0, 1, 1, 0, 0, 10, 0, 8, 2, 0, 0],[],[],[],[9, 7, 0, 7, 4, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0][40, 29, 41, 6, 25, 13, 36],[30, 35, 26, 31, 5, 15, 47],[43, 9, 34, 20],[4, 48, 24, 27],[42, 8, 2, 23],[18, 17, 49],[3, 1, 22, 45],[28, 16, 46, 19, 11],[0, 10, 37, 39, 7, 33],[21, 12, 44, 14, 32, 38]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 7, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 2],[],[0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 5, 10, 10, 1, 1, 5, 0, 0, 5, 0, 3, 0, 0, 0, 3, 3, 0, 10, 3, 10, 1, 10, 0, 0, 1, 10, 0, 1, 0, 5, 3, 0, 0, 3, 0, 1, 10, 0, 0],[],[],[],[9, 6, 0, 9, 9, 0, 0, 6, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 8, 0, 0, 0, 9, 0, 6, 0, 0, 0, 0, 0, 8, 0, 0, 6, 0][46, 15, 38, 31, 35, 14],[17, 34, 49],[44, 25, 29, 26, 41, 21],[20, 23, 43, 9],[16, 11, 40, 19],[1, 48, 39, 7, 22],[42, 2, 8, 18],[33, 45, 10],[4, 37, 24, 0, 27, 3],[36, 32, 5, 6, 13, 47, 28, 12, 30]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 10, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 7],[],[0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 9, 3, 1, 9, 9, 9, 0, 0, 3, 0, 2, 0, 0, 0, 1, 3, 0, 1, 2, 1, 2, 2, 0, 0, 9, 2, 0, 3, 0, 2, 3, 0, 0, 2, 0, 1, 1, 0, 0],[],[],[],[8, 8, 0, 5, 8, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0][46, 47, 25, 13, 28, 30],[29, 40, 36, 21, 31, 32, 44],[38, 19, 5, 6, 26, 41, 12],[23, 43, 18, 20, 34],[3, 48, 27, 10],[37, 45, 33],[49, 17],[7, 24, 39, 0, 4, 1, 22],[14, 16, 35, 11, 15],[9, 2, 42, 8]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 3, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 6, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 3],[],[0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 1, 1, 2, 8, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 8, 0, 2, 1, 8, 1, 2, 0, 0, 8, 1, 0, 10, 0, 10, 10, 0, 0, 10, 0, 10, 8, 0, 0],[],[],[],[4, 9, 0, 7, 4, 0, 0, 7, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0][12, 21, 13, 16, 25, 36, 6, 31, 29],[5, 11, 19, 32, 28, 14],[49, 17, 2, 18, 34],[0, 4, 10],[42, 8, 23],[43, 9, 20],[3, 37, 7],[47, 15, 35, 30, 26],[27, 33, 39, 48, 24, 22, 1, 45],[40, 38, 46, 41, 44]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 2, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 2],[],[0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 3, 7, 1, 3, 9, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 7, 7, 1, 3, 9, 0, 0, 9, 1, 0, 9, 0, 3, 9, 0, 0, 1, 0, 3, 7, 0, 0],[],[],[],[10, 8, 0, 6, 8, 0, 0, 10, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 8, 0, 0, 10, 0, 0, 0, 0, 0, 8, 0, 0, 0, 10, 0, 6, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0][21, 14, 30, 44, 19, 36, 11, 6, 26],[49, 2, 18, 17],[40, 25, 46, 15, 12, 31],[20, 42, 9],[34, 43, 23, 8],[22, 48, 39, 3],[13, 5, 29, 28, 47],[1, 4, 10, 33, 24],[32, 16, 41, 35, 38],[0, 37, 45, 27, 7]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 8, 0, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 7, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 0, 0, 0, 0, 7],[],[0, 0, 0, 0, 0, 3, 10, 0, 0, 0, 0, 1, 3, 10, 2, 1, 2, 0, 0, 10, 0, 10, 0, 0, 0, 1, 1, 0, 2, 1, 3, 1, 3, 0, 0, 10, 2, 0, 10, 0, 10, 3, 0, 0, 1, 0, 2, 1, 0, 0],[],[],[],[9, 6, 0, 6, 9, 0, 0, 6, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 9, 0, 6, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0][25, 47, 29, 11, 15, 26, 31, 44],[14, 28, 16, 36, 46],[41, 30, 12, 5, 32],[33, 27, 24],[8, 43, 23],[3, 1, 39, 7],[20, 18, 34, 49],[17, 42, 2, 9],[48, 37, 45, 10, 0, 22, 4],[21, 13, 6, 38, 40, 19, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 8, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0, 0, 8],[],[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 9, 10, 10, 1, 0, 0, 10, 0, 1, 0, 0, 0, 2, 1, 0, 2, 2, 2, 1, 9, 0, 0, 9, 10, 0, 1, 0, 10, 2, 0, 0, 9, 0, 1, 9, 0, 0],[],[],[],[6, 5, 0, 3, 3, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0][21, 6, 5, 26, 31, 16, 12, 46, 38],[30, 28, 41, 29, 11, 25],[3, 37, 27, 48, 4, 10],[9, 43],[45, 7, 1],[0, 39, 33, 22, 24],[42, 20, 23, 8],[49, 17, 18, 2, 34],[32, 44, 47, 35, 13],[40, 36, 15, 19, 14]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 7, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 7],[],[0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 9, 9, 9, 10, 9, 1, 0, 0, 10, 0, 10, 0, 0, 0, 4, 10, 0, 1, 1, 4, 4, 1, 0, 0, 4, 9, 0, 4, 0, 1, 4, 0, 0, 10, 0, 1, 10, 0, 0],[],[],[],[6, 8, 0, 6, 8, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0][32, 29, 28, 16, 40, 46],[20, 9, 43, 42, 18],[10, 48, 22, 27, 39, 24],[38, 25, 30, 35, 41, 31],[17, 34],[7, 45, 0, 3],[8, 23, 2, 49],[1, 37, 33, 4],[13, 36, 11, 15, 12, 5],[14, 6, 19, 26, 44, 21, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100000110000000110100100000000001000000011000001,00000000000000000000000000000000000000000000000000,00000110000111111001010001101111100110101100101100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11011001001000000000001010010000010001010000010010,[],[],[],[0, 0, 7, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 7, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 8],[],[0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 10, 1, 1, 10, 10, 9, 0, 0, 10, 0, 1, 0, 0, 0, 10, 9, 0, 1, 9, 5, 10, 1, 0, 0, 9, 1, 0, 10, 0, 5, 5, 0, 0, 10, 0, 9, 1, 0, 0],[],[],[],[2, 6, 0, 3, 3, 0, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0][13, 36, 21, 47, 28, 12, 32],[45, 10, 0, 48, 39, 37],[24, 22, 4, 3, 27],[42],[5, 6, 40, 30, 41],[7, 33, 1],[34, 2, 43, 20, 18],[49, 9, 23, 17, 8],[35, 29, 46, 26, 16],[19, 31, 11, 38, 15, 25, 44, 14]
