00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[3, 1, 3, 1, 2, 4, 0, 4, 0, 0, 4, 0, 8, 3, 0, 0, 4, 2, 0, 0, 1, 2, 0, 2, 0, 0, 2, 0, 0, 1, 0, 2, 1, 2, 0, 3, 8, 3, 0, 4, 3, 1, 0, 3, 3, 1, 8, 0, 0, 3],[0, 0, 0, 0, 0, 0, 7, 0, 5, 7, 0, 6, 0, 0, 10, 9, 0, 0, 10, 10, 0, 0, 10, 0, 5, 7, 0, 7, 5, 0, 5, 0, 0, 0, 9, 0, 0, 0, 6, 0, 0, 0, 5, 0, 0, 0, 0, 9, 7, 0][38, 24, 9],[1, 37, 12, 49, 21, 4, 13, 39],[31, 33, 2, 0, 36, 23, 16, 3],[34, 6],[25, 48, 14],[26, 17, 32, 35],[11, 18, 30, 27, 19],[5, 29, 10, 20],[47, 22, 8, 42, 15, 28],[44, 40, 7, 41, 45, 43, 46]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[3, 3, 10, 6, 6, 3, 0, 3, 0, 0, 10, 0, 7, 3, 0, 0, 5, 10, 0, 0, 5, 10, 0, 6, 0, 0, 5, 0, 0, 7, 0, 6, 3, 6, 0, 10, 10, 7, 0, 10, 7, 7, 0, 7, 3, 3, 5, 0, 0, 5],[0, 0, 0, 0, 0, 0, 4, 0, 2, 9, 0, 1, 0, 0, 1, 4, 0, 0, 8, 2, 0, 0, 1, 0, 9, 4, 0, 1, 9, 0, 9, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 0, 1, 9, 0][27, 47, 11, 19, 25],[39, 20, 16, 17, 21, 45, 46],[12, 33, 49, 0, 41, 29],[14, 22],[3, 13, 7, 5, 44, 31, 40],[15, 48, 24, 30],[28, 34, 6, 18, 8],[42, 9, 38],[2, 36, 10, 43, 1],[26, 35, 37, 23, 32, 4]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[5, 3, 5, 5, 10, 10, 0, 1, 0, 0, 6, 0, 6, 10, 0, 0, 10, 3, 0, 0, 3, 10, 0, 5, 0, 0, 1, 0, 0, 10, 0, 5, 6, 1, 0, 3, 5, 3, 0, 6, 5, 3, 0, 1, 10, 3, 5, 0, 0, 3],[0, 0, 0, 0, 0, 0, 9, 0, 2, 2, 0, 7, 0, 0, 7, 9, 0, 0, 7, 8, 0, 0, 9, 0, 7, 9, 0, 2, 8, 0, 9, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 2, 2, 0][33, 7, 43, 26],[27, 47, 8, 9, 48],[17, 49, 41, 37, 45, 1, 20, 35],[38, 42],[40, 31, 2, 3, 46, 23, 0, 36],[39, 10, 32, 12],[24, 14, 18, 11],[34, 19, 28],[25, 15, 30, 22, 6],[4, 21, 44, 5, 13, 29, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[3, 7, 7, 6, 9, 3, 0, 5, 0, 0, 7, 0, 5, 6, 0, 0, 7, 6, 0, 0, 9, 5, 0, 6, 0, 0, 3, 0, 0, 7, 0, 9, 3, 7, 0, 5, 6, 3, 0, 9, 3, 9, 0, 7, 7, 3, 9, 0, 0, 5],[0, 0, 0, 0, 0, 0, 4, 0, 2, 8, 0, 2, 0, 0, 2, 1, 0, 0, 4, 4, 0, 0, 10, 0, 8, 10, 0, 4, 1, 0, 10, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 8, 4, 0][28, 42, 15, 34],[14, 38, 8, 11],[45, 37, 0, 5, 32, 40, 26],[18, 27, 48, 6, 19],[49, 35, 12, 21, 7],[13, 3, 23, 17, 36],[43, 2, 33, 10, 29, 16, 44, 1],[47, 24, 9],[39, 46, 20, 4, 31, 41],[25, 30, 22]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[5, 1, 6, 3, 1, 3, 0, 1, 0, 0, 6, 0, 9, 1, 0, 0, 5, 9, 0, 0, 5, 3, 0, 3, 0, 0, 5, 0, 0, 6, 0, 9, 1, 3, 0, 6, 5, 5, 0, 9, 1, 3, 0, 3, 1, 9, 3, 0, 0, 6],[0, 0, 0, 0, 0, 0, 7, 0, 2, 7, 0, 4, 0, 0, 4, 4, 0, 0, 2, 2, 0, 0, 7, 0, 10, 7, 0, 10, 2, 0, 7, 0, 0, 0, 8, 0, 0, 0, 10, 0, 0, 0, 2, 0, 0, 0, 0, 2, 10, 0][13, 7, 40, 32, 4, 44, 1],[8, 19, 28, 18, 47, 42],[21, 23, 3, 46, 5, 33, 41, 43],[15, 11, 14],[26, 20, 37, 16, 0, 36],[10, 35, 49, 29, 2],[25, 9, 30, 22, 6],[34],[39, 45, 17, 12, 31],[24, 38, 48, 27]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[4, 10, 10, 3, 2, 10, 0, 6, 0, 0, 3, 0, 3, 10, 0, 0, 3, 2, 0, 0, 2, 6, 0, 10, 0, 0, 4, 0, 0, 2, 0, 4, 3, 4, 0, 3, 2, 6, 0, 2, 2, 6, 0, 6, 6, 10, 10, 0, 0, 3],[0, 0, 0, 0, 0, 0, 5, 0, 8, 1, 0, 9, 0, 0, 1, 1, 0, 0, 1, 8, 0, 0, 9, 0, 5, 7, 0, 7, 9, 0, 5, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 9, 7, 0][15, 9, 14, 18, 38],[29, 17, 40, 4, 36, 20, 39],[12, 32, 49, 16, 10, 35, 3],[31, 33, 26, 0],[30, 24, 6],[41, 37, 21, 44, 7, 43],[27, 25, 48],[19, 8, 34],[28, 42, 47, 22, 11],[45, 13, 5, 1, 23, 2, 46]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[7, 4, 5, 5, 3, 5, 0, 3, 0, 0, 4, 0, 2, 7, 0, 0, 3, 5, 0, 0, 7, 3, 0, 4, 0, 0, 2, 0, 0, 2, 0, 2, 2, 4, 0, 3, 5, 3, 0, 5, 7, 4, 0, 7, 7, 4, 5, 0, 0, 3],[0, 0, 0, 0, 0, 0, 8, 0, 6, 1, 0, 1, 0, 0, 9, 1, 0, 0, 6, 10, 0, 0, 9, 0, 10, 10, 0, 10, 1, 0, 10, 0, 0, 0, 8, 0, 0, 0, 6, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10, 0][38, 30, 24, 28, 15],[13, 23, 43, 20, 33, 31, 2, 21, 0],[36, 4, 3, 29, 37, 5, 35],[42, 27, 19],[8, 34, 48, 11],[49, 44, 32, 1, 40, 10],[12, 39, 45, 16, 41],[25, 6, 9],[47, 18, 22, 14],[7, 17, 26, 46]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[5, 1, 5, 8, 9, 5, 0, 8, 0, 0, 3, 0, 9, 3, 0, 0, 5, 1, 0, 0, 8, 9, 0, 3, 0, 0, 9, 0, 0, 3, 0, 1, 1, 1, 0, 1, 5, 5, 0, 3, 9, 8, 0, 3, 3, 5, 8, 0, 0, 9],[0, 0, 0, 0, 0, 0, 6, 0, 4, 2, 0, 10, 0, 0, 2, 7, 0, 0, 6, 10, 0, 0, 7, 0, 2, 7, 0, 6, 7, 0, 7, 0, 0, 0, 6, 0, 0, 0, 4, 0, 0, 0, 10, 0, 0, 0, 0, 10, 6, 0][1, 35, 33, 17, 32, 31],[14, 9, 24],[13, 29, 23, 44, 10, 39, 43],[8, 38],[37, 2, 5, 16, 0, 36, 45],[34, 6, 48, 18, 27],[25, 28, 30, 22, 15],[20, 46, 7, 41, 3],[26, 12, 40, 4, 49, 21],[42, 47, 19, 11]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[1, 1, 6, 1, 6, 2, 0, 2, 0, 0, 7, 0, 2, 2, 0, 0, 3, 3, 0, 0, 7, 1, 0, 6, 0, 0, 3, 0, 0, 3, 0, 2, 3, 3, 0, 7, 1, 7, 0, 3, 6, 1, 0, 3, 6, 7, 1, 0, 0, 2],[0, 0, 0, 0, 0, 0, 4, 0, 10, 9, 0, 10, 0, 0, 10, 5, 0, 0, 8, 4, 0, 0, 5, 0, 10, 5, 0, 5, 4, 0, 10, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 8, 5, 0][3, 46, 1, 36, 0, 21, 41],[31, 7, 13, 49, 12, 5],[39, 43, 29, 16, 17, 32, 33, 26],[6, 42, 19, 28],[15, 25, 22, 38, 48, 27],[23, 4, 40, 44, 2],[37, 45, 10, 35, 20],[34, 18, 47],[9],[11, 8, 30, 14, 24]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101001011001100110100100101110111011101111001,00000010110100110011001011011010001000100010000110,[],[],[],[],[],[],[],[],[7, 7, 2, 10, 9, 10, 0, 2, 0, 0, 9, 0, 2, 7, 0, 0, 7, 9, 0, 0, 9, 1, 0, 1, 0, 0, 7, 0, 0, 10, 0, 2, 9, 10, 0, 1, 2, 9, 0, 2, 7, 7, 0, 10, 1, 10, 1, 0, 0, 10],[0, 0, 0, 0, 0, 0, 8, 0, 3, 4, 0, 6, 0, 0, 8, 8, 0, 0, 5, 6, 0, 0, 4, 0, 5, 8, 0, 3, 4, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 3, 3, 0][45, 4, 2, 32],[40, 46, 7, 41, 49, 29, 36, 31],[13, 16, 44, 26, 39, 37],[25],[19, 22, 14, 42, 8],[9, 18, 6, 47],[27, 34, 38, 30, 11, 15],[48, 24, 28],[35, 10, 5, 23, 0, 21, 33, 3],[12, 17, 1, 43, 20]
