00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 10, 0, 9, 0, 0, 0, 0, 0, 7, 9, 0, 0, 10, 0, 10, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 7, 0, 0],[],[],[],[],[1, 0, 1, 0, 0, 0, 3, 3, 1, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 0, 0, 1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 6, 3],[],[0, 5, 0, 0, 2, 2, 0, 0, 0, 0, 8, 0, 0, 8, 2, 0, 0, 2, 0, 0, 4, 2, 0, 4, 0, 0, 2, 4, 0, 0, 0, 0, 0, 4, 0, 4, 2, 5, 0, 0, 0, 5, 8, 0, 5, 0, 0, 0, 0, 0],[][8, 43, 39, 2, 0, 38],[26, 21, 17, 5, 36, 4, 14],[40, 7, 6, 29, 9, 49, 19],[20, 33, 27, 35, 23],[41, 37, 44, 1],[34, 48, 22, 11],[32, 47, 24, 3],[42, 10, 13],[12, 25, 18, 45, 15],[30, 46, 31, 28, 16]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 10, 2, 0, 2, 0, 0, 0, 0, 0, 5, 5, 0, 0, 2, 0, 10, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 2, 0, 0],[],[],[],[],[8, 0, 7, 0, 0, 0, 1, 8, 1, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 7, 0, 0, 1, 0, 0, 0, 0, 7, 6],[],[0, 9, 0, 0, 9, 4, 0, 0, 0, 0, 4, 0, 0, 4, 9, 0, 0, 3, 0, 0, 9, 3, 0, 3, 0, 0, 4, 4, 0, 0, 0, 0, 0, 4, 0, 3, 9, 3, 0, 0, 0, 9, 9, 0, 4, 0, 0, 0, 0, 0],[][34, 43, 8, 39, 6],[47, 18, 46, 16, 28],[17, 37, 21, 35, 23],[13, 5, 33, 10, 44, 26, 27],[31, 24, 3, 25, 12],[9, 38, 19, 49, 22, 29],[48, 2, 40],[7, 11, 0],[4, 36, 20, 14, 1, 42, 41],[45, 15, 30, 32]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 9, 0, 8, 0, 0, 0, 0, 0, 9, 9, 0, 0, 8, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 9, 0, 0],[],[],[],[],[3, 0, 6, 0, 0, 0, 3, 3, 7, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 0, 0, 0, 6, 7, 7, 0, 0, 3, 0, 0, 0, 0, 3, 6],[],[0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 5, 0, 0, 10, 10, 0, 0, 2, 0, 0, 4, 10, 0, 2, 0, 0, 5, 10, 0, 0, 0, 0, 0, 4, 0, 4, 5, 2, 0, 0, 0, 5, 4, 0, 2, 0, 0, 0, 0, 0],[][6, 43, 40, 9, 7],[16, 28, 32, 12, 15, 3],[5, 33, 21, 26, 13, 4, 27, 44, 1],[14, 35, 37, 17],[31, 46, 45, 18],[36, 23, 42, 10, 41, 20],[48, 0, 39, 34],[29, 49, 19, 8],[38, 11, 2, 22],[30, 47, 24, 25]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 9, 9, 0, 9, 0, 0, 0, 0, 0, 5, 7, 0, 0, 7, 0, 9, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 7, 0, 0],[],[],[],[],[8, 0, 1, 0, 0, 0, 3, 1, 1, 3, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 3, 0, 0, 8, 0, 0, 0, 0, 8, 3],[],[0, 6, 0, 0, 10, 4, 0, 0, 0, 0, 6, 0, 0, 10, 10, 0, 0, 6, 0, 0, 10, 2, 0, 6, 0, 0, 4, 10, 0, 0, 0, 0, 0, 2, 0, 4, 2, 4, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0],[][2, 8, 34, 7],[44, 42, 41, 33, 21, 36],[6, 39, 40, 38, 49, 22, 9],[35, 26, 37, 5],[32, 46, 24],[17, 10, 1, 23],[12, 3, 25, 47, 28],[0, 19, 29, 43, 48, 11],[31, 15, 30, 18, 45, 16],[13, 14, 27, 20, 4]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 9, 7, 0, 5, 0, 0, 0, 0, 0, 9, 9, 0, 0, 7, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0],[],[],[],[],[8, 0, 6, 0, 0, 0, 4, 4, 8, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 0, 8, 4, 4, 0, 0, 4, 0, 0, 0, 0, 4, 8],[],[0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 10, 1, 0, 0, 1, 0, 0, 3, 3, 0, 3, 0, 0, 10, 1, 0, 0, 0, 0, 0, 3, 0, 2, 2, 3, 0, 0, 0, 2, 10, 0, 1, 0, 0, 0, 0, 0],[][5, 17, 10, 14, 27, 44],[36, 4, 41, 35],[37, 21, 20, 33, 1, 23],[48, 7, 6, 43, 19, 39, 40, 29],[18, 46, 47, 45, 12],[9, 22, 2, 11, 34],[31, 28, 16, 30, 32],[49, 8, 38, 0],[24, 15, 3, 25],[13, 42, 26]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 8, 0, 10, 0, 0, 0, 0, 0, 10, 1, 0, 0, 1, 0, 10, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 10, 0, 0],[],[],[],[],[6, 0, 6, 0, 0, 0, 6, 6, 5, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 2, 7, 2, 0, 0, 2, 0, 0, 0, 0, 5, 6],[],[0, 3, 0, 0, 4, 4, 0, 0, 0, 0, 3, 0, 0, 3, 9, 0, 0, 3, 0, 0, 9, 9, 0, 3, 0, 0, 4, 3, 0, 0, 0, 0, 0, 9, 0, 4, 9, 3, 0, 0, 0, 4, 9, 0, 3, 0, 0, 0, 0, 0],[][25, 15, 31, 12, 28],[43, 40, 29, 38],[17, 37, 23, 1, 44, 10, 27, 13],[35, 26, 41, 4, 5],[48, 22, 9, 8, 19],[7, 2, 6, 0, 49],[34, 39, 11],[32, 46, 16],[20, 21, 42, 33, 14, 36],[3, 24, 45, 47, 18, 30]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 8, 0, 2, 0, 0, 0, 0, 0, 10, 2, 0, 0, 10, 0, 10, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 8, 0, 0],[],[],[],[],[9, 0, 3, 0, 0, 0, 3, 1, 1, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 1, 9, 0, 0, 3, 0, 0, 0, 0, 9, 1],[],[0, 6, 0, 0, 6, 5, 0, 0, 0, 0, 4, 0, 0, 4, 7, 0, 0, 4, 0, 0, 5, 5, 0, 5, 0, 0, 4, 6, 0, 0, 0, 0, 0, 5, 0, 7, 6, 4, 0, 0, 0, 6, 4, 0, 7, 0, 0, 0, 0, 0],[][39, 22, 8, 49, 7],[18, 45, 12, 15, 25],[11, 34, 38, 29, 2, 43, 6],[13, 42, 10, 26, 17, 37],[23, 20, 21, 33, 5],[4, 41, 1, 27, 36],[35, 44, 14],[47, 16, 32],[48, 9, 0, 40, 19],[30, 46, 3, 28, 31, 24]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 7, 8, 0, 10, 0, 0, 0, 0, 0, 7, 7, 0, 0, 10, 0, 10, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 10, 0, 0],[],[],[],[],[3, 0, 9, 0, 0, 0, 9, 3, 6, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 0, 0, 0, 9, 3, 3, 0, 0, 6, 0, 0, 0, 0, 9, 6],[],[0, 2, 0, 0, 2, 5, 0, 0, 0, 0, 5, 0, 0, 4, 4, 0, 0, 2, 0, 0, 1, 5, 0, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 5, 0, 2, 1, 4, 0, 0, 0, 5, 1, 0, 1, 0, 0, 0, 0, 0],[][20, 42, 44, 23, 27, 36],[1, 35, 17, 4],[7, 0, 34, 40, 22, 39, 9],[37, 14, 26, 13],[5, 41, 33, 21, 10],[11, 19, 49, 43, 8],[15, 24, 46, 25],[32, 31, 16, 12],[48, 6, 29, 38, 2],[3, 30, 45, 28, 18, 47]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 5, 0, 5, 0, 0, 0, 0, 0, 5, 1, 0, 0, 5, 0, 7, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 1, 0, 0],[],[],[],[],[6, 0, 9, 0, 0, 0, 9, 9, 6, 9, 0, 6, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 9, 3, 0, 0, 9, 0, 0, 0, 0, 3, 6],[],[0, 4, 0, 0, 2, 8, 0, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 10, 0, 0, 8, 2, 0, 10, 0, 0, 10, 8, 0, 0, 0, 0, 0, 8, 0, 4, 8, 4, 0, 0, 0, 10, 4, 0, 4, 0, 0, 0, 0, 0],[][15, 31, 47, 25],[21, 13, 14, 4],[34, 48, 22, 29, 40, 38],[10, 42, 35, 1, 44, 37],[28, 16, 18, 24],[11, 8, 0, 49],[30, 3, 45, 46, 32, 12],[5, 36, 33, 20, 27],[39, 7, 19, 6, 43, 2, 9],[17, 23, 26, 41]
00000000000000000000000000000000000000000000000000,00010000000010011010000011001011100000000000011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100011110100000001001000000100001000111001000011,00000000000000000000000000000000000000000000000000,01001100001001100100110100110000010111000110100000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 7, 0, 7, 0, 0, 0, 0, 0, 7, 7, 0, 0, 7, 0, 5, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 8, 0, 0],[],[],[],[],[4, 0, 10, 0, 0, 0, 3, 10, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 0, 0, 0, 3, 3, 4, 0, 0, 4, 0, 0, 0, 0, 4, 3],[],[0, 1, 0, 0, 9, 6, 0, 0, 0, 0, 2, 0, 0, 1, 6, 0, 0, 1, 0, 0, 2, 9, 0, 9, 0, 0, 9, 1, 0, 0, 0, 0, 0, 6, 0, 6, 2, 6, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0],[][13, 41, 17, 27, 1, 44],[20, 42, 10, 36],[11, 38, 39, 49, 9, 8, 6],[40, 22, 43, 0, 34, 48],[12, 30, 15, 45],[37, 5, 14, 35, 33],[25, 28, 24, 18, 16],[31, 47, 46, 3, 32],[21, 26, 23, 4],[2, 29, 19, 7]
