00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 3, 6, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 10, 6, 0, 0, 0, 0, 0, 0, 10, 3, 10, 0],[],[],[],[5, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 7, 0, 0, 0, 1, 2, 7, 5, 5, 0, 5, 2, 7, 0, 2, 0, 1, 5, 2, 2, 2, 0, 0, 2, 0, 0, 0, 2, 5, 0, 0, 0, 5],[],[0, 0, 9, 4, 0, 0, 0, 8, 4, 0, 8, 0, 0, 4, 9, 0, 0, 0, 4, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 4, 0, 0, 0, 0, 0, 0][33, 21, 12],[36, 28, 22, 37, 44, 31, 40, 35],[47, 26, 16, 9, 32, 4],[18, 20, 43, 8, 42, 13, 3],[25, 27, 15, 0, 49, 24, 34, 45],[11, 5, 39],[1, 6, 29, 17, 23],[7, 41, 10],[19, 14, 2],[48, 46, 38, 30]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 6, 5, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 10, 0, 6, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0],[],[],[],[7, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 1, 7, 3, 0, 2, 7, 2, 0, 3, 0, 3, 3, 7, 2, 7, 0, 0, 2, 0, 0, 0, 3, 7, 0, 0, 0, 1],[],[0, 0, 4, 4, 0, 0, 0, 4, 9, 0, 9, 0, 0, 4, 8, 0, 0, 0, 4, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 8, 0, 0, 0, 0, 0, 0][23, 21, 49],[15, 36, 29, 17, 12, 1, 40, 27, 22],[25, 6, 33, 44, 31, 34],[7, 3, 13, 18, 2],[47, 9, 48, 26, 5, 39, 46],[32, 11, 4],[24, 28, 0, 37, 45, 35],[19, 43, 14, 41, 20],[8, 10, 42],[38, 30, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0],[],[],[],[10, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 10, 0, 0, 0, 10, 2, 4, 4, 7, 0, 7, 7, 7, 0, 7, 0, 10, 4, 10, 2, 7, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 4],[],[0, 0, 9, 8, 0, 0, 0, 5, 8, 0, 8, 0, 0, 9, 9, 0, 0, 0, 9, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0][4, 38, 39, 32, 11],[45, 44, 36, 22, 12],[48, 9, 47, 5, 46, 30],[34, 15, 49, 24, 40, 23],[41, 43, 7, 19, 42],[16, 26],[37, 28, 25, 27, 31, 29],[3, 20, 10, 8],[13, 18, 2, 14],[17, 0, 21, 1, 33, 6, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 6, 6, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 10, 0, 9, 0, 0, 0, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 10, 9, 6, 0],[],[],[],[7, 4, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0, 5, 0, 0, 0, 1, 1, 5, 5, 7, 0, 7, 7, 5, 0, 4, 0, 7, 4, 4, 4, 5, 0, 0, 4, 0, 0, 0, 4, 1, 0, 0, 0, 4],[],[0, 0, 2, 3, 0, 0, 0, 2, 3, 0, 8, 0, 0, 3, 2, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 0, 0, 0, 0, 0, 0][24, 36, 29, 37, 25, 45],[17, 23, 27, 35, 49, 34, 12],[44, 33, 6, 21],[28, 0, 1, 31, 40, 15, 22],[19, 14, 43, 41, 42, 18],[9, 30, 38],[2, 3, 10],[46, 39, 4, 48, 26],[47, 5, 16, 11, 32],[8, 13, 20, 7]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 10, 8, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 10, 8, 8, 0],[],[],[],[2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 9, 0, 2, 0, 0, 0, 7, 9, 7, 3, 2, 0, 9, 2, 3, 0, 7, 0, 7, 2, 3, 2, 2, 0, 0, 9, 0, 0, 0, 7, 9, 0, 0, 0, 9],[],[0, 0, 5, 4, 0, 0, 0, 4, 5, 0, 5, 0, 0, 5, 4, 0, 0, 0, 4, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 6, 0, 0, 0, 0, 0, 0][32, 26],[36, 34, 37, 0, 28, 17, 6, 1, 25],[35, 29, 12, 24],[19, 18, 7, 3, 14],[20, 42, 2, 13, 8, 10],[43, 41],[44, 21, 23, 33, 31],[47, 5, 9, 11, 48],[15, 49, 27, 40, 45, 22],[30, 16, 4, 46, 38, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 4, 1, 0, 0, 0, 8, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 8, 4, 8, 0],[],[],[],[5, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 7, 0, 0, 2, 0, 7, 0, 0, 0, 2, 9, 7, 5, 5, 0, 2, 9, 5, 0, 5, 0, 5, 5, 9, 9, 5, 0, 0, 9, 0, 0, 0, 7, 9, 0, 0, 0, 2],[],[0, 0, 3, 10, 0, 0, 0, 3, 3, 0, 3, 0, 0, 3, 10, 0, 0, 0, 6, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 3, 0, 0, 0, 0, 0, 0][32, 38, 5],[21, 1, 27, 6, 49, 15],[2, 13, 10, 7, 43, 8],[11, 16, 30, 4, 39, 47],[0, 34, 24, 29, 37, 25, 33, 31],[19, 41, 18],[44, 17, 23, 12],[48, 9, 46, 26],[35, 40, 45, 22, 36, 28],[3, 20, 14, 42]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 2, 10, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 10, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0],[],[],[],[8, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 8, 0, 8, 0, 0, 0, 5, 5, 5, 8, 3, 0, 7, 3, 7, 0, 3, 0, 5, 5, 8, 3, 7, 0, 0, 3, 0, 0, 0, 3, 8, 0, 0, 0, 5],[],[0, 0, 4, 4, 0, 0, 0, 6, 9, 0, 4, 0, 0, 4, 4, 0, 0, 0, 9, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 0, 0, 0, 0, 0, 0][47, 11, 48, 38],[16, 9, 46, 39, 26, 4, 30],[25, 28, 36, 31, 44, 40],[13, 14, 10, 2, 3],[33, 23, 1, 6, 22, 21, 34, 49],[19, 7],[29, 37, 12, 27],[24, 0, 15, 17, 35, 45],[42, 18, 41, 8, 43, 20],[5, 32]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 8, 7, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 7, 7, 1, 0],[],[],[],[3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 5, 0, 0, 0, 5, 4, 4, 3, 5, 0, 2, 3, 4, 0, 5, 0, 3, 4, 3, 4, 5, 0, 0, 2, 0, 0, 0, 2, 5, 0, 0, 0, 3],[],[0, 0, 6, 6, 0, 0, 0, 9, 6, 0, 9, 0, 0, 6, 10, 0, 0, 0, 6, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 9, 0, 0, 0, 0, 0, 0][26, 39, 9, 48],[27, 6, 1, 40, 44],[33, 35, 24, 49, 0, 28],[15, 23, 36, 29, 34, 22],[45, 25, 21, 31, 12, 17, 37],[3, 13, 41, 2, 18, 8],[11, 5, 46, 32, 30, 47],[38, 4, 16],[10, 43, 20, 19, 7],[42, 14]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 6, 10, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 10, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0],[],[],[],[5, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, 2, 0, 0, 0, 2, 5, 4, 4, 2, 0, 5, 4, 4, 0, 8, 0, 8, 8, 2, 5, 8, 0, 0, 5, 0, 0, 0, 4, 2, 0, 0, 0, 5],[],[0, 0, 1, 1, 0, 0, 0, 7, 1, 0, 9, 0, 0, 9, 9, 0, 0, 0, 7, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 7, 0, 0, 0, 0, 0, 0][19, 8, 3, 2],[35, 15, 17, 21, 25, 45],[48, 39, 30, 46, 38, 47],[23, 44, 28, 24, 29],[22, 49, 36, 0, 27, 6, 40],[9, 4, 11, 16],[42, 43, 7, 18],[37, 12, 34, 31, 1, 33],[13, 20, 10, 41, 14],[32, 5, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00001100010100001000000000100010100000110000001110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000010000010010100011111011101011111001000110001,00000000000000000000000000000000000000000000000000,00110001101001100011100000000000000000000111000000,[],[],[],[0, 0, 0, 0, 6, 4, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 6, 4, 6, 0],[],[],[],[2, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 5, 0, 0, 0, 3, 10, 2, 5, 3, 0, 3, 2, 2, 0, 2, 0, 5, 2, 3, 10, 5, 0, 0, 5, 0, 0, 0, 5, 10, 0, 0, 0, 5],[],[0, 0, 8, 9, 0, 0, 0, 7, 7, 0, 8, 0, 0, 8, 9, 0, 0, 0, 8, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 9, 0, 0, 0, 0, 0, 0][16, 32, 30],[6, 31, 23, 34, 12, 28, 0, 29],[1, 35, 27, 21, 25],[47, 9, 5, 11, 38, 39],[37, 40, 33, 44, 49, 24, 15, 17],[46, 4, 48, 26],[8, 20, 42, 41, 7],[10, 18, 13, 2],[3, 14, 19, 43],[36, 45, 22]
