10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 4, 0, 4, 10, 5, 0, 9, 9, 0, 0, 0, 9, 0, 1, 0, 9, 0, 0, 9, 1, 0, 0, 0, 4, 0, 0, 0, 5, 1, 9, 10, 5, 0, 0, 0, 10, 5, 0, 1, 4],[],[],[],[],[],[],[],[0, 8, 3, 8, 3, 3, 0, 0, 7, 2, 0, 2, 0, 0, 0, 3, 0, 0, 7, 6, 6, 0, 7, 0, 8, 0, 2, 2, 0, 0, 3, 7, 8, 0, 3, 6, 3, 0, 0, 0, 0, 0, 2, 7, 2, 0, 0, 6, 0, 0],[][0, 23, 29, 38, 48],[44, 11, 26, 9, 27, 42],[4, 15, 30, 34, 2, 36, 5],[6, 7, 10, 12, 49, 33],[41, 14, 46, 37],[19, 35, 20, 47],[22, 8, 18, 31, 43],[32, 3, 24, 1],[28, 21, 16, 39, 17, 25],[45, 40, 13]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[9, 0, 0, 0, 0, 0, 10, 6, 0, 0, 7, 0, 5, 9, 9, 0, 7, 7, 0, 0, 0, 9, 0, 9, 0, 7, 0, 0, 10, 5, 0, 0, 0, 9, 0, 0, 0, 6, 6, 6, 5, 6, 0, 0, 0, 7, 7, 0, 6, 10],[],[],[],[],[],[],[],[0, 3, 1, 1, 2, 3, 0, 0, 1, 3, 0, 4, 0, 0, 0, 4, 0, 0, 2, 8, 1, 0, 3, 0, 8, 0, 4, 2, 0, 0, 3, 3, 3, 0, 1, 4, 8, 0, 0, 0, 0, 0, 4, 2, 2, 0, 0, 8, 0, 0],[][2, 8, 20, 34, 3],[43, 18, 27, 44, 4],[32, 31, 9, 5, 22, 30, 1],[42, 11, 15, 26, 35],[12, 29, 40],[39, 7, 41, 37, 38, 48],[16, 17, 46, 45, 25, 10],[36, 47, 24, 19],[13, 33, 14, 23, 21, 0],[6, 49, 28]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[7, 0, 0, 0, 0, 0, 6, 2, 0, 0, 7, 0, 4, 6, 7, 0, 2, 2, 0, 0, 0, 7, 0, 10, 0, 2, 0, 0, 7, 4, 0, 0, 0, 4, 0, 0, 0, 6, 10, 2, 7, 2, 0, 0, 0, 2, 10, 0, 4, 10],[],[],[],[],[],[],[],[0, 9, 8, 5, 3, 9, 0, 0, 3, 3, 0, 9, 0, 0, 0, 9, 0, 0, 1, 1, 5, 0, 8, 0, 5, 0, 5, 3, 0, 0, 3, 8, 1, 0, 9, 3, 1, 0, 0, 0, 0, 0, 8, 9, 1, 0, 0, 8, 0, 0],[][19, 18, 44, 32, 36],[17, 16, 45, 41, 25, 39, 7],[9, 4, 27, 30, 8, 35],[48, 29, 33, 12],[26, 24, 20, 3],[13, 37, 6],[14, 40, 0, 28, 21, 10],[31, 2, 22, 47, 42],[15, 1, 5, 34, 11, 43],[46, 49, 23, 38]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 6, 0, 6, 6, 4, 0, 3, 4, 0, 0, 0, 9, 0, 9, 0, 9, 0, 0, 3, 6, 0, 0, 0, 5, 0, 0, 0, 9, 3, 6, 9, 6, 0, 0, 0, 5, 9, 0, 6, 4],[],[],[],[],[],[],[],[0, 7, 7, 1, 8, 1, 0, 0, 8, 2, 0, 7, 0, 0, 0, 2, 0, 0, 8, 7, 2, 0, 10, 0, 7, 0, 10, 2, 0, 0, 7, 2, 7, 0, 1, 10, 10, 0, 0, 0, 0, 0, 1, 1, 8, 0, 0, 2, 0, 0],[][12, 7, 49, 25, 46],[47, 36, 18, 22, 19, 31],[9, 26, 24, 15, 44, 32],[3, 8, 1, 42],[5, 30, 20, 27, 11],[35, 43, 2, 4, 34],[21, 23, 0, 29, 45],[10, 14, 38, 33, 39, 17],[6, 16, 28, 48, 37, 40],[13, 41]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[7, 0, 0, 0, 0, 0, 8, 3, 0, 0, 10, 0, 8, 3, 6, 0, 6, 3, 0, 0, 0, 6, 0, 3, 0, 8, 0, 0, 7, 10, 0, 0, 0, 7, 0, 0, 0, 3, 3, 6, 10, 3, 0, 0, 0, 10, 7, 0, 7, 8],[],[],[],[],[],[],[],[0, 9, 2, 9, 1, 1, 0, 0, 4, 5, 0, 2, 0, 0, 0, 9, 0, 0, 2, 2, 5, 0, 9, 0, 9, 0, 1, 1, 0, 0, 5, 2, 4, 0, 5, 2, 9, 0, 0, 0, 0, 0, 2, 5, 2, 0, 0, 9, 0, 0],[][5, 27, 4, 26],[2, 19, 31, 44, 42, 18, 11, 35],[41, 13, 17, 37, 38, 23, 7],[32, 8],[34, 20, 30, 9, 43],[21, 39, 16, 14],[46, 48, 28, 33, 0],[25, 6, 12, 49],[15, 22, 1, 24, 47, 3, 36],[40, 29, 45, 10]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[4, 0, 0, 0, 0, 0, 7, 9, 0, 0, 9, 0, 6, 9, 4, 0, 9, 10, 0, 0, 0, 4, 0, 7, 0, 7, 0, 0, 6, 9, 0, 0, 0, 6, 0, 0, 0, 10, 9, 6, 10, 4, 0, 0, 0, 4, 7, 0, 9, 10],[],[],[],[],[],[],[],[0, 2, 2, 8, 2, 2, 0, 0, 8, 3, 0, 3, 0, 0, 0, 1, 0, 0, 8, 2, 3, 0, 2, 0, 5, 0, 1, 5, 0, 0, 5, 2, 3, 0, 3, 2, 1, 0, 0, 0, 0, 0, 3, 1, 8, 0, 0, 5, 0, 0],[][36, 43, 26, 15],[31, 19, 22, 1, 5, 4, 2, 35],[32, 42, 34, 20, 9, 11],[14, 41, 21, 0, 45],[30, 24, 27, 47],[33, 39, 28, 12],[23, 6, 25, 46],[3, 18, 44, 8],[10, 7, 29, 48, 13, 38, 16],[17, 40, 49, 37]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[8, 0, 0, 0, 0, 0, 6, 1, 0, 0, 6, 0, 1, 4, 1, 0, 6, 4, 0, 0, 0, 4, 0, 1, 0, 2, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 8, 8, 1, 6, 8, 0, 0, 0, 8, 4, 0, 2, 2],[],[],[],[],[],[],[],[0, 9, 9, 9, 3, 5, 0, 0, 9, 7, 0, 9, 0, 0, 0, 7, 0, 0, 7, 3, 10, 0, 3, 0, 10, 0, 5, 9, 0, 0, 9, 3, 3, 0, 9, 9, 10, 0, 0, 0, 0, 0, 10, 7, 3, 0, 0, 10, 0, 0],[][23, 7, 39, 14, 12],[49, 25, 33, 48, 29, 28],[4, 22, 44, 31, 19, 32],[13, 17, 21, 46],[26, 5],[40, 16, 10, 6],[43, 18, 9, 15],[0, 38, 37, 45, 41],[30, 34, 3, 1, 8, 11, 27, 35, 2],[42, 24, 47, 20, 36]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[2, 0, 0, 0, 0, 0, 9, 2, 0, 0, 9, 0, 10, 10, 10, 0, 10, 9, 0, 0, 0, 9, 0, 4, 0, 2, 0, 0, 4, 2, 0, 0, 0, 9, 0, 0, 0, 2, 4, 2, 10, 6, 0, 0, 0, 6, 6, 0, 6, 2],[],[],[],[],[],[],[],[0, 7, 3, 7, 3, 3, 0, 0, 8, 3, 0, 5, 0, 0, 0, 8, 0, 0, 1, 3, 3, 0, 8, 0, 3, 0, 1, 7, 0, 0, 7, 8, 5, 0, 1, 5, 5, 0, 0, 0, 0, 0, 1, 1, 8, 0, 0, 7, 0, 0],[][43, 42, 26, 18, 34],[25, 39, 37, 29, 0, 49, 7],[19, 9, 20, 24, 4, 5, 2],[38, 23, 28],[36, 35, 11, 32],[41, 46, 45, 48],[27, 30, 1, 47, 3],[31, 44, 8, 15, 22],[17, 33, 21, 6, 10],[12, 14, 40, 13, 16]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[4, 0, 0, 0, 0, 0, 2, 10, 0, 0, 6, 0, 10, 2, 6, 0, 10, 2, 0, 0, 0, 6, 0, 3, 0, 2, 0, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0, 3, 4, 4, 3, 3, 0, 0, 0, 2, 6, 0, 10, 6],[],[],[],[],[],[],[],[0, 9, 5, 7, 5, 7, 0, 0, 1, 8, 0, 9, 0, 0, 0, 9, 0, 0, 7, 8, 7, 0, 5, 0, 7, 0, 1, 9, 0, 0, 9, 5, 1, 0, 5, 8, 5, 0, 0, 0, 0, 0, 5, 9, 7, 0, 0, 8, 0, 0],[][8, 26, 32],[13, 6, 45, 17, 25],[40, 23, 29, 37, 28, 41],[33, 38, 0, 39],[42, 36, 2, 31, 4, 22, 34],[10, 46, 49, 21, 14],[3, 44, 18, 24, 20, 5],[19, 47, 9, 35],[43, 1, 15, 30, 11, 27],[16, 12, 7, 48]
10000011001011101100010101001100010001111100011011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111100110100010011101010110011101110000011100100,00000000000000000000000000000000000000000000000000,[2, 0, 0, 0, 0, 0, 9, 1, 0, 0, 9, 0, 7, 9, 1, 0, 1, 4, 0, 0, 0, 7, 0, 4, 0, 7, 0, 0, 7, 9, 0, 0, 0, 2, 0, 0, 0, 2, 7, 2, 2, 2, 0, 0, 0, 7, 9, 0, 1, 9],[],[],[],[],[],[],[],[0, 3, 10, 5, 5, 5, 0, 0, 8, 3, 0, 8, 0, 0, 0, 6, 0, 0, 5, 10, 6, 0, 8, 0, 5, 0, 8, 8, 0, 0, 6, 8, 10, 0, 5, 10, 3, 0, 0, 0, 0, 0, 3, 6, 3, 0, 0, 3, 0, 0],[][14, 7, 48, 16],[37, 33, 40, 39, 41, 0],[42, 36, 9, 47, 1, 44],[17, 23],[34, 4, 24, 18, 5, 3],[43, 20, 15, 30],[25, 45, 28, 38, 21, 12],[8, 27, 22, 11, 26, 31],[46, 10, 6, 13, 29, 49],[32, 35, 19, 2]
