00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[5, 0, 5, 0, 0, 9, 0, 0, 0, 1, 7, 9, 1, 0, 0, 9, 0, 5, 0, 0, 0, 1, 0, 7, 0, 5, 9, 7, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 1, 0, 9, 1, 0, 0, 1, 7, 0, 0, 7, 7],[],[],[0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 8, 2, 0, 0, 2, 2, 0, 0, 0, 0, 8, 2, 0, 2, 0, 8, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 6, 0, 8, 8, 0, 2, 0, 0, 8, 2, 0, 0, 6, 6, 0, 0],[][41, 21, 38, 35, 12, 9, 44],[39, 28, 16, 7, 8, 14, 31, 43, 4],[1, 6, 20, 30],[29, 32],[17, 25, 0, 2],[22, 47, 46, 34],[23, 48, 10, 49, 27, 33, 45],[18, 36, 13, 37, 42, 3],[5, 11, 26, 40, 15],[19]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[7, 0, 7, 0, 0, 9, 0, 0, 0, 6, 9, 9, 9, 0, 0, 7, 0, 1, 0, 0, 0, 7, 0, 1, 0, 9, 7, 6, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 1, 0, 9, 6, 0, 0, 6, 6, 0, 0, 1, 1],[],[],[0, 8, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 5, 2, 0, 0, 2, 3, 0, 0, 0, 0, 2, 3, 0, 3, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 2, 0, 5, 5, 0, 2, 0, 0, 2, 5, 0, 0, 3, 2, 0, 0],[][23, 48, 17, 49, 38, 35],[47, 34, 7, 4, 42, 13, 28, 39],[22, 8, 14, 16, 46],[6, 29],[36, 31, 37, 3, 18, 43],[45, 44, 9, 41, 27],[2, 15, 26, 21, 0, 33],[1, 32],[11, 12, 5, 25, 40, 10],[30, 20, 19]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[5, 0, 2, 0, 0, 9, 0, 0, 0, 1, 2, 2, 9, 0, 0, 9, 0, 9, 0, 0, 0, 5, 0, 1, 0, 9, 5, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 9, 0, 1, 5, 0, 0, 1, 2, 0, 0, 5, 2],[],[],[0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 7, 10, 0, 0, 7, 7, 0, 0, 0, 0, 10, 7, 0, 8, 0, 8, 0, 0, 0, 10, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 10, 0, 10, 8, 0, 7, 0, 0, 7, 7, 0, 0, 7, 10, 0, 0],[][9, 23, 33, 35, 44, 40],[11, 2, 27, 49, 10, 45],[19, 29, 32],[30, 20],[41, 26, 21, 48, 0],[6, 1],[42, 31, 28, 3, 43, 14, 39, 46, 7, 8],[37, 16, 18],[12, 5, 17, 38, 25, 15],[4, 22, 13, 36, 47, 34]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[8, 0, 2, 0, 0, 7, 0, 0, 0, 1, 7, 1, 8, 0, 0, 1, 0, 2, 0, 0, 0, 7, 0, 2, 0, 7, 1, 7, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 7, 2, 0, 0, 1, 7, 0, 0, 7, 2],[],[],[0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 6, 5, 0, 0, 9, 9, 0, 0, 0, 0, 9, 5, 0, 9, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 9, 0, 0, 6, 0, 0, 6, 0, 5, 6, 0, 5, 0, 0, 9, 5, 0, 0, 9, 5, 0, 0],[][11, 15, 44, 38, 26, 9],[33, 35, 41, 17, 49, 23, 2],[6, 1],[19, 20, 30],[47, 36, 4, 39, 14, 43],[34, 37, 18, 31, 22, 3],[5, 27, 48, 21, 25, 40, 10, 45],[0, 12],[42, 8, 46, 7, 28, 16, 13],[29, 32]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[7, 0, 2, 0, 0, 9, 0, 0, 0, 9, 9, 7, 2, 0, 0, 2, 0, 7, 0, 0, 0, 9, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 2, 0, 7, 7, 0, 0, 7, 4, 0, 0, 4, 9],[],[],[0, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 1, 0, 1, 3, 0, 10, 0, 0, 3, 10, 0, 0, 10, 3, 0, 0],[][36, 34, 7, 3, 16, 14],[25, 26, 27, 2, 12, 23, 35, 38, 15],[37, 4, 13, 42, 18, 47, 8],[48, 45],[6],[19, 1, 32],[11, 44, 0, 41, 17, 40],[20, 29, 30],[21, 10, 49, 33, 9, 5],[28, 43, 31, 22, 39, 46]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[6, 0, 6, 0, 0, 7, 0, 0, 0, 1, 10, 7, 7, 0, 0, 1, 0, 10, 0, 0, 0, 7, 0, 10, 0, 7, 6, 10, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 1, 0, 1, 10, 0, 0, 7, 10, 0, 0, 10, 1],[],[],[0, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 9, 8, 0, 0, 2, 9, 0, 0, 0, 0, 2, 2, 0, 9, 0, 8, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 0, 0, 9, 0, 0, 2, 0, 9, 2, 0, 8, 0, 0, 2, 8, 0, 0, 9, 2, 0, 0],[][9, 38, 49, 40, 35, 15],[7, 47, 34, 37, 28, 13, 42, 14],[29, 32, 20],[19, 6],[30, 1],[2, 26, 0],[11, 12, 5, 21, 25, 33, 44],[18, 43, 4, 39],[46, 31, 22, 36, 3, 16, 8],[41, 27, 17, 48, 10, 23, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[8, 0, 8, 0, 0, 1, 0, 0, 0, 1, 1, 7, 3, 0, 0, 7, 0, 1, 0, 0, 0, 1, 0, 7, 0, 3, 1, 8, 0, 0, 0, 0, 0, 3, 0, 8, 0, 0, 3, 0, 1, 7, 0, 0, 3, 3, 0, 0, 7, 7],[],[],[0, 6, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 5, 5, 0, 0, 2, 5, 0, 0, 0, 0, 2, 2, 0, 5, 0, 9, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 9, 0, 0, 2, 0, 5, 9, 0, 5, 0, 0, 9, 2, 0, 0, 9, 2, 0, 0],[][9, 5, 10, 26, 21, 17, 40],[13, 22, 7, 47, 34, 43, 14],[12, 44, 25, 45, 33, 38],[20],[16, 36, 8, 4, 28, 3, 39],[32, 30, 1],[23, 11, 41, 48, 49, 15],[27, 0, 35, 2],[42, 46, 18, 31, 37],[29, 19, 6]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[5, 0, 9, 0, 0, 3, 0, 0, 0, 7, 3, 9, 3, 0, 0, 3, 0, 3, 0, 0, 0, 9, 0, 5, 0, 3, 7, 9, 0, 0, 0, 0, 0, 7, 0, 5, 0, 0, 7, 0, 5, 7, 0, 0, 9, 7, 0, 0, 9, 5],[],[],[0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 1, 4, 0, 0, 4, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 4, 2, 0, 2, 0, 0, 2, 1, 0, 0, 1, 4, 0, 0],[][46, 8, 3, 22, 31, 14, 43],[34, 18, 42, 39, 37, 28, 16, 13],[12, 5, 17, 10, 25, 15],[47, 36, 7, 4],[23, 49, 40, 0, 35],[29, 30, 20],[38, 26, 41, 33, 45, 9],[19, 32],[48, 2, 11, 21, 44, 27],[6, 1]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[2, 0, 10, 0, 0, 7, 0, 0, 0, 2, 9, 7, 9, 0, 0, 9, 0, 7, 0, 0, 0, 10, 0, 2, 0, 7, 2, 2, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 2, 0, 7, 9, 0, 0, 2, 7, 0, 0, 2, 10],[],[],[0, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 8, 1, 0, 0, 1, 3, 0, 0, 0, 0, 8, 3, 0, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 3, 0, 0, 1, 0, 8, 1, 0, 3, 0, 0, 1, 8, 0, 0, 1, 1, 0, 0],[][37, 16, 47, 7, 34, 46, 42, 4],[0, 38, 48, 44, 26, 23, 9, 27],[22, 31, 18, 14, 8, 39],[30],[32, 19, 1],[6, 20, 29],[17, 40, 25, 11, 45, 5],[36, 43, 28, 3, 13],[15, 10, 33, 41, 12, 35],[49, 21, 2]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10100100011110010100010101110000010100101100110011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000010000000000001100000000110100000000000000000,00011001100001101010001000001001001011010011001100,00000000000000000000000000000000000000000000000000,[],[],[],[],[9, 0, 5, 0, 0, 7, 0, 0, 0, 5, 7, 5, 5, 0, 0, 9, 0, 7, 0, 0, 0, 9, 0, 7, 0, 1, 7, 7, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 1, 0, 1, 7, 0, 0, 9, 9, 0, 0, 1, 9],[],[],[0, 10, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[0, 0, 0, 2, 3, 0, 0, 2, 2, 0, 0, 0, 0, 6, 3, 0, 6, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 3, 6, 0, 0, 3, 2, 0, 0],[][25, 38, 48, 40, 33],[36, 7, 37, 39, 8, 34, 47, 3],[18, 46, 14, 22, 4, 28, 42],[30, 20],[2, 12, 9, 11],[31, 43, 16, 13],[17, 10, 26, 35, 5, 27, 41, 23],[6],[0, 49, 21, 15, 44, 45],[32, 19, 29, 1]
