00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[10, 4, 0, 0, 4, 0, 10, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 4, 0, 0, 3, 4, 0, 0, 0, 9, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 10, 0],[],[],[0, 0, 8, 8, 0, 7, 0, 6, 0, 1, 0, 1, 5, 7, 0, 8, 7, 5, 7, 0, 6, 0, 1, 5, 6, 0, 6, 6, 0, 0, 5, 8, 7, 0, 7, 0, 5, 0, 5, 8, 1, 6, 1, 5, 8, 6, 0, 8, 0, 6],[],[],[],[],[][42, 22, 11, 40, 9],[37, 35],[28, 46],[14, 21, 25, 8, 1, 4, 29],[43, 30, 23, 12, 36, 17, 38],[41, 7, 45, 27, 24, 49, 20, 26],[32, 16, 5, 34, 13, 18],[15, 39, 47, 2, 3, 31, 44],[33],[48, 19, 6, 0]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[9, 3, 0, 0, 10, 0, 9, 0, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 9, 0, 0, 0, 10, 0, 0, 10, 9, 0, 0, 0, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0],[],[],[0, 0, 6, 6, 0, 6, 0, 6, 0, 1, 0, 1, 7, 8, 0, 8, 7, 8, 5, 0, 5, 0, 8, 1, 7, 0, 8, 1, 0, 0, 8, 6, 7, 0, 7, 0, 5, 0, 7, 8, 1, 7, 1, 5, 8, 6, 0, 5, 0, 7],[],[],[],[],[][11, 40, 23, 9, 27, 42],[37, 35],[1, 19],[48, 8, 46, 33],[36, 43, 47, 20, 18],[31, 7, 45, 2, 5, 3],[38, 34, 41, 12, 32, 16, 24, 49],[17, 26, 13, 30, 15, 39, 44, 22],[21, 6, 0, 29],[28, 4, 14, 25]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 2, 0, 0, 7, 0, 10, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 0, 9, 0, 0, 0, 10, 0, 0, 7, 10, 0, 0, 0, 3, 0, 10, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0],[],[],[0, 0, 5, 1, 0, 4, 0, 8, 0, 1, 0, 6, 4, 5, 0, 5, 5, 8, 6, 0, 4, 0, 5, 8, 1, 0, 5, 4, 0, 0, 8, 8, 1, 0, 1, 0, 5, 0, 8, 6, 6, 8, 5, 1, 8, 4, 0, 6, 0, 1],[],[],[],[],[][32, 3, 43, 49, 34, 9, 24],[1, 0],[48, 33],[5, 12, 20, 45, 27],[36, 16, 15, 42, 22, 13, 26, 2],[18, 39, 47, 40, 11],[8, 14, 28, 4],[31, 17, 44, 38, 41, 30, 23, 7],[46, 37, 21],[35, 29, 6, 19, 25]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[9, 10, 0, 0, 2, 0, 2, 0, 9, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 2, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 0, 10, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 0],[],[],[0, 0, 7, 8, 0, 8, 0, 7, 0, 5, 0, 1, 4, 4, 0, 5, 1, 5, 8, 0, 8, 0, 1, 4, 5, 0, 1, 4, 0, 0, 7, 4, 8, 0, 1, 0, 5, 0, 4, 1, 8, 8, 7, 1, 4, 7, 0, 8, 0, 5],[],[],[],[],[][16, 22, 34, 11, 26, 43, 39],[35, 21, 6, 4],[25, 28, 29],[44, 38, 31, 13, 12, 23, 27],[36, 15, 49, 24, 9, 17],[48, 37],[2, 45, 7, 42, 30],[40, 5, 20, 3, 32, 47, 41, 18],[0, 46, 8],[19, 14, 33, 1]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[9, 2, 0, 0, 10, 0, 4, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 10, 0, 0, 2, 2, 0, 0, 0, 10, 0, 9, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0],[],[],[0, 0, 5, 6, 0, 6, 0, 5, 0, 5, 0, 1, 1, 1, 0, 8, 1, 7, 5, 0, 8, 0, 8, 8, 5, 0, 7, 6, 0, 0, 6, 7, 7, 0, 7, 0, 8, 0, 8, 8, 8, 5, 1, 8, 6, 1, 0, 6, 0, 7],[],[],[],[],[][42, 12, 11, 16, 13, 45],[1, 28, 29, 8],[21, 19, 46],[6, 14, 37],[9, 2, 7, 41, 24, 18],[30, 3, 5, 44, 47, 27],[17, 32, 26, 49, 34, 31],[40, 36, 39, 22, 38, 43, 23, 20, 15],[0, 48, 35],[4, 33, 25]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[9, 4, 0, 0, 4, 0, 7, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 4, 0, 0, 7, 10, 0, 0, 0, 2, 0, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 7, 0],[],[],[0, 0, 3, 8, 0, 8, 0, 1, 0, 8, 0, 6, 3, 5, 0, 3, 5, 1, 8, 0, 1, 0, 3, 1, 6, 0, 6, 1, 0, 0, 1, 5, 1, 0, 6, 0, 8, 0, 3, 6, 5, 8, 8, 5, 6, 5, 0, 3, 0, 1],[],[],[],[],[][17, 27, 7, 30, 49, 23, 32, 20],[37, 33],[38, 22, 2, 15, 12, 47],[4, 1, 25, 19],[13, 16, 43, 40, 45, 31],[44, 39, 34, 24, 26, 11],[28, 48, 6],[42, 9, 36, 18, 5, 3, 41],[0, 21, 8, 14],[35, 46, 29]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 10, 0, 0, 9, 0, 7, 0, 10, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 3, 0, 0, 10, 7, 0, 0, 0, 7, 0, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 7, 0],[],[],[0, 0, 1, 5, 0, 8, 0, 1, 0, 8, 0, 8, 1, 8, 0, 5, 4, 8, 4, 0, 5, 0, 5, 8, 6, 0, 1, 6, 0, 0, 4, 4, 1, 0, 5, 0, 1, 0, 1, 6, 8, 1, 6, 4, 5, 6, 0, 8, 0, 6],[],[],[],[],[][12, 7, 38, 2, 26, 36, 41, 32],[0, 21],[25, 37],[31, 18, 30, 16, 43],[44, 22, 20, 3, 34, 15],[39, 42, 27, 45, 24, 49],[48, 33, 29, 19, 6],[47, 9, 13, 23, 11, 5, 40, 17],[14, 35, 4],[8, 1, 28, 46]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 4, 0, 0, 10, 0, 4, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 4, 0, 0, 9, 9, 0, 0, 0, 3, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0],[],[],[0, 0, 5, 1, 0, 1, 0, 7, 0, 8, 0, 6, 7, 5, 0, 6, 8, 6, 8, 0, 7, 0, 6, 7, 5, 0, 5, 7, 0, 0, 5, 7, 7, 0, 1, 0, 8, 0, 5, 1, 1, 5, 6, 7, 8, 6, 0, 8, 0, 5],[],[],[],[],[][39, 5, 40, 3, 34],[0, 48, 21],[8, 35, 33],[37, 6, 25, 1],[30, 26, 24, 2, 13, 49, 41, 38],[22, 17, 42, 15, 45, 11],[20, 12, 32, 23, 43, 7, 31, 27],[18, 36, 44, 47, 16, 9],[19, 29, 46, 28],[14, 4]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[9, 7, 0, 0, 3, 0, 9, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 9, 0, 0, 0, 2, 0, 0, 10, 3, 0, 0, 0, 10, 0, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 7, 0],[],[],[0, 0, 4, 6, 0, 8, 0, 1, 0, 1, 0, 4, 4, 1, 0, 6, 6, 4, 8, 0, 1, 0, 4, 4, 4, 0, 6, 5, 0, 0, 5, 8, 1, 0, 6, 0, 6, 0, 5, 5, 1, 6, 5, 4, 8, 4, 0, 8, 0, 5],[],[],[],[],[][20, 40, 13, 32, 9, 7],[25],[29, 4, 19],[11, 22, 43, 2, 24, 12, 23, 45, 17],[27, 30, 49, 39, 42, 38],[41, 15, 3, 26, 16, 34, 36],[1, 37, 48, 8],[5, 18, 47, 31, 44],[35, 6, 21, 0],[46, 14, 33, 28]
00000000000000000000000000000000000000000000000000,11001010100000100001010001001100010101000000001010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110101010111011110101110110011101010111111110101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[7, 7, 0, 0, 9, 0, 5, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 7, 0, 0, 7, 9, 0, 0, 0, 5, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 0],[],[],[0, 0, 8, 4, 0, 6, 0, 4, 0, 8, 0, 6, 6, 10, 0, 1, 1, 6, 6, 0, 4, 0, 6, 4, 8, 0, 1, 4, 0, 0, 10, 1, 10, 0, 6, 0, 8, 0, 6, 6, 1, 1, 4, 1, 8, 8, 0, 10, 0, 6],[],[],[],[],[][26, 40, 16, 43, 41, 31, 15],[37, 21],[14, 35],[42, 23, 20, 3, 27, 7],[19, 6, 33, 48],[49, 34, 5, 12, 18, 11, 22, 39, 38, 17],[25, 8, 1, 0, 28],[44, 45, 2, 9, 24, 36],[29, 4, 46],[47, 32, 13, 30]
