00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 6, 6, 9, 0, 0, 0, 3, 0, 7, 0, 6, 0, 0, 4, 0, 9, 6, 0, 7, 0, 6, 0, 4, 7, 6, 0, 0, 9, 0, 6, 0, 4, 7, 0, 6, 9, 0, 0, 9, 0, 0, 0, 4, 0, 0, 0, 3, 3, 0],[],[],[],[5, 0, 0, 0, 8, 2, 10, 0, 2, 8, 2, 0, 5, 5, 0, 10, 0, 0, 5, 0, 10, 0, 2, 0, 0, 0, 1, 1, 0, 10, 0, 8, 0, 0, 5, 0, 0, 5, 2, 0, 1, 2, 8, 0, 1, 8, 5, 0, 0, 5],[],[],[][40, 45, 15, 0, 20, 26],[19, 30, 23, 32, 36],[25, 21, 39, 3],[6, 41, 12, 5, 44],[14, 7, 2, 9, 43, 1],[38, 42, 37, 29, 18, 8],[24, 17, 33, 11, 48, 35],[9, 10, 46, 27, 22],[34, 13, 4, 49, 31],[28, 16, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 3, 8, 8, 0, 0, 0, 9, 0, 3, 0, 9, 0, 0, 5, 0, 8, 8, 0, 8, 0, 4, 0, 9, 8, 9, 0, 0, 5, 0, 4, 0, 4, 9, 0, 9, 5, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 4, 3, 0],[],[],[],[2, 0, 0, 0, 6, 2, 10, 0, 2, 10, 7, 0, 6, 6, 0, 2, 0, 0, 6, 0, 7, 0, 6, 0, 0, 0, 1, 6, 0, 7, 0, 1, 0, 0, 2, 0, 0, 2, 10, 0, 2, 1, 10, 0, 1, 2, 2, 0, 0, 6],[],[],[][35, 48, 36, 21],[9, 37, 4, 42, 41, 8, 40],[24, 32, 28, 43],[14, 39, 9, 33, 30],[22, 6, 20],[10, 13, 29, 5, 46, 0],[1, 16, 17, 2, 3, 19],[49, 31, 26, 44, 15],[45, 18, 38, 12, 27, 34],[25, 11, 23, 7, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 6, 6, 3, 0, 0, 0, 10, 0, 10, 0, 1, 0, 0, 1, 0, 7, 1, 0, 6, 0, 3, 0, 1, 3, 6, 0, 0, 10, 0, 7, 0, 10, 3, 0, 6, 1, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 7, 6, 0],[],[],[],[9, 0, 0, 0, 8, 9, 5, 0, 9, 8, 4, 0, 5, 8, 0, 9, 0, 0, 5, 0, 2, 0, 2, 0, 0, 0, 8, 4, 0, 4, 0, 2, 0, 0, 2, 0, 0, 8, 4, 0, 2, 4, 9, 0, 2, 2, 2, 0, 0, 5],[],[],[][35, 23, 32, 2, 47],[22, 31, 45, 41, 0, 27, 38, 15],[19, 3, 9],[40, 13, 26, 10, 5],[48, 28, 17, 7],[20, 49, 8, 46, 44, 34],[12, 29, 37, 42, 6],[11, 21, 14, 16, 30],[25, 43, 36, 33, 39, 24, 1],[4, 18, 9]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 5, 9, 3, 0, 0, 0, 3, 0, 8, 0, 2, 0, 0, 2, 0, 8, 9, 0, 9, 0, 9, 0, 5, 2, 3, 0, 0, 2, 0, 5, 0, 9, 8, 0, 2, 3, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 2, 8, 0],[],[],[],[10, 0, 0, 0, 10, 10, 6, 0, 7, 10, 1, 0, 6, 4, 0, 6, 0, 0, 6, 0, 10, 0, 6, 0, 0, 0, 4, 4, 0, 1, 0, 7, 0, 0, 1, 0, 0, 4, 10, 0, 6, 1, 1, 0, 7, 7, 7, 0, 0, 6],[],[],[][42, 41, 10, 29, 34],[28, 14, 24, 39, 11, 35, 47],[25, 7, 3, 36],[27, 37, 13, 26],[30, 23, 1],[6, 22, 49, 18, 15, 12, 40],[45, 8, 46, 44, 31],[9, 48, 33, 16, 43],[21, 2, 17, 32, 19],[38, 20, 0, 4, 5, 9]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 5, 4, 9, 0, 0, 0, 4, 0, 1, 0, 7, 0, 0, 1, 0, 1, 5, 0, 5, 0, 9, 0, 9, 4, 5, 0, 0, 7, 0, 9, 0, 1, 9, 0, 7, 5, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 7, 4, 0],[],[],[],[6, 0, 0, 0, 3, 10, 8, 0, 6, 6, 8, 0, 8, 10, 0, 3, 0, 0, 2, 0, 8, 0, 2, 0, 0, 0, 6, 8, 0, 2, 0, 2, 0, 0, 8, 0, 0, 2, 6, 0, 3, 2, 10, 0, 2, 3, 6, 0, 0, 8],[],[],[][32, 14, 16, 43, 9],[41, 18, 44, 29, 22, 37, 31],[4, 15, 40, 45],[48, 7, 2, 24, 39],[25, 36, 1, 17, 19],[0, 46, 8, 26, 38, 9],[28, 35, 47, 11],[10, 12, 27, 20, 6, 49, 34],[21, 23, 33, 30, 3],[42, 13, 5]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 7, 1, 7, 0, 0, 0, 5, 0, 6, 0, 5, 0, 0, 10, 0, 5, 1, 0, 10, 0, 1, 0, 1, 6, 1, 0, 0, 1, 0, 1, 0, 6, 6, 0, 7, 5, 0, 0, 6, 0, 0, 0, 10, 0, 0, 0, 7, 5, 0],[],[],[],[2, 0, 0, 0, 4, 3, 9, 0, 2, 2, 4, 0, 8, 4, 0, 8, 0, 0, 8, 0, 9, 0, 8, 0, 0, 0, 8, 2, 0, 8, 0, 3, 0, 0, 2, 0, 0, 3, 4, 0, 9, 2, 9, 0, 9, 8, 4, 0, 0, 4],[],[],[][21, 2, 23, 30, 25, 28, 17],[0, 27, 8, 41, 34, 9],[31, 5, 37],[38, 49, 46, 4, 10, 13],[7, 11, 48, 36, 16],[32, 9, 24, 39, 33],[1, 35, 3, 47],[26, 29, 22, 18, 15, 12, 45],[44, 42, 20, 6, 40],[19, 14, 43]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 3, 9, 7, 0, 0, 0, 9, 0, 3, 0, 3, 0, 0, 9, 0, 4, 5, 0, 5, 0, 7, 0, 4, 7, 9, 0, 0, 7, 0, 5, 0, 3, 4, 0, 4, 9, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 9, 0],[],[],[],[8, 0, 0, 0, 6, 10, 2, 0, 8, 6, 1, 0, 2, 8, 0, 1, 0, 0, 10, 0, 6, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 2, 0, 0, 1, 0, 0, 6, 6, 0, 2, 8, 10, 0, 2, 10, 2, 0, 0, 6],[],[],[][45, 49, 13, 42, 41],[33, 9, 48, 43, 35, 2],[30, 14, 39, 3],[31, 6, 0, 18, 27, 4],[21, 19],[44, 9, 10, 38, 8, 20],[17, 47, 25, 11, 23],[28, 32, 24, 7, 36, 1, 16],[29, 26, 5, 22, 15],[37, 34, 40, 46, 12]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 7, 6, 8, 0, 0, 0, 7, 0, 5, 0, 3, 0, 0, 7, 0, 8, 7, 0, 6, 0, 7, 0, 3, 8, 7, 0, 0, 5, 0, 8, 0, 8, 6, 0, 3, 6, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 5, 5, 0],[],[],[],[10, 0, 0, 0, 9, 2, 2, 0, 1, 4, 10, 0, 4, 9, 0, 9, 0, 0, 4, 0, 10, 0, 10, 0, 0, 0, 4, 9, 0, 10, 0, 1, 0, 0, 1, 0, 0, 9, 2, 0, 2, 2, 4, 0, 10, 1, 1, 0, 0, 2],[],[],[][8, 46, 31, 34, 45],[38, 6, 49, 40, 5, 41],[11, 23, 43, 35],[9, 26, 42, 18, 12],[47, 9, 48, 28],[33, 39, 2, 36, 19],[14, 17, 7, 21, 1, 25],[16, 24, 32, 30, 3],[37, 13, 15, 4, 27],[10, 20, 0, 22, 29, 44]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 10, 8, 8, 0, 0, 0, 10, 0, 7, 0, 8, 0, 0, 3, 0, 7, 8, 0, 3, 0, 4, 0, 8, 10, 3, 0, 0, 4, 0, 4, 0, 7, 3, 0, 8, 10, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 10, 4, 0],[],[],[],[1, 0, 0, 0, 1, 5, 6, 0, 9, 2, 9, 0, 2, 1, 0, 5, 0, 0, 2, 0, 5, 0, 6, 0, 0, 0, 9, 6, 0, 1, 0, 2, 0, 0, 1, 0, 0, 6, 2, 0, 1, 2, 2, 0, 2, 5, 9, 0, 0, 6],[],[],[][13, 29, 4, 34, 0, 40],[31, 9, 44, 42, 18, 38, 12, 41],[19, 25, 14, 33],[21, 48, 30, 39, 28],[15, 45, 5, 20],[37, 22, 6, 49, 27],[16, 32, 9],[11, 23, 2, 17, 3, 43, 35],[46, 8, 10, 26],[7, 24, 1, 36, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110001010100101101010111001010110110010001000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001110111011010010101000110101001001101110111001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 5, 9, 7, 0, 0, 0, 6, 0, 6, 0, 6, 0, 0, 5, 0, 5, 5, 0, 9, 0, 6, 0, 1, 6, 9, 0, 0, 1, 0, 6, 0, 9, 5, 0, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 5, 0],[],[],[],[3, 0, 0, 0, 8, 3, 10, 0, 4, 2, 4, 0, 8, 3, 0, 3, 0, 0, 10, 0, 2, 0, 8, 0, 0, 0, 2, 10, 0, 2, 0, 4, 0, 0, 4, 0, 0, 8, 4, 0, 2, 2, 8, 0, 3, 3, 2, 0, 0, 2],[],[],[][28, 23, 36, 35],[29, 9, 26, 40, 46, 41, 20, 49],[5, 0, 44, 13, 45, 15],[10, 31, 34, 8, 38],[17, 39, 33, 1, 48, 14, 16],[9, 21, 30, 24, 7, 11],[43, 47, 3],[4, 22, 37, 12, 42],[2, 19, 32, 25],[6, 18, 27]
