00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[2, 4, 0, 0, 5, 8, 2, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 5, 0, 0, 8, 0, 2, 2, 4, 0, 5, 2, 8, 0, 0, 0, 5, 0, 5, 4, 0, 2, 0, 2, 5, 0],[],[0, 0, 9, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 9, 9, 10, 0, 0, 10, 0, 9, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 7, 0, 9, 0, 0, 7, 0, 0, 0, 0, 9],[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 6, 3, 0, 0, 0, 0, 6, 6, 0, 6, 0, 0, 1, 0, 0, 0, 3, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[],[],[][23, 46],[0, 22, 6, 47, 35, 45, 31, 30],[12, 27, 7, 33],[1, 43, 9, 10, 32],[48, 25, 40, 42, 34, 4],[11, 17, 29, 18, 20],[13, 8, 39, 37, 44],[36, 19, 28, 5],[21, 49, 14, 41, 2, 15, 3],[24, 16, 38, 19, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[6, 2, 0, 0, 6, 6, 9, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 9, 0, 0, 6, 0, 2, 2, 2, 0, 9, 9, 2, 0, 0, 0, 6, 0, 9, 2, 0, 2, 0, 9, 2, 0],[],[0, 0, 7, 4, 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 8, 4, 10, 0, 0, 4, 0, 10, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 10, 0, 7, 0, 0, 4, 0, 0, 0, 0, 8],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5, 0, 0, 0, 0, 1, 5, 0, 5, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0],[],[],[][7, 17, 23],[32, 31, 45, 43, 1, 36, 48, 30],[11, 46, 29, 27],[19, 38, 15, 3, 44],[18, 12, 33, 20],[10, 28, 40, 0, 9, 4, 5],[8, 2, 37, 41, 24],[14, 26, 49],[34, 35, 42, 19, 47, 6, 25, 22],[16, 39, 21, 13]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[10, 10, 0, 0, 7, 8, 8, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 8, 0, 0, 8, 0, 7, 10, 8, 0, 10, 7, 10, 0, 0, 0, 8, 0, 4, 4, 0, 4, 0, 10, 7, 0],[],[0, 0, 9, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 2, 2, 9, 0, 0, 9, 0, 9, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 9],[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 1, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 3, 0, 0, 0, 6, 0, 3, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0],[],[],[][7, 27, 18, 23],[13, 49, 21, 41, 2],[32, 9, 25, 43],[26, 14, 16, 44],[24, 19, 38, 8, 3, 37, 39, 15],[48, 5, 35, 30],[46, 17, 12],[20, 11, 33, 29],[19, 6, 42, 34, 0],[10, 36, 40, 28, 22, 1, 47, 45, 31, 4]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[1, 9, 0, 0, 4, 4, 4, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 1, 0, 0, 4, 0, 4, 9, 9, 0, 9, 9, 4, 0, 0, 0, 1, 0, 5, 9, 0, 9, 0, 5, 9, 0],[],[0, 0, 10, 10, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 6, 10, 2, 0, 0, 10, 0, 10, 0, 0, 2, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 6, 0, 2, 0, 0, 2, 0, 0, 0, 0, 6],[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 7, 0, 0, 0, 0, 7, 8, 0, 3, 0, 0, 3, 0, 0, 0, 7, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[],[],[][9, 25, 40, 0],[41, 8, 44, 13, 24, 16],[23, 29, 20],[4, 5, 19, 6, 30, 36, 10, 28],[42, 22, 47],[39, 49, 37, 14],[17, 27, 12],[33, 7, 46, 18, 11],[48, 35, 34, 32, 31, 45, 43, 1],[3, 38, 19, 2, 15, 21, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[8, 8, 0, 0, 5, 8, 10, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 5, 0, 0, 10, 0, 8, 8, 7, 0, 7, 8, 5, 0, 0, 0, 7, 0, 10, 7, 0, 10, 0, 7, 8, 0],[],[0, 0, 1, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 1, 9, 9, 0, 0, 2, 0, 2, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 0, 9, 0, 0, 2, 0, 0, 0, 0, 2],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 4, 0, 0, 0, 0, 6, 3, 0, 3, 0, 0, 4, 0, 0, 0, 6, 0, 3, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0],[],[],[][14, 2],[19, 26, 49, 44, 21, 13],[29, 18, 46, 20],[7, 11, 12, 23],[36, 25, 4],[27, 33, 17],[43, 40, 34, 32, 47],[35, 48, 31, 5, 30, 0, 1],[24, 38, 37, 15, 39, 3, 8, 41, 16],[9, 10, 6, 22, 19, 42, 45, 28]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[2, 4, 0, 0, 8, 2, 9, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 8, 0, 0, 9, 0, 0, 8, 0, 4, 8, 9, 0, 4, 2, 2, 0, 0, 0, 9, 0, 2, 9, 0, 9, 0, 4, 9, 0],[],[0, 0, 5, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 3, 10, 3, 0, 0, 10, 0, 10, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 10, 0, 5, 0, 0, 10, 0, 0, 0, 0, 3],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 7, 0, 0, 0, 0, 1, 1, 0, 7, 0, 0, 6, 0, 0, 0, 6, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[],[],[][17, 7, 46, 18],[0, 10, 42, 35, 36, 5],[3, 14, 49, 37, 38, 26, 16, 13],[9, 1, 47, 30, 34],[8, 2, 41],[27, 11, 23],[29, 12, 20, 33],[4, 28, 31, 22],[40, 25, 6, 19, 45, 32, 48, 43],[39, 44, 19, 24, 21, 15]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[10, 9, 0, 0, 9, 3, 7, 0, 0, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 9, 0, 0, 9, 0, 0, 9, 0, 7, 9, 7, 0, 10, 9, 9, 0, 0, 0, 3, 0, 3, 10, 0, 10, 0, 7, 7, 0],[],[0, 0, 2, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 5, 5, 5, 0, 0, 4, 0, 2, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 5, 0, 2, 0, 0, 4, 0, 0, 0, 0, 4],[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 1, 0, 0, 0, 0, 6, 8, 0, 6, 0, 0, 6, 0, 0, 0, 1, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[],[],[][12, 29, 27],[2, 41, 21, 13, 26],[5, 40, 42],[19, 44, 37, 49, 24],[16, 38, 3, 8, 14, 39, 15],[23, 17, 11, 20],[9, 6, 32, 30, 48, 47],[7, 33, 46, 18],[28, 35, 4, 31, 36, 1, 25, 22],[10, 19, 43, 0, 34, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[10, 9, 0, 0, 6, 9, 9, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 9, 0, 0, 6, 0, 10, 10, 9, 0, 8, 6, 9, 0, 0, 0, 8, 0, 6, 10, 0, 10, 0, 8, 6, 0],[],[0, 0, 2, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 7, 5, 7, 2, 0, 0, 5, 0, 2, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0],[],[],[][12, 29, 11, 27],[21, 3, 39, 37, 41, 44, 49, 16, 26, 2],[20, 17, 18],[23, 46, 7, 33],[24, 19, 14, 8],[48, 4, 42, 35, 28],[15, 38, 13],[40, 47, 34],[32, 5, 19, 36, 25, 1, 6],[31, 45, 30, 10, 0, 9, 22, 43]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[9, 6, 0, 0, 9, 10, 10, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 5, 0, 0, 5, 0, 9, 10, 5, 0, 10, 6, 6, 0, 0, 0, 9, 0, 9, 10, 0, 5, 0, 9, 9, 0],[],[0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 7, 8, 8, 0, 0, 7, 0, 8, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 8, 0, 7, 0, 0, 8, 0, 0, 0, 0, 2],[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 4, 0, 0, 0, 0, 4, 3, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0],[],[],[][27, 20, 33],[49, 8, 3, 26, 37, 2, 13],[11, 7, 29, 23, 18],[46, 17, 12],[25, 9, 32, 45, 28],[35, 1, 36],[14, 41, 24, 19],[15, 39, 16, 21, 44, 38],[4, 0, 40, 10, 30, 47, 19, 48, 42],[43, 6, 22, 5, 34, 31]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001110011000000001001001001011101110001011010110,00000000000000000000000000000000000000000000000000,00110000100001111001010010100000000001110100100001,00000001000110000110100100010100010000000000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[8, 2, 0, 0, 2, 4, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 0, 0, 8, 0, 0, 4, 0, 2, 8, 8, 0, 2, 2, 4, 0, 0, 0, 2, 0, 8, 4, 0, 8, 0, 2, 4, 0],[],[0, 0, 10, 5, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 9, 5, 9, 0, 0, 10, 0, 6, 0, 0, 6, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 10, 0, 5, 0, 0, 10, 0, 0, 0, 0, 10],[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 7, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 1, 0, 0, 0, 7, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[],[],[][6, 36],[13, 41, 44, 39, 19, 49, 3],[33, 29, 20],[40, 48, 42, 4, 30],[11, 7, 18, 23],[2, 38, 15, 21],[46, 17, 12, 27],[24, 37, 26, 14, 8, 16],[9, 1, 19, 28, 0, 32, 5, 31, 34],[45, 10, 25, 22, 43, 47, 35]
