00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 1, 0, 0, 0, 5, 0, 5, 0, 5, 0, 10, 0, 1, 0, 10, 0, 10, 0, 0, 0, 0, 5, 10, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 5],[],[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0],[9, 9, 0, 0, 2, 8, 0, 2, 0, 9, 0, 0, 0, 6, 0, 2, 0, 9, 0, 0, 6, 8, 2, 0, 0, 2, 0, 0, 0, 8, 0, 0, 8, 0, 0, 8, 0, 6, 8, 9, 0, 2, 0, 0, 0, 6, 2, 8, 6, 0][14, 42, 36, 2],[41, 25, 46, 15, 7, 4, 22],[26, 40, 33],[3, 44, 11, 34, 30],[6, 43, 10, 23, 49, 8],[45, 48, 13, 20, 37],[28, 19],[35, 5, 38, 47, 29, 32, 21],[39, 17, 9, 1, 0],[27, 18, 24, 12, 31, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 9, 0, 0, 0, 6, 0, 6, 0, 6, 0, 6, 0, 9, 0, 6, 0, 6, 0, 0, 0, 0, 3, 6, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 6],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0],[5, 10, 0, 0, 10, 8, 0, 5, 0, 8, 0, 0, 0, 4, 0, 10, 0, 8, 0, 0, 4, 4, 5, 0, 0, 4, 0, 0, 0, 5, 0, 0, 4, 0, 0, 8, 0, 5, 8, 10, 0, 8, 0, 0, 0, 10, 5, 4, 5, 0][44, 34, 3],[26, 33, 30, 11, 28],[43, 27, 42, 31, 23],[32, 47, 25, 21, 20, 13],[29, 7, 22, 48, 0, 46, 37],[49, 18, 24, 12, 6, 16, 10, 8],[40, 19],[9, 5, 41, 38, 17, 35],[14, 2, 36],[15, 1, 45, 4, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 5, 0, 0, 0, 4, 0, 4, 0, 5, 0, 5, 0, 4, 0, 4, 0, 5, 0, 0, 0, 0, 5, 5, 0, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 9, 0, 0, 0, 0, 0, 9],[],[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0],[2, 7, 0, 0, 7, 7, 0, 8, 0, 2, 0, 0, 0, 2, 0, 7, 0, 6, 0, 0, 2, 8, 7, 0, 0, 6, 0, 0, 0, 8, 0, 0, 7, 0, 0, 6, 0, 8, 7, 7, 0, 6, 0, 0, 0, 2, 8, 2, 6, 0][28, 33, 30],[9, 20, 0, 47, 13, 45],[3, 44, 34],[16, 8, 6, 14, 42, 27],[23, 31, 10, 12, 24, 36, 18, 2],[17, 35, 41, 25, 48],[38, 39, 32, 1, 15, 5, 4, 22],[21, 29, 7, 46, 37],[43, 49],[40, 26, 19, 11]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 5, 0, 0, 0, 9, 0, 8, 0, 9, 0, 8, 0, 8, 0, 9, 0, 8, 0, 0, 0, 0, 8, 9, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 5],[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 10, 0, 0, 7, 10, 0, 0, 0, 0, 0, 7, 0, 0, 0, 10, 0, 0, 0, 0, 0],[4, 2, 0, 0, 4, 4, 0, 1, 0, 1, 0, 0, 0, 4, 0, 3, 0, 1, 0, 0, 1, 4, 3, 0, 0, 4, 0, 0, 0, 4, 0, 0, 4, 0, 0, 3, 0, 1, 3, 4, 0, 2, 0, 0, 0, 2, 1, 4, 2, 0][20, 46, 9, 37, 7, 17],[48, 1, 41, 45],[22, 38, 15, 35],[13, 0, 32, 29, 25, 4, 21, 5, 39, 47],[31, 42, 49, 2, 27],[19, 11, 28, 26],[40, 3, 33],[18, 36, 12, 8, 23, 14],[43, 24, 6, 16, 10],[30, 44, 34]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 4, 0, 0, 0, 9, 0, 9, 0, 9, 0, 9, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 9, 1, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 4],[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 3, 0, 0, 7, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 0],[10, 6, 0, 0, 8, 8, 0, 6, 0, 8, 0, 0, 0, 6, 0, 8, 0, 8, 0, 0, 2, 8, 6, 0, 0, 2, 0, 0, 0, 6, 0, 0, 10, 0, 0, 6, 0, 2, 8, 2, 0, 10, 0, 0, 0, 2, 10, 2, 2, 0][27, 24, 36, 18, 14],[20, 25, 37, 48, 39, 47, 45],[40, 26, 30],[2, 43, 49, 16, 42, 31],[28, 34, 19, 11],[1, 22, 35, 7, 29, 13],[33, 3, 44],[5, 21, 15, 9, 38, 4, 17],[23, 10, 12, 6, 8],[32, 41, 0, 46]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 3, 0, 0, 0, 8, 0, 7, 0, 3, 0, 7, 0, 7, 0, 8, 0, 8, 0, 0, 0, 0, 3, 8, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 3, 0, 0, 0, 0, 0, 8],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0],[2, 2, 0, 0, 10, 6, 0, 10, 0, 4, 0, 0, 0, 6, 0, 6, 0, 4, 0, 0, 4, 10, 6, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 0, 0, 4, 0, 6, 6, 6, 0, 4, 0, 0, 0, 10, 2, 4, 2, 0][44, 3, 28, 19],[48, 32, 1, 0, 46, 25],[23, 10, 43, 2],[9, 20, 17, 29, 47, 41, 35],[33, 30, 26, 34],[37, 39, 38, 5, 22, 13, 15],[8, 14, 12, 36, 42],[31, 16, 6, 24, 18, 27, 49],[40, 11],[21, 4, 45, 7]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 10, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 10, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 2, 0, 0, 0, 0, 0, 2],[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 0, 8, 0, 7, 0, 0, 8, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 0, 0],[4, 5, 0, 0, 5, 3, 0, 4, 0, 6, 0, 0, 0, 4, 0, 6, 0, 4, 0, 0, 3, 3, 4, 0, 0, 6, 0, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 4, 5, 5, 0, 6, 0, 0, 0, 3, 5, 6, 6, 0][14, 16, 27, 10, 24, 8],[49, 6, 43, 18, 2, 31],[21, 45, 20, 5],[7, 17, 22, 32, 35, 37, 0, 13, 29],[38, 1, 4, 46, 39],[48, 47, 41, 15, 9, 25],[26, 30, 3],[28, 33, 19, 11, 44],[40, 34],[23, 42, 36, 12]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 1, 0, 0, 0, 1, 0, 7, 0, 5, 0, 7, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 1, 5, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 7],[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0, 9, 0, 8, 0, 0, 10, 8, 0, 0, 0, 0, 0, 10, 0, 0, 0, 8, 0, 0, 0, 0, 0],[6, 3, 0, 0, 4, 2, 0, 6, 0, 3, 0, 0, 0, 2, 0, 2, 0, 4, 0, 0, 2, 3, 3, 0, 0, 2, 0, 0, 0, 4, 0, 0, 6, 0, 0, 4, 0, 3, 6, 2, 0, 6, 0, 0, 0, 4, 6, 2, 3, 0][42, 2, 6, 23],[39, 13, 47, 25, 20, 15, 5],[1, 9, 37, 22, 48, 21],[29, 4, 35, 45, 17],[27, 24, 43, 18, 10, 14, 31, 16],[38, 32, 7, 0, 46, 41],[49, 12, 8, 36],[26, 30, 34, 44, 19],[28, 3],[33, 11, 40]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 1, 0, 0, 0, 8, 0, 6, 0, 1, 0, 8, 0, 8, 0, 8, 0, 8, 0, 0, 0, 0, 6, 1, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 6],[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 3, 0, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0],[10, 2, 0, 0, 10, 2, 0, 4, 0, 4, 0, 0, 0, 5, 0, 2, 0, 5, 0, 0, 4, 2, 5, 0, 0, 2, 0, 0, 0, 4, 0, 0, 10, 0, 0, 5, 0, 5, 4, 5, 0, 4, 0, 0, 0, 10, 4, 5, 2, 0][24, 2, 42, 27, 10],[48, 21, 25, 5, 15, 1],[40, 30, 11],[29, 41, 7, 46, 9, 20, 38],[37, 35, 47, 17, 13, 39, 22],[43, 8, 49, 31, 23],[34, 33],[6, 12, 36, 18, 14, 16],[44, 3, 19, 26, 28],[0, 4, 45, 32]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100010101010101010000110010001000010000011000001,00000000000000000000000000000000000000000000000000,00010000000100000001000000101010011000001000100000,11001101010001010100111001000100100101110100011110,[],[],[],[],[],[],[0, 0, 10, 0, 0, 0, 6, 0, 10, 0, 6, 0, 4, 0, 6, 0, 4, 0, 10, 0, 0, 0, 0, 4, 4, 0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 10, 6, 0, 0, 0, 0, 0, 6],[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 7, 0, 0, 9, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0],[2, 8, 0, 0, 8, 1, 0, 2, 0, 1, 0, 0, 0, 8, 0, 8, 0, 2, 0, 0, 2, 8, 2, 0, 0, 5, 0, 0, 0, 5, 0, 0, 2, 0, 0, 5, 0, 2, 8, 1, 0, 5, 0, 0, 0, 8, 1, 2, 1, 0][48, 39, 5, 9, 46],[0, 37, 20, 32, 7, 17, 47, 22],[19, 28, 26, 40],[27, 23, 24, 36, 12, 16],[25, 41, 29, 35],[14, 31, 49, 10, 43, 6],[30, 34],[4, 13, 45, 15, 1, 38, 21],[33, 3, 44, 11],[8, 18, 2, 42]
