00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 8, 8, 0, 0, 0, 2, 8, 0, 0, 0, 3, 0, 0, 0, 7, 3, 2, 0, 0, 2, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 8, 8, 3, 7, 7, 0, 2, 0, 0, 8, 3, 0, 0, 0],[],[],[4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 10, 1, 0, 10, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0],[],[],[0, 6, 0, 0, 9, 5, 0, 0, 0, 9, 5, 9, 0, 9, 5, 5, 0, 0, 0, 5, 6, 0, 0, 0, 0, 6, 0, 0, 9, 0, 0, 0, 0, 6, 9, 0, 0, 0, 0, 0, 0, 9, 0, 5, 5, 0, 0, 0, 0, 5],[],[],[][27, 47, 6],[7, 42, 18, 21, 32],[24, 35, 38, 17, 46, 12],[0, 22, 30],[14, 15, 43, 49, 19, 10, 44, 5],[25, 1, 33, 20],[39, 40, 16, 23],[36, 37, 45, 2, 3, 8],[4, 11, 41, 13, 34, 28, 9],[26, 29, 48, 31]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 6, 3, 0, 0, 0, 4, 3, 0, 0, 0, 4, 0, 0, 0, 3, 10, 10, 0, 0, 4, 0, 6, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 4, 6, 4, 6, 3, 0, 10, 0, 0, 10, 3, 0, 0, 0],[],[],[1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 8, 8, 0, 7, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0],[],[],[0, 9, 0, 0, 9, 2, 0, 0, 0, 2, 2, 5, 0, 5, 5, 9, 0, 0, 0, 5, 9, 0, 0, 0, 0, 9, 0, 0, 5, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 5, 0, 9, 2, 0, 0, 0, 0, 9],[],[],[][48, 0],[34, 10, 9, 44, 5],[32, 3, 40, 16, 46, 8],[7, 36, 12, 21, 38, 35],[11, 41, 19, 13, 28, 33, 14],[37, 23, 39, 2],[29, 47, 22, 31],[6, 27, 30, 26],[49, 43, 15, 25, 20, 4, 1],[42, 17, 24, 18, 45]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 6, 4, 0, 0, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0, 2, 4, 6, 0, 0, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 2, 4, 4, 6, 9, 0, 9, 0, 0, 9, 2, 0, 0, 0],[],[],[7, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 8, 7, 0, 7, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0],[],[],[0, 1, 0, 0, 5, 10, 0, 0, 0, 10, 1, 5, 0, 1, 5, 5, 0, 0, 0, 10, 5, 0, 0, 0, 0, 10, 0, 0, 5, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 5, 0, 10, 10, 0, 0, 0, 0, 10],[],[],[][26, 30, 48, 31, 6],[18, 17, 39, 37, 12],[10, 20, 4, 49, 41, 43, 34, 33],[24, 46, 8, 36, 2, 40],[25, 11, 9, 19, 44, 13, 28],[22, 0, 29, 47],[32, 16, 3, 38, 21],[27],[23, 42, 35, 7, 45],[14, 1, 5, 15]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 9, 9, 0, 0, 0, 10, 2, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 0, 9, 0, 10, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 10, 2, 10, 9, 9, 0, 2, 0, 0, 2, 10, 0, 0, 0],[],[],[6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 3, 0, 3, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0],[],[],[0, 4, 0, 0, 4, 5, 0, 0, 0, 5, 4, 5, 0, 4, 4, 4, 0, 0, 0, 5, 4, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 8, 0, 8, 8, 0, 0, 0, 0, 5],[],[],[][18, 12, 32],[37, 45, 16, 42, 35, 24, 17, 8],[29, 6, 30, 27, 47],[15, 20, 13, 1, 10, 33, 14, 4],[11, 19, 9, 28, 5, 49],[0, 48],[26, 31, 22],[25, 41, 43, 44, 34],[21, 39, 3, 40, 2],[36, 7, 38, 46, 23]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 5, 5, 0, 0, 0, 5, 8, 0, 0, 0, 7, 0, 0, 0, 5, 8, 8, 0, 0, 7, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 3, 5, 5, 8, 3, 0, 5, 0, 0, 3, 8, 0, 0, 0],[],[],[6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 6, 0, 10, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0],[],[],[0, 4, 0, 0, 2, 9, 0, 0, 0, 4, 2, 2, 0, 2, 9, 9, 0, 0, 0, 9, 9, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 0, 0, 0, 0, 2],[],[],[][6, 26, 47],[4, 13, 34, 10, 11, 43, 49],[45, 36, 40],[41, 9, 1, 44, 33],[16, 37, 2, 42, 3, 23, 38, 7],[27, 0, 30],[32, 12, 24, 21, 35],[17, 39, 18, 8, 46],[19, 5, 14, 20, 28, 25, 15],[48, 22, 31, 29]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 10, 9, 0, 0, 0, 4, 9, 0, 0, 0, 10, 0, 0, 0, 2, 2, 10, 0, 0, 2, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 9, 10, 4, 4, 9, 0, 2, 0, 0, 10, 2, 0, 0, 0],[],[],[1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 8, 1, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0],[],[],[0, 5, 0, 0, 6, 3, 0, 0, 0, 3, 5, 6, 0, 5, 6, 3, 0, 0, 0, 5, 6, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 5, 0, 6, 5, 0, 0, 0, 0, 3],[],[],[][29, 0, 47, 27],[17, 46, 21, 42, 16, 35],[5, 9, 15, 25, 49],[7, 39, 38, 32],[19, 41, 44, 13, 34, 28, 1, 10],[14, 33, 43, 11, 20, 4],[31, 22, 30],[26, 48, 6],[40, 36, 8, 3, 24, 23],[18, 2, 12, 37, 45]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 10, 9, 0, 0, 0, 4, 4, 0, 0, 0, 10, 0, 0, 0, 9, 9, 10, 0, 0, 9, 0, 7, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 9, 7, 7, 9, 7, 4, 0, 9, 0, 0, 4, 10, 0, 0, 0],[],[],[3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 8, 0, 3, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0],[],[],[0, 1, 0, 0, 5, 2, 0, 0, 0, 2, 2, 5, 0, 5, 2, 1, 0, 0, 0, 5, 5, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 5, 0, 0, 0, 0, 5],[],[],[][15, 43, 34, 1],[14, 9, 25, 33, 28, 10, 5],[6, 29, 0, 47],[24, 40, 8, 45, 7, 32],[20, 41, 49, 11, 13, 44, 19, 4],[31, 30, 26],[36, 37, 39, 23],[22, 27, 48],[38, 17, 42, 35, 3, 21, 16],[46, 18, 2, 12]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 9, 4, 0, 0, 0, 7, 7, 0, 0, 0, 7, 0, 0, 0, 4, 8, 7, 0, 0, 9, 0, 8, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 9, 7, 7, 8, 9, 4, 0, 9, 0, 0, 9, 8, 0, 0, 0],[],[],[3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 6, 0, 1, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0],[],[],[0, 2, 0, 0, 5, 2, 0, 0, 0, 5, 2, 5, 0, 2, 5, 2, 0, 0, 0, 5, 10, 0, 0, 0, 0, 2, 0, 0, 10, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 10, 0, 2, 10, 0, 0, 0, 0, 2],[],[],[][22, 29],[25, 49, 43, 10, 5, 13, 1, 15],[0, 26, 6],[32, 40, 3, 24, 16],[4, 14, 11, 33, 19, 9, 34],[30, 31, 47, 27, 48],[36, 7, 18, 8, 12, 37],[46, 38, 17, 23],[45, 2, 21, 39, 42, 35],[28, 41, 20, 44]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 4, 5, 0, 0, 0, 2, 2, 0, 0, 0, 5, 0, 0, 0, 8, 2, 5, 0, 0, 4, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 5, 2, 8, 5, 4, 4, 0, 5, 0, 0, 2, 5, 0, 0, 0],[],[],[10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 10, 0, 1, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0],[],[],[0, 7, 0, 0, 9, 3, 0, 0, 0, 9, 9, 7, 0, 3, 3, 3, 0, 0, 0, 7, 7, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 7, 9, 0, 0, 0, 0, 0, 0, 9, 0, 3, 7, 0, 0, 0, 0, 9],[],[],[][6, 26, 48, 47, 29],[24, 7, 36, 17, 8, 45],[15, 13, 43, 14, 5],[40, 21, 39, 2],[12, 46, 42, 18, 35, 3, 38],[31],[11, 33, 44, 20, 19, 1],[32, 23, 37, 16],[10, 28, 34, 9, 41, 4, 25, 49],[0, 27, 30, 22]
00110001100010001110010110000000100111111010011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010000000000000001000110111000000000000000110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01001100011101110001100001001000011000000101100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 6, 2, 0, 0, 0, 9, 2, 0, 0, 0, 4, 0, 0, 0, 4, 4, 9, 0, 0, 4, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4, 2, 6, 4, 9, 0, 6, 0, 0, 9, 9, 0, 0, 0],[],[],[10, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 10, 0, 1, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 0],[],[],[0, 3, 0, 0, 5, 3, 0, 0, 0, 3, 5, 5, 0, 7, 5, 3, 0, 0, 0, 5, 7, 0, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0, 7, 0, 7, 5, 0, 0, 0, 0, 3],[],[],[][29, 26],[37, 8, 35, 3, 32],[49, 1, 33, 5, 15, 9],[17, 12, 36, 21, 16, 39],[44, 10, 19, 11, 4, 28, 14],[42, 24, 23, 38, 2],[13, 34, 20, 43, 41, 25],[22, 6, 48],[40, 18, 46, 45, 7],[27, 30, 31, 47, 0]
