00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[5, 0, 0, 5, 5, 0, 6, 0, 0, 6, 5, 6, 6, 0, 0, 7, 10, 5, 6, 0, 0, 10, 5, 10, 6, 0, 0, 7, 7, 0, 0, 0, 9, 9, 7, 10, 0, 7, 9, 0, 0, 0, 5, 10, 10, 10, 5, 6, 10, 7],[],[],[],[],[],[0, 2, 3, 0, 0, 8, 0, 8, 4, 0, 0, 4, 0, 3, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 2, 8, 0, 0, 2, 1, 3, 0, 0, 0, 0, 3, 0, 0, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0],[],[][30, 20],[25, 14, 1, 29, 39, 41],[19, 2, 31, 36, 13],[11, 8, 40],[0, 46, 17, 22, 42, 3, 10, 4],[24, 6, 12, 18, 47, 9, 11],[28, 27, 37, 34, 49, 15],[5, 7, 26],[32, 33, 38],[23, 21, 43, 35, 48, 16, 44, 45]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[6, 0, 0, 5, 10, 0, 5, 0, 0, 10, 5, 6, 6, 0, 0, 6, 5, 6, 6, 0, 0, 5, 6, 5, 4, 0, 0, 8, 5, 0, 0, 0, 10, 8, 10, 4, 0, 10, 6, 0, 0, 0, 8, 5, 5, 8, 10, 6, 4, 4],[],[],[],[],[],[0, 2, 1, 0, 0, 7, 0, 2, 7, 0, 0, 9, 0, 3, 7, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 1, 1, 0, 0, 3, 2, 7, 0, 0, 0, 0, 9, 0, 0, 1, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0],[],[][26, 25, 2, 39],[1, 7, 30],[20, 13, 40, 29],[48, 49, 24, 35],[28, 23, 43, 16, 21, 44, 3, 6, 10],[47, 15, 18, 17, 12, 22, 11, 0, 38],[8, 31, 5, 14],[45, 33, 27, 42],[41, 19, 36, 11],[9, 32, 37, 4, 46, 34]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[5, 0, 0, 5, 1, 0, 10, 0, 0, 2, 3, 10, 1, 0, 0, 3, 3, 10, 5, 0, 0, 1, 5, 2, 1, 0, 0, 5, 3, 0, 0, 0, 2, 10, 10, 3, 0, 10, 2, 0, 0, 0, 2, 3, 1, 2, 10, 5, 10, 5],[],[],[],[],[],[0, 7, 9, 0, 0, 9, 0, 8, 7, 0, 0, 6, 0, 8, 7, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 6, 4, 0, 0, 7, 7, 8, 0, 0, 0, 0, 6, 0, 0, 7, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0],[],[][21, 44, 4, 24, 12],[9, 32, 45, 23, 42, 38],[35, 16, 43, 28, 10, 15],[41, 26, 19],[18, 47, 49, 22, 0, 3, 27],[25, 20, 36, 11],[8, 29, 40, 39, 30, 1, 14],[7, 31, 13],[5, 2],[37, 33, 6, 11, 17, 46, 48, 34]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[3, 0, 0, 2, 6, 0, 3, 0, 0, 5, 6, 2, 6, 0, 0, 10, 3, 3, 6, 0, 0, 2, 5, 2, 5, 0, 0, 10, 5, 0, 0, 0, 5, 2, 6, 5, 0, 3, 6, 0, 0, 0, 6, 10, 10, 2, 3, 10, 10, 6],[],[],[],[],[],[0, 9, 1, 0, 0, 8, 0, 4, 8, 0, 0, 9, 0, 7, 7, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 9, 9, 0, 0, 4, 7, 1, 0, 0, 0, 0, 7, 0, 0, 9, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0],[],[][31, 20, 2, 19],[3, 33, 45, 11, 21, 23],[46, 17, 16, 37, 6, 0],[29, 7],[9, 32, 28, 24, 35, 22],[10, 42, 18, 38, 12, 34, 49, 4],[30, 40, 13, 14, 36],[8, 41, 5],[26, 39, 11, 25, 1],[15, 47, 48, 27, 43, 44]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[5, 0, 0, 2, 6, 0, 5, 0, 0, 2, 10, 2, 10, 0, 0, 6, 5, 6, 3, 0, 0, 3, 6, 2, 5, 0, 0, 5, 3, 0, 0, 0, 10, 6, 10, 5, 0, 3, 6, 0, 0, 0, 5, 5, 6, 3, 2, 3, 6, 2],[],[],[],[],[],[0, 8, 1, 0, 0, 7, 0, 4, 7, 0, 0, 4, 0, 1, 4, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0, 1, 4, 0, 0, 7, 8, 4, 0, 0, 0, 0, 7, 0, 0, 9, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0],[],[][19, 7, 11, 26],[1, 36, 2],[29, 25, 14],[23, 18, 0, 22],[41, 30, 8, 20, 5],[16, 43, 28, 21, 32, 35, 37, 3],[46, 48, 49, 27, 9, 15],[44, 6, 47, 24, 11],[40, 39, 13, 31],[42, 12, 17, 38, 34, 4, 10, 45, 33]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[10, 0, 0, 9, 6, 0, 10, 0, 0, 6, 8, 6, 5, 0, 0, 10, 5, 5, 10, 0, 0, 9, 9, 5, 8, 0, 0, 8, 6, 0, 0, 0, 5, 6, 10, 9, 0, 6, 9, 0, 0, 0, 10, 8, 10, 8, 5, 8, 5, 10],[],[],[],[],[],[0, 3, 2, 0, 0, 1, 0, 7, 1, 0, 0, 4, 0, 7, 1, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 7, 2, 0, 0, 3, 7, 3, 0, 0, 0, 0, 1, 0, 0, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0],[],[][10, 23, 47, 22, 24, 49],[13, 26, 30, 39],[42, 4, 28, 17, 16],[20, 25],[18, 38, 48, 15, 33, 3],[11, 6, 21, 43, 34, 46, 35, 0],[8, 41, 2, 14, 11],[29, 5, 1, 31, 36],[19, 40, 7],[44, 37, 32, 27, 9, 12, 45]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[10, 0, 0, 6, 2, 0, 2, 0, 0, 6, 7, 10, 6, 0, 0, 10, 5, 6, 6, 0, 0, 10, 6, 7, 10, 0, 0, 7, 5, 0, 0, 0, 2, 6, 10, 5, 0, 5, 5, 0, 0, 0, 7, 6, 10, 7, 7, 5, 5, 10],[],[],[],[],[],[0, 8, 9, 0, 0, 4, 0, 8, 3, 0, 0, 4, 0, 9, 8, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 9, 3, 0, 0, 1, 3, 4, 0, 0, 0, 0, 4, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[][20, 39, 29, 41],[6, 32, 4],[26, 8, 30],[5, 40, 36, 11, 31],[35, 48, 38, 47, 16, 37, 28],[18, 9, 3, 33, 12, 22, 17, 43],[23, 45, 27, 10, 46, 42],[7, 1, 19, 14],[2, 25, 13],[21, 44, 15, 24, 49, 11, 34, 0]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[10, 0, 0, 7, 5, 0, 6, 0, 0, 10, 8, 10, 6, 0, 0, 7, 10, 6, 10, 0, 0, 8, 7, 10, 5, 0, 0, 7, 7, 0, 0, 0, 6, 5, 5, 10, 0, 10, 6, 0, 0, 0, 8, 10, 5, 7, 5, 8, 7, 6],[],[],[],[],[],[0, 9, 3, 0, 0, 4, 0, 1, 2, 0, 0, 3, 0, 3, 4, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 1, 4, 0, 0, 9, 1, 1, 0, 0, 0, 0, 3, 0, 0, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0],[],[][30, 7, 25, 31],[41, 8, 20],[2, 11, 36, 40, 13],[5, 14, 39, 26, 19],[4, 33, 44, 46, 34, 24],[49, 38, 17, 32, 6, 12],[27, 45, 3, 22, 15, 48, 28],[47, 10, 21, 42],[1, 29],[37, 23, 11, 0, 43, 16, 35, 18, 9]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[6, 0, 0, 6, 10, 0, 6, 0, 0, 4, 6, 4, 10, 0, 0, 10, 6, 7, 10, 0, 0, 7, 3, 7, 10, 0, 0, 3, 6, 0, 0, 0, 3, 6, 7, 7, 0, 7, 6, 0, 0, 0, 10, 3, 10, 10, 4, 3, 10, 4],[],[],[],[],[],[0, 1, 2, 0, 0, 1, 0, 1, 9, 0, 0, 5, 0, 5, 8, 0, 0, 0, 0, 8, 5, 0, 0, 0, 0, 2, 8, 0, 0, 8, 5, 8, 0, 0, 0, 0, 5, 0, 0, 5, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0],[],[][1, 7, 5, 40],[25, 2],[47, 43, 27, 32, 22],[9, 11, 49, 46],[39, 13, 20, 36, 11, 30],[16, 28, 10, 33, 6, 0, 38, 3],[21, 37, 34, 17, 23, 35],[14, 31, 19, 26, 29],[8, 41],[12, 15, 4, 45, 48, 18, 24, 42, 44]
00000000000000000000000000000000000000000000000000,10011010011110011110011110011000111101100011111111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100101100101100001100001100111000010011100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[7, 0, 0, 10, 7, 0, 5, 0, 0, 6, 7, 6, 2, 0, 0, 5, 6, 2, 6, 0, 0, 2, 2, 2, 10, 0, 0, 5, 10, 0, 0, 0, 10, 6, 5, 7, 0, 5, 5, 0, 0, 0, 2, 7, 10, 7, 5, 6, 10, 6],[],[],[],[],[],[0, 8, 3, 0, 0, 3, 0, 1, 9, 0, 0, 8, 0, 3, 3, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 1, 3, 0, 0, 4, 4, 8, 0, 0, 0, 0, 8, 0, 0, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[][41, 7, 25],[21, 17, 22, 42, 23, 12],[26, 13, 2, 14, 19, 5],[29, 40, 39, 30],[15, 46, 38, 34, 27, 6, 37],[9, 49, 11, 47, 18, 33, 16],[43, 0, 35, 4, 10, 45],[36, 11, 1, 31],[20, 8],[44, 3, 32, 48, 28, 24]
