00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0, 10, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 9, 0, 0, 0, 0, 9, 0, 0, 10, 7, 0, 10, 9, 0, 0, 0],[],[],[5, 0, 0, 0, 5, 1, 0, 5, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 3, 5, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 8, 8, 4, 0, 0, 8, 0, 0, 8, 2, 0, 8, 0, 0, 4, 0, 2, 2, 0, 8, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 2, 6, 0, 8, 6, 0, 0, 6, 0, 0, 8, 2, 2][25, 5, 30, 36, 26],[18, 37, 49, 10, 17, 48],[23, 24, 27, 8],[15, 31, 3, 35],[0, 33, 28, 7, 13, 4],[44, 41, 38, 21, 22],[19, 14, 43],[1, 40, 47, 6, 2, 12, 9, 20],[46, 39, 29, 34],[32, 45, 42, 11, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 5, 0, 0, 0, 0, 1, 0, 0, 4, 5, 0, 4, 1, 0, 0, 0],[],[],[6, 0, 0, 0, 10, 6, 0, 10, 6, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 10, 10, 6, 7, 0, 6, 0, 0, 6, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 2, 8, 9, 0, 0, 3, 0, 0, 2, 9, 0, 2, 0, 0, 9, 0, 8, 9, 0, 8, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 0, 8, 3, 0, 2, 9, 0, 0, 2, 0, 0, 8, 2, 8][19, 16, 39, 46],[48, 12, 1, 21, 44, 9, 40],[35, 38, 6],[29, 32, 11, 45, 42, 14],[43, 34],[30, 33, 27, 8, 5, 0],[23, 24, 28, 13],[31, 47, 2, 20, 49, 37, 17],[3, 22, 15, 10, 18, 41],[25, 4, 7, 36, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 5, 0, 0, 0, 0, 1, 0, 0, 7, 5, 0, 1, 1, 0, 0, 0],[],[],[9, 0, 0, 0, 8, 4, 0, 8, 4, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 4, 9, 9, 4, 0, 9, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 2, 10, 3, 0, 0, 2, 0, 0, 2, 6, 0, 6, 0, 0, 3, 0, 10, 2, 0, 6, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 10, 6, 0, 2, 10, 0, 0, 3, 0, 0, 6, 6, 3][46, 14, 45, 39],[6, 40, 1, 9, 18],[3, 21, 44, 49, 15],[8, 36, 28, 33, 5, 25],[34, 43],[12, 10, 20, 48, 47, 38],[11, 32, 29, 19, 16, 42],[4, 7, 23, 24, 13],[0, 26, 30, 27],[35, 31, 22, 41, 37, 2, 17]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 9, 0, 0, 0, 0, 9, 0, 0, 9, 9, 0, 10, 10, 0, 0, 0],[],[],[2, 0, 0, 0, 2, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 3, 2, 2, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 4, 7, 6, 0, 0, 8, 0, 0, 4, 4, 0, 8, 0, 0, 7, 0, 6, 8, 0, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 0, 6, 8, 0, 6, 4, 0, 0, 7, 0, 0, 6, 7, 7][5, 36, 24, 23, 13],[27, 7, 30, 28, 33, 0, 4],[8, 26, 25],[1, 41, 10, 9],[19],[22, 37, 17, 3, 35, 47, 20, 21, 40],[2, 44, 49, 15, 48],[31, 18, 12, 38, 6],[29, 39, 34, 42, 43],[32, 46, 14, 11, 45, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 2, 0, 0, 0, 0, 5, 0, 0, 3, 2, 0, 5, 2, 0, 0, 0],[],[],[1, 0, 0, 0, 7, 7, 0, 4, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 1, 1, 4, 1, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 8, 6, 6, 0, 0, 10, 0, 0, 10, 6, 0, 10, 0, 0, 8, 0, 10, 9, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 9, 0, 6, 10, 0, 6, 10, 0, 0, 6, 0, 0, 9, 6, 10][28, 0, 26, 8, 25],[19, 43, 16, 46, 34],[14, 42, 29, 32],[27, 7, 33, 36, 13, 30],[45, 11, 39],[3, 48, 44, 37, 10, 2, 40],[24, 23, 5, 4],[1, 15, 21, 31, 20, 22],[18, 47, 35],[9, 49, 41, 17, 12, 6, 38]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 9, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 7, 0, 9, 0, 0, 0, 0, 7, 0, 0, 9, 7, 0, 5, 7, 0, 0, 0],[],[],[2, 0, 0, 0, 3, 10, 0, 2, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 10, 3, 3, 10, 0, 2, 0, 0, 3, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 8, 6, 4, 0, 0, 8, 0, 0, 6, 6, 0, 6, 0, 0, 4, 0, 6, 4, 0, 4, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 1, 8, 0, 6, 6, 0, 0, 1, 0, 0, 4, 1, 1][48, 44, 49, 37, 21],[24, 7, 30, 0],[33, 4, 26, 27],[47, 3, 20, 15, 18],[11, 45, 29],[41, 2, 17, 10, 9, 40, 12],[43, 46, 39, 16, 32],[31, 6, 1, 35, 38, 22],[19, 14, 42, 34],[23, 13, 28, 36, 5, 8, 25]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 0, 5, 0, 0, 0, 0, 3, 0, 0, 5, 5, 0, 3, 7, 0, 0, 0],[],[],[1, 0, 0, 0, 9, 10, 0, 1, 10, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 1, 9, 9, 0, 1, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 4, 8, 2, 0, 0, 8, 0, 0, 6, 6, 0, 2, 0, 0, 6, 0, 4, 2, 0, 2, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 6, 4, 0, 2, 6, 0, 0, 8, 0, 0, 8, 8, 8][26, 0, 7, 33, 30],[40, 18, 20, 3, 12, 35],[29, 39, 14, 45],[31, 1, 17, 38],[43, 34, 11, 42],[21, 41, 15, 9, 37, 10],[32, 46, 19, 16],[49, 48, 44, 6, 47, 22, 2],[4, 27, 13, 28, 36, 23],[24, 5, 8, 25]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 9, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 9, 1, 0, 0, 0],[],[],[5, 0, 0, 0, 4, 3, 0, 4, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 5, 3, 5, 4, 0, 4, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 8, 10, 2, 0, 0, 10, 0, 0, 6, 2, 0, 2, 0, 0, 8, 0, 6, 2, 0, 8, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 10, 0, 2, 8, 0, 6, 6, 0, 0, 10, 0, 0, 8, 6, 10][39, 46, 42, 43, 32],[31, 3, 18, 10, 37, 12],[26, 13, 36, 5, 23],[24, 28, 30, 4, 7],[0, 8, 33, 27, 25],[40, 21, 41, 17, 9, 48],[16, 29, 19],[47, 1, 38, 15, 20],[11, 45, 14, 34],[6, 35, 2, 22, 44, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 7, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 0, 9, 0, 0, 0, 0, 3, 0, 0, 3, 3, 0, 9, 9, 0, 0, 0],[],[],[1, 0, 0, 0, 8, 8, 0, 5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 8, 1, 8, 5, 0, 8, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 6, 4, 0, 0, 4, 0, 0, 2, 4, 0, 10, 0, 0, 10, 0, 6, 6, 0, 10, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 2, 2, 0, 10, 2, 0, 0, 10, 0, 0, 10, 10, 2][26, 8, 0, 13, 24],[38, 9, 41, 37, 22, 49, 21],[43, 39, 32, 42, 16],[3, 10, 6],[28, 36, 7],[18, 2, 17, 1, 31, 35],[29, 19, 14],[23, 33, 27, 30, 5, 4, 25],[34, 45, 11, 46],[40, 47, 12, 20, 15, 48, 44]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000100101001000000000100101000010011011000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001101100001000000000111111010010010000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110010011010010110111000000001000101101100100111,[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 4, 0, 0, 0, 0, 5, 0, 0, 5, 1, 0, 1, 1, 0, 0, 0],[],[],[9, 0, 0, 0, 9, 3, 0, 3, 9, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 9, 10, 9, 10, 0, 3, 0, 0, 10, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 8, 7, 6, 0, 0, 2, 0, 0, 6, 7, 0, 7, 0, 0, 7, 0, 2, 8, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 0, 2, 6, 0, 6, 7, 0, 0, 2, 0, 0, 2, 6, 8][46, 11, 45, 32, 43],[6, 17, 37, 44, 47, 31],[36, 5, 7, 30, 23, 13],[29, 19, 34, 16],[42, 14, 39],[40, 38, 3, 48, 9],[41, 2, 15, 10, 12],[21, 35, 1, 22, 20, 49, 18],[27, 8, 0, 4, 25],[26, 28, 33, 24]
