00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 6, 10, 0, 0, 10, 0, 4, 0, 1, 10, 10, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 6, 6, 6, 1, 4, 0, 1, 10, 10, 4, 10, 1, 10, 0, 0],[],[7, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 7, 3, 0, 3, 5, 0, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 2, 2, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 9, 0, 8, 8, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 2],[],[],[][22, 7, 18, 46, 2, 28, 1, 41, 38],[3, 4, 49],[26, 5, 6, 24],[31, 39, 44, 21, 16],[27, 34, 15, 12, 17],[35, 37, 36, 10],[23, 29, 0],[25, 32, 9, 8, 33],[40, 30, 48],[20, 43, 11, 45, 47, 14, 19, 42]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 7, 7, 0, 0, 0, 0, 8, 0, 0, 7, 4, 0, 0, 4, 0, 4, 0, 5, 5, 8, 8, 5, 0, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 7, 5, 4, 4, 4, 0, 4, 4, 4, 5, 7, 8, 5, 0, 0],[],[2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 6, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 3, 3, 0, 0, 0, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 9, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 9],[],[],[][26, 6, 29, 27, 34, 5, 24],[0, 17, 12],[4, 3, 25, 48],[14, 37, 11, 39, 38, 28, 16, 42, 43, 41],[36, 44, 31, 19, 47, 18, 22],[23, 15],[1, 35, 45, 10, 2],[21, 20, 46, 7],[32, 49, 9],[8, 30, 40, 33]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 1, 1, 0, 0, 0, 0, 5, 0, 0, 10, 4, 0, 0, 4, 0, 5, 0, 4, 10, 10, 5, 4, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 0, 5, 4, 5, 1, 1, 0, 10, 1, 1, 5, 1, 4, 1, 0, 0],[],[7, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 2, 7, 0, 7, 7, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 9, 8, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 9, 0, 8, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 8, 3],[],[],[][42, 39, 43, 2, 38, 1, 45, 47, 31],[23, 12, 34, 6, 15],[8, 9, 49, 33],[18, 22, 46, 36, 11, 14],[7, 35, 37, 16, 44, 21],[29, 17],[24, 0, 5, 27, 26],[25, 32, 48, 4],[3, 40, 30],[20, 41, 10, 28, 19]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 5, 3, 0, 0, 0, 0, 7, 0, 0, 3, 1, 0, 0, 5, 0, 1, 0, 5, 5, 5, 1, 7, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 3, 1, 7, 1, 7, 0, 1, 1, 5, 1, 1, 5, 7, 0, 0],[],[8, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 6, 8, 0, 2, 2, 0, 2, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 9, 10, 0, 0, 0, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 4, 10, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 10],[],[],[][41, 16, 11, 42, 44, 28, 21, 45, 38, 36],[27, 26, 15, 12, 29],[10, 35, 2],[32, 48, 30, 40, 8],[1, 43, 46, 20, 14, 18, 19, 31],[23, 17],[22, 7, 47, 39, 37],[0, 6, 24, 5, 34],[9, 25, 3],[4, 49, 33]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 2, 7, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 2, 0, 7, 0, 7, 7, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 4, 1, 1, 2, 7, 0, 2, 4, 1, 4, 1, 4, 4, 0, 0],[],[5, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 5, 3, 0, 5, 3, 0, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 10, 8, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 8, 10, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 10],[],[],[][43, 22, 36, 28, 45, 7, 37, 20],[14, 10, 21, 38, 11, 1, 41],[5, 24, 27],[35, 47, 42, 44, 46, 31],[26, 0, 23, 12, 29],[17, 34, 6, 15],[19, 18, 2, 39, 16],[4, 32],[8, 48, 40],[30, 25, 9, 49, 3, 33]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 3, 10, 0, 0, 0, 0, 3, 0, 0, 5, 5, 0, 0, 3, 0, 3, 0, 3, 1, 10, 10, 5, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 1, 3, 1, 5, 1, 0, 3, 5, 10, 1, 5, 1, 1, 0, 0],[],[8, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 6, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 8, 8, 0, 8, 6, 0, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 4, 4, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 0, 4, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 2],[],[],[][19, 46, 44, 39, 37, 47, 35],[30, 48, 49],[41, 18, 7, 14, 16, 1, 36, 28],[32, 4, 3, 40, 33],[10, 38, 11, 45, 31, 22, 42],[12, 27, 6],[17, 34, 15, 29],[23, 0, 26, 5, 24],[9, 8, 25],[21, 2, 43, 20]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 5, 7, 0, 0, 0, 0, 5, 0, 0, 2, 2, 0, 0, 5, 0, 1, 0, 7, 1, 2, 7, 1, 0, 0, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 7, 2, 1, 1, 7, 0, 5, 5, 1, 5, 1, 2, 2, 0, 0],[],[4, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 6, 4, 0, 3, 6, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 10, 9, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 10, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 10],[],[],[][16, 38, 43, 37, 22, 45, 19],[47, 11, 10, 36, 46, 20],[12, 29, 5, 26],[15, 24, 17, 34, 0],[41, 31, 42, 7, 14, 44, 1],[23, 6, 27],[35, 18, 39, 28, 2, 21],[25, 9, 8, 30],[33, 4, 40],[32, 49, 48, 3]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 8, 4, 0, 0, 0, 0, 8, 0, 0, 8, 4, 0, 0, 6, 0, 4, 0, 6, 1, 8, 6, 6, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 1, 6, 6, 1, 4, 0, 4, 1, 1, 6, 8, 8, 1, 0, 0],[],[5, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 2, 5, 0, 2, 10, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 3, 9, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 7, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 7],[],[],[][35, 19, 42, 38, 28, 47, 43],[23, 26, 5],[3, 40, 33, 9],[41, 31, 16, 39, 11, 2],[6, 0, 17, 29, 24],[18, 14, 36, 21, 44, 37, 22],[32, 25, 48, 49],[20, 1, 45, 7, 46, 10],[8, 4, 30],[15, 12, 27, 34]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 7, 7, 0, 0, 0, 0, 9, 0, 0, 7, 7, 0, 0, 4, 0, 1, 0, 1, 9, 1, 7, 7, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0, 0, 0, 4, 1, 1, 7, 4, 0, 9, 7, 4, 9, 7, 4, 9, 0, 0],[],[2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 6, 5, 0, 5, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 8, 3, 0, 0, 0, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 10, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 10],[],[],[][18, 20, 16, 37, 36],[34, 27, 0, 29],[25, 4, 30],[43, 39, 46, 35, 14, 31],[24, 5, 17, 12, 6, 26],[23, 15],[22, 10, 28, 21, 1, 42, 45, 11, 38, 2],[8, 48, 3],[41, 19, 47, 7, 44],[49, 40, 9, 32, 33]
00000000000000000000000000000000000000000000000000,01100001001100101011111000001001000111110111111100,00000000000000000000000000000000000000000000000000,10000110000010010100000110110100001000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00011000110000000000000001000010110000001000000011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 1, 4, 0, 0, 0, 0, 1, 0, 0, 1, 5, 0, 0, 8, 0, 8, 0, 8, 1, 4, 4, 1, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 5, 8, 8, 5, 1, 0, 5, 8, 5, 8, 8, 4, 1, 0, 0],[],[2, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 7, 7, 0, 9, 9, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[0, 0, 0, 6, 3, 0, 0, 0, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 6, 6, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 6],[],[],[][19, 31, 10, 39, 1, 47, 7, 22],[29, 0, 5, 34],[4, 48, 25],[2, 21, 46, 28, 20],[41, 35, 11, 38, 43],[49, 33, 8, 32, 3],[24, 15, 6, 23, 12],[45, 14, 44, 16, 36, 37, 18, 42],[26, 27, 17],[40, 30, 9]
