10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[1, 0, 1, 7, 1, 9, 0, 0, 8, 9, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 9, 0, 0, 7, 8, 0, 7, 7, 8, 8, 2, 1, 9, 0, 0, 0, 8, 7, 8, 0, 2, 0, 1, 0, 0, 8],[],[],[],[],[0, 5, 0, 0, 0, 0, 5, 10, 0, 0, 0, 4, 6, 10, 6, 5, 4, 10, 0, 6, 0, 3, 0, 4, 0, 6, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 3, 5, 0, 0, 0, 4, 0, 5, 0, 6, 3, 0],[],[],[],[][4, 0, 22, 18, 2, 35, 46],[34, 44],[48, 38, 29, 21],[11, 43, 26, 16, 23],[15, 39, 45, 1, 6],[25, 12, 14, 19, 47],[41, 10, 31, 3, 27, 30],[28, 42, 32, 49, 33, 40, 8],[20, 9, 5, 36, 24],[17, 13, 7, 37]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[10, 0, 6, 7, 6, 8, 0, 0, 5, 8, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 6, 0, 7, 0, 0, 6, 8, 0, 6, 7, 10, 8, 8, 5, 7, 0, 0, 0, 7, 5, 10, 0, 8, 0, 10, 0, 0, 5],[],[],[],[],[0, 2, 0, 0, 0, 0, 4, 2, 0, 0, 0, 4, 1, 1, 4, 3, 9, 9, 0, 4, 0, 1, 0, 1, 0, 1, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 9, 0, 9, 0, 9, 9, 0],[],[],[],[][42, 34, 44, 33, 0, 40],[11, 23, 48, 29],[14, 15, 39, 43],[5, 31, 24, 2],[10, 41, 36, 28, 9, 18],[4, 49, 3, 46],[32, 20, 30, 27, 8, 35, 22],[45, 19, 21, 1, 16, 26, 7],[17, 47, 38, 6, 12],[13, 25, 37]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[8, 0, 10, 8, 6, 10, 0, 0, 1, 7, 10, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 6, 0, 8, 0, 0, 7, 7, 0, 1, 7, 7, 6, 10, 8, 7, 0, 0, 0, 7, 1, 1, 0, 7, 0, 1, 0, 0, 6],[],[],[],[],[0, 9, 0, 0, 0, 0, 4, 9, 0, 0, 0, 9, 5, 5, 3, 5, 4, 4, 0, 2, 0, 4, 0, 3, 0, 4, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 5, 2, 0, 0, 0, 5, 0, 5, 0, 3, 9, 0],[],[],[],[][8, 46, 41, 30, 42],[19, 37, 39],[14, 23, 47, 26],[6, 21, 16, 25, 17],[45, 12, 13, 15, 38, 43],[22, 18, 20, 4, 49, 33],[27, 36, 40, 9, 44, 31, 28, 32],[35, 24, 0, 3],[48, 7, 1, 29, 11],[34, 10, 5, 2]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[1, 0, 4, 7, 4, 7, 0, 0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0, 8, 0, 1, 0, 0, 5, 7, 0, 1, 1, 5, 8, 4, 7, 5, 0, 0, 0, 5, 8, 5, 0, 8, 0, 5, 0, 0, 1],[],[],[],[],[0, 9, 0, 0, 0, 0, 6, 6, 0, 0, 0, 2, 6, 6, 9, 9, 6, 10, 0, 3, 0, 2, 0, 6, 0, 9, 10, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 10, 10, 2, 0, 0, 0, 3, 0, 3, 0, 6, 6, 0],[],[],[],[][8, 0, 49, 24, 30, 9, 31],[11, 39, 21],[19, 29, 43, 45],[2, 4, 34, 20, 10],[36, 27, 40, 42, 32, 46],[47, 6, 12, 23, 7, 48, 13, 16],[35, 3, 28, 5],[41, 44, 33, 18, 22],[25, 14, 1, 15],[17, 38, 37, 26]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[3, 0, 9, 6, 7, 7, 0, 0, 9, 6, 7, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 0, 7, 0, 3, 0, 0, 5, 7, 0, 3, 6, 5, 7, 9, 6, 5, 0, 0, 0, 9, 5, 6, 0, 6, 0, 3, 0, 0, 7],[],[],[],[],[0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 8, 1, 4, 8, 4, 1, 10, 0, 10, 0, 1, 0, 1, 0, 10, 10, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, 8, 1, 0, 0, 0, 2, 0, 4, 0, 8, 2, 0],[],[],[],[][12, 21, 23, 1, 39, 16],[48, 43, 7, 29],[30, 24, 46, 0, 20],[6, 15, 45, 13],[41, 27, 18, 36, 32],[3, 9, 42, 44, 31, 35],[5, 22, 49, 33, 4, 28, 10],[14, 37, 38, 47, 11],[2, 34, 40, 8],[26, 25, 17, 19]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[9, 0, 1, 6, 1, 6, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 6, 0, 1, 0, 0, 3, 1, 0, 1, 9, 6, 4, 9, 3, 1, 0, 0, 0, 3, 4, 4, 0, 9, 0, 4, 0, 0, 9],[],[],[],[],[0, 2, 0, 0, 0, 0, 5, 8, 0, 0, 0, 2, 10, 7, 7, 8, 10, 7, 0, 8, 0, 5, 0, 10, 0, 5, 7, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 5, 10, 0, 0, 0, 8, 0, 5, 0, 2, 7, 0],[],[],[],[][24, 10, 28, 8, 4, 36, 30, 2],[1, 47, 37, 11],[27, 35, 9, 20, 40],[42, 33, 18, 41, 46],[29, 38, 45, 25, 21, 6],[3, 22, 5, 32],[14, 48, 26, 13, 17],[19, 7, 43, 15],[0, 49, 44, 34, 31],[23, 16, 39, 12]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[7, 0, 6, 6, 2, 5, 0, 0, 6, 7, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 5, 0, 4, 0, 0, 4, 5, 0, 2, 4, 7, 7, 6, 5, 7, 0, 0, 0, 7, 5, 4, 0, 7, 0, 6, 0, 0, 2],[],[],[],[],[0, 1, 0, 0, 0, 0, 8, 9, 0, 0, 0, 8, 9, 8, 1, 3, 9, 1, 0, 10, 0, 8, 0, 8, 0, 10, 3, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 0, 0, 0, 3, 0, 8, 0, 9, 1, 0],[],[],[],[][48, 37, 38, 1, 14, 17],[4, 49, 30],[26, 15, 43],[27, 24, 31, 42, 20, 10],[5, 28, 35, 18, 22, 41],[3, 34, 8, 2, 46],[32, 36, 40, 0, 9, 33, 44],[11, 45, 23, 13, 6, 21],[47, 12, 7, 39, 16],[19, 29, 25]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[5, 0, 10, 1, 9, 5, 0, 0, 10, 6, 6, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6, 0, 6, 0, 1, 0, 0, 9, 5, 0, 9, 9, 10, 1, 10, 1, 5, 0, 0, 0, 9, 5, 6, 0, 9, 0, 9, 0, 0, 6],[],[],[],[],[0, 7, 0, 0, 0, 0, 2, 4, 0, 0, 0, 8, 7, 8, 4, 7, 3, 4, 0, 7, 0, 4, 0, 8, 0, 7, 8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 8, 7, 8, 0, 0, 0, 3, 0, 2, 0, 3, 4, 0],[],[],[],[][24, 3, 33, 35],[45, 6],[43, 47, 16],[21, 14, 17, 7, 48],[41, 5, 28, 0, 36, 18],[10, 42, 20, 22, 9, 49],[19, 29, 15, 38, 1, 25, 12],[26, 23, 13, 39, 37, 11],[31, 44, 27, 40, 30, 46, 4],[8, 34, 2, 32]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[1, 0, 1, 5, 6, 9, 0, 0, 6, 5, 9, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 0, 6, 0, 1, 0, 0, 1, 3, 0, 3, 1, 9, 9, 3, 5, 1, 0, 0, 0, 1, 3, 9, 0, 6, 0, 6, 0, 0, 6],[],[],[],[],[0, 4, 0, 0, 0, 0, 10, 8, 0, 0, 0, 8, 2, 7, 2, 7, 10, 8, 0, 7, 0, 10, 0, 7, 0, 8, 4, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 10, 2, 7, 0, 0, 0, 8, 0, 4, 0, 4, 7, 0],[],[],[],[][31, 0, 36, 40, 27, 2, 24],[12, 14, 38],[30, 34, 28, 41],[1, 47, 26, 45],[35, 9, 3, 18],[4, 46, 44, 8, 49, 22],[13, 19, 23, 15, 39, 48],[29, 17, 25, 11, 7, 43],[10, 32, 33, 42, 20, 5],[21, 6, 37, 16]
10111100111000000010101010011011111110001110101001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000011000111111101010101100100000001110001010110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[7, 0, 2, 9, 5, 5, 0, 0, 2, 7, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 0, 9, 0, 4, 0, 0, 2, 5, 0, 9, 7, 4, 7, 5, 4, 7, 0, 0, 0, 2, 5, 9, 0, 4, 0, 5, 0, 0, 7],[],[],[],[],[0, 10, 0, 0, 0, 0, 3, 6, 0, 0, 0, 1, 8, 8, 1, 6, 8, 8, 0, 6, 0, 3, 0, 6, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 6, 8, 0, 0, 0, 1, 0, 6, 0, 10, 10, 0],[],[],[],[][29, 11, 43, 26, 14],[8, 40, 27, 2],[6, 21, 25],[32, 35, 24, 44, 10],[4, 34, 28, 5, 41, 46],[19, 7, 38, 15, 45, 23],[33, 0, 49, 36, 31, 20, 9],[16, 39, 12, 13, 17],[42, 22, 30, 3, 18],[1, 48, 37, 47]
