00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0],[],[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 4, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5],[],[0, 2, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 0, 0, 0, 6, 10, 6, 0, 1, 0, 1, 10, 6, 0, 6, 0, 0, 1, 10, 0, 0, 1, 10, 10, 1, 0, 0, 6, 10, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 6, 0],[],[][12, 33, 23, 19, 45, 26, 43, 44, 10],[1, 40, 28],[11, 47, 15, 35],[41, 17, 37, 32, 18],[34, 22, 49, 38, 4],[46, 16, 29, 6, 48, 8, 0, 14],[3, 39, 42],[5, 21],[2, 27, 36, 9],[30, 25, 24, 20, 31, 13, 7]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0],[],[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 0, 7, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8],[],[0, 10, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0],[1, 0, 0, 0, 0, 0, 6, 4, 1, 0, 4, 0, 1, 4, 6, 0, 6, 0, 0, 4, 1, 0, 0, 6, 4, 4, 6, 0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 4, 1, 0, 4, 0],[],[][33, 46, 30, 0, 20, 12, 43, 8],[18, 22, 41, 32],[42, 3, 39, 21],[48, 31, 25, 24, 10, 19, 7, 13, 45],[47, 11, 35, 15, 5],[16, 44, 14, 29, 26, 23, 6],[34, 37, 4],[17, 38, 49],[2, 9, 36, 27],[28, 40, 1]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 9, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0],[],[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10],[],[0, 8, 4, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0],[5, 0, 0, 0, 0, 0, 6, 6, 1, 0, 5, 0, 6, 5, 6, 0, 5, 0, 0, 5, 5, 0, 0, 5, 1, 5, 1, 0, 0, 5, 1, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 6, 5, 0, 6, 0],[],[][48, 12, 25, 10, 26, 45, 44, 46],[49, 41, 37],[47, 5, 11, 15, 21],[7, 19, 14, 24, 20, 6, 16, 23, 8],[36, 28],[33, 43, 13, 30, 29, 31, 0],[4, 17],[32, 38, 34, 22, 18],[2, 9, 1, 40, 27],[3, 42, 39, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0],[],[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 3, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3],[],[0, 10, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0],[1, 0, 0, 0, 0, 0, 6, 1, 1, 0, 1, 0, 1, 6, 6, 0, 6, 0, 0, 9, 1, 0, 0, 9, 6, 6, 9, 0, 0, 1, 1, 6, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, 6, 0, 1, 0],[],[][10, 25, 24, 31, 13, 16, 29, 33],[15, 42, 35],[21, 3, 5, 11],[32, 38, 4, 17, 37, 41],[30, 12, 48, 26, 46, 45, 44],[7, 6, 14, 0, 20, 19, 8, 43, 23],[28, 2, 9],[47, 39],[49, 18, 34, 22],[1, 36, 40, 27]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 7, 0, 0],[],[0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 10, 0, 0, 10, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5],[],[0, 2, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 0, 0, 0, 4, 1, 4, 0, 4, 0, 6, 6, 4, 0, 4, 0, 0, 1, 4, 0, 0, 1, 1, 6, 1, 0, 0, 1, 6, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 1, 1, 0, 6, 0],[],[][24, 29, 7, 45, 19, 26, 46, 33, 23],[1, 27, 36],[32, 17, 18],[10, 6, 14, 20, 8, 44, 43, 16],[41, 38, 49],[30, 13, 12, 25, 0, 31, 48],[11, 47],[2, 28, 9, 40],[39, 42, 15, 3, 35, 21, 5],[34, 37, 4, 22]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0],[],[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 9, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8],[],[0, 2, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0],[1, 0, 0, 0, 0, 0, 1, 4, 6, 0, 1, 0, 6, 4, 1, 0, 4, 0, 0, 6, 4, 0, 0, 4, 6, 6, 4, 0, 0, 6, 6, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 4, 4, 0, 4, 0],[],[][43, 19, 13, 0, 31, 14, 20],[36, 40, 27, 2],[32, 37, 22, 49],[23, 30, 10, 16, 26, 7, 6, 25, 12, 48],[42, 47, 21],[24, 29, 46, 45, 44, 8, 33],[34, 4, 41],[17, 18, 38],[35, 11, 15, 3, 39, 5],[9, 28, 1]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0],[],[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 4, 5, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5],[],[0, 7, 7, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0],[1, 0, 0, 0, 0, 0, 6, 3, 6, 0, 6, 0, 6, 6, 3, 0, 6, 0, 0, 1, 6, 0, 0, 1, 6, 6, 1, 0, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 6, 0],[],[][30, 43, 45, 44, 23, 0, 19, 26],[42, 47],[7, 31, 14, 33, 29],[22, 41, 4, 17, 37],[34, 32, 38, 18, 49],[12, 25, 24, 20, 8, 10, 6, 48, 46, 16, 13],[1, 2, 36],[39],[3, 35, 15, 5, 11, 21],[27, 28, 40, 9]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0],[],[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 5, 0, 0, 7, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9],[],[0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 0, 0, 0, 1, 6, 10, 0, 10, 0, 1, 1, 10, 0, 6, 0, 0, 1, 6, 0, 0, 1, 1, 1, 1, 0, 0, 6, 6, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 1, 6, 0, 6, 0],[],[][25, 24, 26, 23, 19, 45, 13, 6, 12],[36, 28, 27],[1, 9, 40, 2],[11, 42, 3, 35],[41, 34, 38],[46, 20, 31, 48, 29, 30, 33, 44, 43, 7, 16, 0],[32, 37, 22],[47, 21, 5, 15, 39],[49, 17, 4, 18],[14, 10, 8]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0],[],[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 0, 9, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9],[],[0, 7, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 0, 0, 0, 6, 5, 1, 0, 6, 0, 6, 6, 1, 0, 5, 0, 0, 1, 1, 0, 0, 1, 5, 5, 6, 0, 0, 1, 6, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 5, 0, 1, 0],[],[][23, 19, 8, 44, 14, 20, 48, 45, 33, 29],[22, 38],[32, 41, 18, 17],[9, 2, 27, 40],[25, 24, 31, 43, 16, 7, 46],[12, 13, 30, 10, 6, 0, 26],[1, 28, 36],[11, 42, 15],[4, 34, 37, 49],[21, 5, 39, 3, 35, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010100000100010000010000000000000100010010000100,00000000000000000000000000000000000000000000000000,00001000000000000110001000000000101001100100000001,00000000000000000000000000000000000000000000000000,01100000010000000000000000011000000010001000000000,10000011101011101001100111100111010000000001111010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0],[],[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 5, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10],[],[0, 8, 8, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0],[6, 0, 0, 0, 0, 0, 6, 6, 4, 0, 1, 0, 6, 4, 6, 0, 4, 0, 0, 6, 4, 0, 0, 6, 1, 4, 6, 0, 0, 1, 4, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 4, 1, 0, 1, 0],[],[][46, 29, 33, 10, 48, 24],[5, 21, 47],[42, 35, 39, 11],[13, 30, 8, 44, 45, 16, 20, 25],[41, 17, 4, 37],[6, 0, 12, 26, 19, 43, 7, 14, 31, 23],[3, 15],[1, 40, 2],[36, 28, 9, 27],[32, 49, 22, 18, 38, 34]
