00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 6, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 5, 0, 0, 0, 10, 0, 0, 0, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0],[],[],[],[0, 0, 8, 0, 8, 7, 0, 8, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 8, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 8, 7, 3, 7, 7, 0, 0, 0, 0, 0],[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 9, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 9, 0, 0, 0, 9, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9, 2, 1],[][36, 1, 49, 6, 9, 23, 15],[19, 25, 31, 48, 45],[42, 32, 34, 21, 29, 13, 35],[3, 17, 37],[33, 0, 24, 46],[14, 11, 16, 8, 39],[41, 43, 5, 44, 10],[27, 22, 7, 40, 2, 4],[12, 47, 26, 30],[20, 18, 38, 28]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 8, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 8, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0],[],[],[],[0, 0, 3, 0, 5, 3, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 3, 0, 5, 0, 0, 2, 0, 2, 5, 0, 0, 0, 0, 3, 5, 3, 2, 2, 0, 0, 0, 0, 0],[0, 4, 0, 0, 0, 0, 1, 0, 0, 10, 0, 0, 4, 0, 0, 10, 0, 0, 0, 10, 0, 0, 0, 4, 0, 4, 4, 0, 0, 0, 10, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 4],[][36, 6, 48, 45, 47],[44, 13, 7, 43, 32, 34],[2, 40, 5, 21, 42, 10, 27],[26, 31, 23, 49, 12, 25, 1],[35, 41, 4, 29, 22],[33, 38, 28, 0],[20, 18, 24, 46],[14, 16, 39, 3],[17, 8, 11, 37],[9, 15, 30, 19]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 0, 6, 0, 0, 6, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 10, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[],[],[],[0, 0, 2, 0, 2, 1, 0, 7, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 7, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 7, 7, 1, 2, 2, 0, 0, 0, 0, 0],[0, 9, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 3, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 9, 0, 4, 9, 0, 0, 0, 4, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 4],[][42, 29, 35, 10, 34, 21, 5],[32, 2, 43, 22, 4, 44],[36, 48, 12, 45, 47, 19, 6, 31],[49, 30, 9, 25],[8, 39],[37, 3, 17, 16, 11, 14],[13, 40, 7, 41, 27],[18, 38, 46, 20, 28],[26, 15, 1, 23],[0, 24, 33]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 9, 0, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 0, 0, 3, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0],[],[],[],[0, 0, 2, 0, 8, 6, 0, 8, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 6, 0, 2, 0, 0, 6, 0, 8, 8, 0, 0, 0, 0, 8, 8, 8, 2, 6, 0, 0, 0, 0, 0],[0, 1, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 5, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 5, 5, 0, 0, 0, 5, 5, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 1, 7],[][0, 28, 38, 20, 18],[37, 3, 39, 8, 14, 11],[32, 43, 13, 4, 22, 5, 44],[46, 24, 33],[6, 30, 49, 31, 1],[26, 45, 47, 48, 19],[15, 9, 36, 12, 23, 25],[2, 27, 41, 21, 42, 10, 35],[17, 16],[34, 29, 7, 40]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 10, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0],[],[],[],[0, 0, 3, 0, 6, 6, 0, 6, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 7, 0, 7, 0, 0, 6, 0, 3, 3, 0, 0, 0, 0, 7, 3, 7, 3, 3, 0, 0, 0, 0, 0],[0, 8, 0, 0, 0, 0, 2, 0, 0, 8, 0, 0, 8, 0, 0, 5, 0, 0, 0, 8, 0, 0, 0, 8, 0, 8, 2, 0, 0, 0, 5, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 5],[][9, 45, 36, 1, 19, 47, 30, 12],[27, 22, 5, 41, 4, 35],[42, 13, 2, 43, 40, 7, 34],[37, 11, 8],[49, 25, 48, 15],[44, 29, 32, 21, 10],[14, 3, 16, 17, 39],[28, 46, 18, 38, 0],[33, 20, 24],[26, 23, 6, 31]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 5, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0],[],[],[],[0, 0, 2, 0, 8, 2, 0, 2, 0, 0, 10, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 8, 0, 0, 0, 0, 8, 0, 8, 0, 0, 8, 0, 8, 10, 0, 0, 0, 0, 8, 2, 8, 2, 10, 0, 0, 0, 0, 0],[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 9, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 1, 7, 0, 0, 0, 7, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 1, 9],[][6, 48, 9, 25, 19, 1],[43, 13, 2, 7, 41, 5],[38, 18, 33],[37, 17, 11, 16],[14, 8, 39, 3],[28, 0, 24, 20, 46],[26, 30, 47, 23, 15],[27, 22, 29, 4, 40, 34, 32, 42],[49, 12, 31, 45, 36],[44, 21, 10, 35]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 4, 0, 0, 0, 0, 7, 0, 0, 4, 0, 0, 4, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0],[],[],[],[0, 0, 5, 0, 3, 1, 0, 1, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 3, 0, 3, 0, 0, 5, 0, 3, 1, 0, 0, 0, 0, 1, 1, 3, 3, 1, 0, 0, 0, 0, 0],[0, 6, 0, 0, 0, 0, 9, 0, 0, 6, 0, 0, 9, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 9, 6, 0, 0, 0, 2, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 6, 9],[][35, 44, 5, 41, 40, 7],[45, 36, 30, 23, 15, 19],[27, 10, 29, 4, 42, 34, 43],[14, 11, 3],[22, 13, 2, 32, 21],[1, 48, 47, 9, 26, 31],[37, 39, 17, 16, 8],[33, 24, 46, 0, 28],[25, 12, 6, 49],[20, 18, 38]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 6, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 9, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0],[],[],[],[0, 0, 4, 0, 1, 1, 0, 5, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 5, 0, 5, 5, 0, 0, 0, 0, 1, 1, 4, 1, 5, 0, 0, 0, 0, 0],[0, 8, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 8, 0, 0, 2, 0, 0, 0, 8, 0, 0, 0, 8, 0, 7, 7, 0, 0, 0, 8, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 7, 7],[][43, 40, 41, 4, 27, 5, 29, 10],[47, 15, 9, 36, 31],[46, 20, 33, 28],[2, 21, 42, 22],[32, 34, 44, 7, 13, 35],[37, 16, 39, 3, 17],[6, 26, 25, 48, 49],[45, 12, 19, 30, 23, 1],[11, 8, 14],[0, 24, 18, 38]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 9, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 9, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0],[],[],[],[0, 0, 8, 0, 6, 8, 0, 2, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 8, 0, 6, 0, 0, 6, 0, 2, 8, 0, 0, 0, 0, 8, 8, 2, 6, 2, 0, 0, 0, 0, 0],[0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 7, 0, 0, 10, 0, 0, 0, 7, 0, 0, 0, 10, 0, 10, 10, 0, 0, 0, 10, 3, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 3, 10],[][0, 28, 18, 20, 46],[7, 22, 42, 34, 44],[47, 31, 48, 9, 6, 1],[33, 38, 24],[11, 16, 8, 17, 39],[21, 32, 10, 13, 29, 4, 43],[45, 12, 36, 19],[40, 2, 41, 35, 27, 5],[14, 3, 37],[49, 23, 30, 15, 25, 26]
00010000100100101100000000000000000001010000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000000000010100010001000010000100000001000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00101101001001000000011000010100101100001111100000,01000010010010010001000101100011000010000000010111,00000000000000000000000000000000000000000000000000,[0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 9, 0, 0, 10, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0],[],[],[],[0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0, 1, 7, 0, 0, 0, 0, 7, 1, 7, 1, 3, 0, 0, 0, 0, 0],[0, 4, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 8, 0, 0, 5, 0, 0, 0, 8, 0, 0, 0, 5, 0, 8, 4, 0, 0, 0, 5, 5, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 5, 5],[][7, 41, 2, 43, 34, 5, 29],[18, 20, 24, 28],[44, 32, 21, 13, 4, 22, 27],[1, 26, 45],[15, 48, 23, 31, 49, 30],[0, 33, 38, 46],[40, 35, 10, 42],[25, 19, 6, 9, 47, 36, 12],[37, 16, 11],[14, 17, 3, 39, 8]
