00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 6, 7, 7, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 6, 0, 8, 0, 7, 8, 0, 0, 6],[],[0, 4, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 4, 4, 1, 5, 5, 1, 0, 4, 0, 0, 1, 1, 4, 4, 0, 0, 0, 0, 5, 5, 0, 5, 0, 0, 5, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0],[],[2, 0, 0, 0, 0, 10, 3, 0, 0, 0, 9, 9, 9, 0, 0, 0, 0, 0, 0, 10, 0, 10, 2, 0, 0, 0, 0, 9, 2, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 0, 3, 0, 9, 0, 0, 10, 0, 0],[],[],[],[][23, 40, 15, 24, 18, 48, 9],[28, 36, 38, 22, 0],[42, 29, 6, 37],[13, 20, 26, 14, 39, 25, 1],[31, 34, 37, 17, 16, 8, 32],[41, 2, 49],[3, 30, 33, 45, 4],[43, 35, 7, 46],[27, 11, 10, 12, 44],[47, 19, 5, 21]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 1, 8, 10, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 10, 0, 8, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 8],[],[0, 9, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 0, 2, 7, 7, 6, 7, 2, 0, 7, 0, 0, 9, 2, 7, 2, 0, 0, 0, 0, 6, 2, 0, 9, 0, 0, 9, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 6, 0],[],[5, 0, 0, 0, 0, 4, 3, 0, 0, 0, 4, 5, 5, 0, 0, 0, 0, 0, 0, 4, 0, 5, 3, 0, 0, 0, 0, 5, 4, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 4, 0, 3, 0, 0, 5, 0, 0],[],[],[],[][46, 41, 2, 45, 43],[24, 13, 18, 26, 32],[38, 22, 29, 44, 37, 6, 36],[10, 5, 19, 42, 28],[21, 47, 27, 12, 11, 0],[31, 48, 16],[15, 17, 14, 20, 9, 25, 39],[30, 49, 3, 7, 35],[23, 1, 34, 8, 40, 37],[4, 33]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 10, 8, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 10, 0, 10, 0, 2, 2, 0, 0, 10],[],[0, 7, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 3, 7, 9, 7, 5, 9, 0, 7, 0, 0, 7, 3, 9, 9, 0, 0, 0, 0, 7, 5, 0, 3, 0, 0, 5, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 7, 0],[],[6, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 0, 0, 0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 6, 4, 4, 0, 0, 0, 1, 0, 4, 0, 0, 6, 0, 0],[],[],[],[][18, 26, 37, 20, 8, 39],[15, 32, 14, 16, 9],[33, 2, 35, 30],[42, 47, 5, 22, 12, 21, 0],[13, 31, 25, 1, 17],[41, 7, 49],[11, 37, 29, 6, 38, 19, 27, 28],[36, 10, 44],[40, 24, 48, 34, 23],[4, 46, 45, 43, 3]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 8, 3, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 8, 0, 10, 0, 0, 0, 0, 0, 3, 0, 8, 0, 3, 3, 0, 0, 10],[],[0, 7, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 7, 7, 1, 7, 7, 1, 0, 2, 0, 0, 7, 7, 1, 2, 0, 0, 0, 0, 7, 1, 0, 2, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0],[],[9, 0, 0, 0, 0, 5, 4, 0, 0, 0, 4, 9, 9, 0, 0, 0, 0, 0, 0, 6, 0, 5, 4, 0, 0, 0, 0, 5, 9, 6, 0, 0, 0, 0, 0, 0, 6, 6, 5, 0, 0, 0, 9, 0, 5, 0, 0, 4, 0, 0],[],[],[],[][18, 37, 40, 25, 32, 15],[26, 34, 39, 8, 20],[41, 46, 45, 3],[10, 6, 22, 47],[27, 5, 38, 21, 44],[36, 19, 29, 37],[23, 31, 1, 16, 17, 14, 24, 13, 9, 48],[2, 43, 33],[28, 0, 11, 12, 42],[49, 30, 35, 7, 4]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 8, 6, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 6, 0, 8, 0, 8, 6, 0, 0, 8],[],[0, 10, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 7, 4, 7, 4, 3, 3, 0, 10, 0, 0, 3, 7, 7, 10, 0, 0, 0, 0, 3, 4, 0, 10, 0, 0, 7, 0, 4, 7, 0, 0, 0, 0, 0, 0, 0, 4, 0],[],[1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 5, 9, 1, 0, 0, 0, 0, 0, 0, 5, 0, 1, 9, 0, 0, 0, 0, 1, 9, 9, 0, 0, 0, 0, 0, 0, 1, 9, 9, 0, 0, 0, 1, 0, 9, 0, 0, 5, 0, 0],[],[],[],[][0, 6, 12, 27, 21, 36, 42],[33, 7, 30],[31, 18, 17, 8, 23],[48, 16, 14, 9, 32, 39],[19, 10, 47, 5],[46, 41, 3, 4],[15, 40, 25, 37, 13, 24],[2, 49, 35, 45, 43],[37, 44, 29, 11, 22, 38, 28],[1, 34, 26, 20]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 10, 5, 10, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 5, 0, 6, 0, 5, 5, 0, 0, 5],[],[0, 7, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 8, 3, 3, 0, 7, 0, 0, 8, 1, 7, 1, 0, 0, 0, 0, 7, 7, 0, 1, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 8, 0],[],[9, 0, 0, 0, 0, 4, 4, 0, 0, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 9, 0, 2, 4, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 9, 2, 9, 0, 0, 0, 4, 0, 9, 0, 0, 4, 0, 0],[],[],[],[][34, 14, 37, 15, 8, 24, 13, 9, 26],[21, 27, 29, 10, 11, 37, 28],[17, 18],[47, 5, 22, 42, 6, 12],[41, 45, 35, 3, 49, 46],[43, 7, 30],[40, 20, 25, 39, 32, 31, 1],[23, 16, 48],[36, 38, 44, 0, 19],[4, 2, 33]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 8, 1, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 1, 0, 0, 1],[],[0, 5, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 10, 7, 5, 5, 10, 7, 0, 2, 0, 0, 10, 2, 7, 5, 0, 0, 0, 0, 2, 5, 0, 2, 0, 0, 2, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 5, 0],[],[4, 0, 0, 0, 0, 4, 3, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 9, 0, 4, 4, 0, 0, 0, 0, 9, 4, 9, 0, 0, 0, 0, 0, 0, 4, 9, 3, 0, 0, 0, 3, 0, 9, 0, 0, 4, 0, 0],[],[],[],[][7, 43, 45, 46, 49, 3],[31, 34, 24, 37, 20],[42, 38, 6, 10],[28, 21, 22, 47, 36, 5, 0, 12, 11],[32, 15, 1, 48, 26, 16],[41, 33, 35],[14, 40, 25, 39, 18],[30, 4, 2],[29, 44, 37, 27, 19],[23, 8, 9, 17, 13]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 8, 2, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 6, 0, 2, 0, 2, 6, 0, 0, 2],[],[0, 7, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 4, 7, 4, 4, 4, 4, 0, 7, 0, 0, 5, 7, 5, 5, 0, 0, 0, 0, 4, 7, 0, 4, 0, 0, 5, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 7, 0],[],[1, 0, 0, 0, 0, 9, 1, 0, 0, 0, 3, 3, 9, 0, 0, 0, 0, 0, 0, 9, 0, 9, 10, 0, 0, 0, 0, 10, 1, 1, 0, 0, 0, 0, 0, 0, 1, 10, 1, 0, 0, 0, 1, 0, 3, 0, 0, 9, 0, 0],[],[],[],[][0, 29, 6, 38, 42, 28, 36],[3, 7, 45, 43, 49],[11, 10, 44],[13, 17, 15, 31, 16, 18, 34],[37, 9, 26, 40, 23, 25],[41, 33, 46],[39, 32, 14, 48, 24, 20, 8, 1],[2, 35, 4, 30],[47, 12, 19, 5, 21],[37, 22, 27]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 5, 6, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 10, 0, 0, 0, 0, 0, 5, 0, 6, 0, 5, 5, 0, 0, 10],[],[0, 4, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 7, 1, 1, 7, 1, 4, 0, 4, 0, 0, 4, 1, 4, 7, 0, 0, 0, 0, 4, 1, 0, 7, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0],[],[9, 0, 0, 0, 0, 2, 3, 0, 0, 0, 2, 9, 8, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3, 0, 0, 0, 0, 8, 9, 8, 0, 0, 0, 0, 0, 0, 8, 2, 9, 0, 0, 0, 9, 0, 3, 0, 0, 8, 0, 0],[],[],[],[][14, 17, 8, 15, 37, 32, 24],[21, 37, 10, 5],[22, 44, 6, 19],[31, 23, 20, 18, 1, 25],[4, 7, 45, 46, 2, 41],[3, 33, 43, 30],[48, 16, 9, 26, 34, 39, 13, 40],[36, 47, 27, 29, 12],[11, 0, 38, 42, 28],[35, 49]
00000000000000000000000000000000000000000000000000,00111001000000000000000000000010010100000101011001,00000000000000000000000000000000000000000000000000,01000000110001111110100111100001101001011000000010,00000000000000000000000000000000000000000000000000,10000110001110000001011000011100000011100010100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 5, 8, 5, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 8, 8, 0, 0, 5],[],[0, 2, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 10, 1, 2, 1, 9, 10, 0, 2, 0, 0, 1, 1, 9, 10, 0, 0, 0, 0, 2, 1, 0, 9, 0, 0, 10, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0],[],[7, 0, 0, 0, 0, 4, 4, 0, 0, 0, 3, 4, 3, 0, 0, 0, 0, 0, 0, 7, 0, 3, 3, 0, 0, 0, 0, 7, 4, 4, 0, 0, 0, 0, 0, 0, 4, 4, 7, 0, 0, 0, 4, 0, 7, 0, 0, 7, 0, 0],[],[],[],[][32, 23, 14, 48, 16, 24],[20, 1, 31, 15],[22, 10, 12, 21],[5, 11, 42, 36, 28, 6, 37, 29],[33, 43, 4, 2, 49, 41, 35],[7],[19, 47, 44, 38, 27, 0],[30, 3, 45, 46],[17, 40, 25, 34, 39],[8, 13, 26, 18, 9, 37]
