01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 3, 2, 0, 0, 8, 1, 0, 0, 0, 0, 8, 0, 0, 5, 0, 5, 0, 1, 2, 0, 0, 1, 0, 2, 0, 3, 0, 0, 1, 0, 3, 1, 0, 5, 5, 8, 8, 3, 0, 0, 0, 2, 2, 0, 1, 5, 8, 0, 0],[],[],[],[],[],[],[9, 0, 0, 7, 6, 0, 0, 6, 0, 10, 6, 0, 4, 9, 0, 6, 0, 10, 0, 0, 6, 9, 0, 7, 0, 10, 0, 6, 9, 0, 10, 0, 0, 9, 0, 0, 0, 0, 0, 7, 4, 6, 0, 0, 4, 0, 0, 0, 9, 7],[],[][29, 18, 22, 45, 32, 6],[24, 42, 43, 2, 19],[31, 38, 1, 26],[12, 44, 40],[35, 34, 46, 14, 16],[10, 15, 41, 4, 20, 27, 7],[3, 23, 39, 49],[36, 37, 47, 5, 11],[13, 28, 0, 33, 21, 48],[30, 25, 17, 9]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 4, 6, 0, 0, 6, 4, 0, 0, 0, 0, 10, 0, 0, 1, 0, 6, 0, 10, 6, 0, 0, 6, 0, 7, 0, 7, 0, 0, 6, 0, 1, 10, 0, 10, 1, 7, 10, 4, 0, 0, 0, 1, 6, 0, 10, 1, 6, 0, 0],[],[],[],[],[],[],[9, 0, 0, 5, 8, 0, 0, 8, 0, 9, 9, 0, 2, 8, 0, 5, 0, 9, 0, 0, 2, 5, 0, 2, 0, 9, 0, 2, 9, 0, 9, 0, 0, 5, 0, 0, 0, 0, 0, 2, 3, 3, 0, 0, 8, 0, 0, 0, 5, 3],[],[][14, 42, 46, 35, 31],[20, 12, 39, 23, 27],[41, 40, 49],[1, 38, 6],[21, 33, 3, 48, 15],[16, 22, 2, 19, 47, 5, 43, 29],[36, 24, 26],[44, 7, 4, 13],[25, 10, 17, 28, 9, 0, 30],[32, 37, 34, 45, 18, 11]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 4, 1, 0, 0, 1, 2, 0, 0, 0, 0, 6, 0, 0, 1, 0, 2, 0, 4, 6, 0, 0, 6, 0, 2, 0, 6, 0, 0, 6, 0, 7, 4, 0, 7, 7, 7, 2, 7, 0, 0, 0, 4, 4, 0, 1, 6, 4, 0, 0],[],[],[],[],[],[],[9, 0, 0, 5, 3, 0, 0, 9, 0, 5, 5, 0, 3, 9, 0, 10, 0, 5, 0, 0, 5, 8, 0, 8, 0, 8, 0, 10, 3, 0, 8, 0, 0, 3, 0, 0, 0, 0, 0, 8, 5, 9, 0, 0, 8, 0, 0, 0, 10, 10],[],[][14, 45, 2, 5],[37, 6, 24, 16],[33, 28, 4, 12],[18, 42, 1, 43, 47, 32],[17, 9, 3, 20, 40, 10],[19, 22, 46, 29, 11, 26],[34, 31, 36, 35, 38],[21, 30, 44, 23, 25, 39],[7, 13, 41, 0],[15, 27, 49, 48]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 2, 3, 0, 0, 3, 9, 0, 0, 0, 0, 9, 0, 0, 10, 0, 9, 0, 9, 10, 0, 0, 10, 0, 2, 0, 2, 0, 0, 3, 0, 2, 5, 0, 3, 5, 10, 5, 9, 0, 0, 0, 5, 2, 0, 9, 3, 5, 0, 0],[],[],[],[],[],[],[7, 0, 0, 6, 1, 0, 0, 6, 0, 4, 8, 0, 7, 8, 0, 1, 0, 4, 0, 0, 6, 7, 0, 7, 0, 8, 0, 7, 1, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 6, 8, 4, 0, 0, 7, 0, 0, 0, 1, 8],[],[][48, 28, 15, 4],[24, 26, 31, 43, 1],[2, 34, 46, 29, 5],[41, 17, 9],[47, 37, 35, 32, 42],[39, 20, 7, 3, 33, 30],[0, 12, 21, 27, 44, 23],[10, 49, 25, 13, 40],[16, 18, 6, 11, 38, 45],[36, 14, 19, 22]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 4, 4, 0, 0, 4, 8, 0, 0, 0, 0, 1, 0, 0, 8, 0, 5, 0, 1, 5, 0, 0, 3, 0, 8, 0, 1, 0, 0, 4, 0, 1, 5, 0, 3, 8, 8, 3, 5, 0, 0, 0, 1, 8, 0, 3, 5, 8, 0, 0],[],[],[],[],[],[],[6, 0, 0, 10, 9, 0, 0, 6, 0, 7, 10, 0, 2, 6, 0, 2, 0, 6, 0, 0, 2, 9, 0, 7, 0, 9, 0, 2, 10, 0, 9, 0, 0, 6, 0, 0, 0, 0, 0, 10, 7, 10, 0, 0, 7, 0, 0, 0, 10, 6],[],[][18, 42, 26, 11, 31],[20, 12, 27, 15],[45, 34, 37, 22],[1, 29, 2, 5],[32, 19, 38, 46, 16],[7, 17, 13, 49, 33, 0],[9, 44, 23, 40],[14, 6, 35, 43, 36, 24, 47],[30, 21, 4, 25],[48, 3, 41, 28, 10, 39]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 5, 1, 0, 0, 10, 1, 0, 0, 0, 0, 9, 0, 0, 5, 0, 9, 0, 10, 1, 0, 0, 10, 0, 5, 0, 1, 0, 0, 3, 0, 10, 9, 0, 3, 3, 10, 9, 1, 0, 0, 0, 5, 3, 0, 3, 5, 5, 0, 0],[],[],[],[],[],[],[6, 0, 0, 7, 7, 0, 0, 2, 0, 6, 8, 0, 8, 4, 0, 6, 0, 7, 0, 0, 8, 6, 0, 2, 0, 6, 0, 8, 7, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 4, 7, 7, 0, 0, 6, 0, 0, 0, 2, 6],[],[][2, 38, 19, 26, 6],[48, 7, 33, 23],[45, 34, 43, 29, 35],[39, 13],[1, 24, 47, 14, 46, 42],[49, 25, 44, 15, 9, 0, 21],[40, 3, 41, 17, 4, 28],[27, 30, 12, 20, 10],[11, 37, 32, 16],[18, 36, 5, 22, 31]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 7, 8, 0, 0, 1, 10, 0, 0, 0, 0, 8, 0, 0, 1, 0, 1, 0, 1, 8, 0, 0, 7, 0, 10, 0, 7, 0, 0, 10, 0, 7, 3, 0, 10, 3, 1, 7, 8, 0, 0, 0, 10, 8, 0, 3, 10, 8, 0, 0],[],[],[],[],[],[],[5, 0, 0, 9, 6, 0, 0, 2, 0, 5, 4, 0, 5, 9, 0, 2, 0, 4, 0, 0, 2, 4, 0, 6, 0, 9, 0, 6, 5, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 4, 6, 6, 0, 0, 6, 0, 0, 0, 6, 9],[],[][16, 2, 42, 35, 43],[7, 20, 4, 15],[9, 27, 17, 39],[22, 36],[40, 23, 21, 10],[29, 32, 24, 11, 45, 31, 47, 38],[26, 46, 1, 5, 19],[13, 28, 33, 30, 3, 49],[14, 34, 37, 18, 6],[48, 41, 12, 0, 44, 25]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 5, 8, 0, 0, 1, 9, 0, 0, 0, 0, 5, 0, 0, 7, 0, 1, 0, 1, 9, 0, 0, 7, 0, 8, 0, 5, 0, 0, 7, 0, 1, 5, 0, 7, 8, 8, 9, 1, 0, 0, 0, 9, 1, 0, 7, 9, 5, 0, 0],[],[],[],[],[],[],[3, 0, 0, 10, 2, 0, 0, 6, 0, 10, 6, 0, 4, 2, 0, 6, 0, 2, 0, 0, 10, 10, 0, 4, 0, 4, 0, 10, 3, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 10, 6, 4, 0, 0, 2, 0, 0, 0, 3, 6],[],[][16, 38, 31, 43, 5, 18],[17, 4, 44, 13, 30],[28, 0, 48],[25, 12, 41, 23],[32, 1, 11, 26, 47],[49, 10, 40, 7, 15, 33],[14, 34, 22, 45, 29],[24, 35, 36, 2],[19, 37, 46, 42, 6],[9, 21, 3, 20, 39, 27]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 4, 5, 0, 0, 4, 10, 0, 0, 0, 0, 2, 0, 0, 5, 0, 10, 0, 7, 2, 0, 0, 7, 0, 4, 0, 10, 0, 0, 7, 0, 4, 5, 0, 10, 2, 7, 7, 7, 0, 0, 0, 5, 2, 0, 5, 10, 2, 0, 0],[],[],[],[],[],[],[6, 0, 0, 3, 1, 0, 0, 6, 0, 9, 9, 0, 3, 1, 0, 8, 0, 9, 0, 0, 8, 1, 0, 6, 0, 1, 0, 8, 1, 0, 6, 0, 0, 8, 0, 0, 0, 0, 0, 9, 6, 6, 0, 0, 8, 0, 0, 0, 3, 9],[],[][21, 4, 28, 13, 25],[43, 47, 35, 19, 11],[3, 12, 48],[5, 31, 1, 24],[45, 42, 32, 14, 2],[7, 30, 23, 41, 0, 40],[18, 22, 37, 38, 36, 29],[20, 33, 15, 27, 44],[9, 17, 10, 49, 39],[46, 34, 16, 26, 6]
01100110000100101011001010100101101111100011011100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10011001011011010100110101011010010000011100100011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 8, 8, 0, 0, 8, 7, 0, 0, 0, 0, 8, 0, 0, 10, 0, 2, 0, 2, 7, 0, 0, 7, 0, 9, 0, 2, 0, 0, 9, 0, 2, 8, 0, 2, 9, 10, 2, 9, 0, 0, 0, 9, 9, 0, 10, 7, 8, 0, 0],[],[],[],[],[],[],[6, 0, 0, 1, 5, 0, 0, 5, 0, 6, 1, 0, 1, 6, 0, 4, 0, 6, 0, 0, 6, 1, 0, 3, 0, 6, 0, 4, 4, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 5, 5, 3, 0, 0, 1, 0, 0, 0, 6, 1],[],[][3, 10, 44, 21, 49, 12],[16, 37, 31, 34, 18, 26],[41, 23, 33],[27, 15, 28],[40, 39, 4, 30, 7],[9, 20, 25, 13, 17, 0, 48],[6, 46, 19, 22],[47, 5, 2, 11, 32, 1],[24, 35, 43, 38, 29, 42],[36, 45, 14]
