00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 1, 4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 0, 10, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 8, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 6, 0, 8, 0, 0, 5, 0, 0, 8, 0, 0, 6],[0, 0, 9, 0, 3, 0, 9, 9, 0, 9, 0, 0, 0, 9, 0, 9, 0, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 0, 9, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0],[2, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0],[],[][18, 44, 41, 30, 37, 5],[35, 0, 47, 3, 45],[27, 42, 17, 31, 4, 48],[19, 25, 22, 11, 36],[23, 10, 43],[12, 38, 24, 49],[16, 8, 20, 28],[33, 46, 40, 26, 34],[15, 7, 32, 2, 9, 6, 21, 29, 13],[14, 1, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 5, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 2, 0, 2, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 10, 0, 0, 1, 0, 0, 10],[0, 0, 7, 0, 9, 0, 9, 7, 0, 6, 0, 0, 0, 9, 0, 6, 0, 6, 0, 0, 0, 7, 0, 0, 0, 0, 0, 9, 0, 6, 0, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 0],[8, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0],[],[][33, 40, 46, 38, 23, 10, 24, 34],[18, 11, 37, 39, 14],[28, 20, 3, 16, 8, 45, 47],[5, 22, 1, 44],[36, 30, 41, 19, 25],[9, 15, 17, 29, 48],[21, 2, 32, 7],[35, 0],[4, 6, 31, 27, 42, 13],[12, 26, 43, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 3, 3, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 10, 0, 0, 0, 0, 0, 0, 6, 10, 0, 0, 0, 10, 0, 7, 0, 0, 7, 0, 0, 6, 0, 0, 6],[0, 0, 9, 0, 9, 0, 5, 5, 0, 9, 0, 0, 0, 5, 0, 9, 0, 9, 0, 0, 0, 5, 0, 0, 0, 0, 0, 9, 0, 9, 0, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0],[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0],[],[][47, 35, 8, 3, 0, 20],[5, 36, 11, 1],[44, 39, 25, 19, 37, 18],[22, 41, 30, 14],[6, 7, 32, 48, 21, 13],[12, 46, 49, 33],[40, 23, 24, 43],[16, 28, 45],[29, 17, 42, 15, 27, 2, 31, 9, 4],[38, 26, 10, 34]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 8, 0, 0, 9, 0, 0, 0, 9, 8, 0, 0, 7, 0, 0, 8, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 9, 0, 9, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2],[0, 0, 3, 0, 4, 0, 3, 4, 0, 3, 0, 0, 0, 4, 0, 3, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 5, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0],[10, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 10, 0, 0],[],[][24, 10, 26, 23, 12, 38, 34],[33, 49, 40, 43, 46],[31, 6, 9, 27, 17, 2, 15],[32, 7, 4, 13, 21],[42, 29, 48],[28, 16, 8, 3, 45],[1, 36, 22, 41],[25, 19, 11],[18, 14, 39, 5, 44, 30, 37],[35, 20, 47, 0]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 0, 7, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 7, 0, 7, 0, 0, 2, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 1, 0, 1, 0, 0, 8, 0, 0, 8, 0, 0, 1],[0, 0, 3, 0, 3, 0, 3, 3, 0, 3, 0, 0, 0, 9, 0, 9, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 0, 9, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0],[6, 0, 0, 10, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0],[],[][38, 12, 10, 26, 33, 40, 49, 24],[30, 14, 44, 5, 25, 19, 11, 36],[21, 7, 2, 9, 6, 4, 17],[37, 18],[16, 20, 8, 28],[45, 35, 0, 47],[41, 1, 22, 39],[23, 43, 34, 46],[31, 15, 32, 27, 42, 48, 29, 13],[3]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 5, 6, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 2, 0, 2, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 9, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 9, 0, 8, 0, 0, 9, 0, 0, 9, 0, 0, 8],[0, 0, 10, 0, 1, 0, 1, 1, 0, 4, 0, 0, 0, 1, 0, 4, 0, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0],[7, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 0, 0],[],[][13, 27, 7, 29, 21, 48, 4, 6],[11, 22, 37, 39, 1, 30],[20, 35, 8, 47],[15, 31, 9, 42],[18, 41, 44],[5, 19, 25, 14, 36],[28, 16, 0, 3, 45],[33, 12, 49, 40],[38, 46, 26, 10, 24, 43, 23, 34],[2, 32, 17]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 2, 0, 0, 0, 0, 0, 0, 8, 2, 0, 0, 0, 2, 0, 2, 0, 0, 7, 0, 0, 8, 0, 0, 7],[0, 0, 6, 0, 9, 0, 9, 6, 0, 9, 0, 0, 0, 6, 0, 9, 0, 6, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 6, 0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 0],[5, 0, 0, 4, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 10, 0, 0],[],[][18, 19, 25, 22, 11, 41, 1],[34, 38, 12, 24, 26, 40],[30, 14, 37, 5, 39, 36, 44],[3, 45],[0, 8, 20],[48, 13, 7, 17, 32, 2, 29],[43, 49, 10],[23, 33, 46],[42, 21, 27, 15, 31, 9, 6, 4],[35, 47, 16, 28]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 8, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 3, 0, 0, 8, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 5, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 5, 0, 2, 0, 0, 5, 0, 0, 2, 0, 0, 5],[0, 0, 9, 0, 9, 0, 9, 7, 0, 7, 0, 0, 0, 7, 0, 9, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 0, 9, 0, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0],[6, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 6, 0, 0],[],[][18, 30, 11, 39, 19],[24, 40, 23, 46, 33, 10, 34, 12],[14, 41, 25, 37, 36, 1],[28, 8, 3],[38, 49, 26, 43],[47, 0, 20, 35],[13, 9, 21, 27, 32, 17, 7],[22, 5, 44],[29, 6, 31, 4, 15, 2, 48, 42],[16, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 10, 0, 0, 0, 2, 6, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 6, 0, 10, 0, 2, 0, 0, 10, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 8, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 9, 0, 9, 0, 0, 9, 0, 0, 9, 0, 0, 9],[0, 0, 1, 0, 4, 0, 1, 1, 0, 7, 0, 0, 0, 1, 0, 7, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 7, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0],[3, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0],[],[][2, 21, 48, 13, 31, 6, 7, 27],[11, 36, 18, 1, 41],[28, 35, 16, 8, 0, 3],[32, 42, 4],[45, 20, 47],[25, 22, 37, 5, 19],[15, 9, 17, 29],[33, 26, 10, 34],[38, 43, 12, 46, 24, 49, 23, 40],[44, 39, 30, 14]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000100000100100011001001000010000011010100100000,00000000001010000000000110100000011000101001001001,00101011010001010100010000010101100000000010000010,10010000100000001000100000001000000100000000010100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 0, 0, 4, 4, 0, 0, 6, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 6, 0, 2, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 5, 0, 1, 0, 0, 5, 0, 0, 1, 0, 0, 1],[0, 0, 9, 0, 8, 0, 8, 9, 0, 7, 0, 0, 0, 7, 0, 9, 0, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 9, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 9, 0],[10, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 0],[],[][24, 49, 23, 40, 33, 10, 34, 46],[44, 36, 1, 30, 39],[35, 16, 3, 20, 28, 47],[19, 25, 18, 11],[43, 26, 12, 38],[37, 22, 5, 14, 41],[32, 31, 9, 13, 17],[6, 4, 42],[48, 29, 2, 27, 15, 7, 21],[8, 0, 45]
