00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[3, 3, 1, 0, 7, 1, 10, 7, 10, 7, 0, 1, 3, 7, 0, 2, 7, 2, 1, 0, 2, 10, 0, 1, 0, 0, 3, 3, 7, 0, 2, 7, 0, 0, 10, 0, 0, 7, 0, 0, 2, 1, 0, 0, 0, 0, 10, 1, 7, 2],[],[],[],[],[],[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 4, 0, 5, 9, 0, 0, 0, 4, 0, 0, 4, 8, 0, 4, 5, 0, 6, 4, 0, 0, 9, 8, 5, 6, 0, 0, 0, 0],[],[][47, 41, 23, 2, 5, 11, 18],[20, 49, 40, 15, 17, 30],[27, 26, 0, 12, 1],[14, 29, 10, 32, 35, 22, 39],[3, 44, 36, 24],[38, 45],[48, 31, 7, 4, 37, 13, 28, 9, 16],[33, 19, 43],[42, 25],[8, 6, 21, 34, 46]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[4, 6, 2, 0, 7, 6, 1, 2, 1, 7, 0, 1, 7, 1, 0, 1, 1, 4, 7, 0, 7, 1, 0, 6, 0, 0, 1, 7, 4, 0, 7, 6, 0, 0, 2, 0, 0, 4, 0, 0, 2, 4, 0, 0, 0, 0, 1, 7, 7, 7],[],[],[],[],[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0, 3, 0, 9, 8, 0, 0, 0, 5, 0, 0, 3, 3, 0, 9, 8, 0, 5, 9, 0, 0, 8, 9, 5, 3, 0, 0, 0, 0],[],[][13, 11, 8, 15, 21, 26, 46, 16, 6],[7, 2, 34, 40],[22, 45, 33, 19, 32],[0, 41, 17, 37, 28],[29, 38, 44],[5, 1, 23, 31],[47, 27, 20, 30, 4, 18, 48, 49, 9, 12],[36, 42, 25],[39, 35, 10, 43, 24],[14, 3]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[1, 7, 1, 0, 3, 7, 2, 2, 1, 10, 0, 2, 2, 1, 0, 3, 7, 7, 1, 0, 10, 3, 0, 2, 0, 0, 1, 7, 10, 0, 7, 2, 0, 0, 1, 0, 0, 7, 0, 0, 3, 10, 0, 0, 0, 0, 3, 7, 7, 3],[],[],[],[],[],[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 0, 6, 0, 9, 9, 0, 0, 0, 5, 0, 0, 4, 8, 0, 8, 5, 0, 6, 8, 0, 0, 4, 6, 8, 8, 0, 0, 0, 0],[],[][13, 0, 8, 18, 26, 2, 34],[23, 11, 12, 7, 31, 6],[49, 46, 40, 15, 21, 4],[32, 42, 14],[36, 3, 29],[22, 38, 43, 19],[1, 30, 17, 47, 27, 37, 48, 16, 5],[33, 45, 35, 39, 44, 10],[25, 24],[20, 28, 41, 9]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[6, 1, 2, 0, 2, 8, 3, 1, 8, 2, 0, 1, 1, 3, 0, 2, 3, 6, 1, 0, 8, 1, 0, 2, 0, 0, 8, 8, 3, 0, 3, 3, 0, 0, 6, 0, 0, 8, 0, 0, 2, 8, 0, 0, 0, 0, 1, 3, 2, 1],[],[],[],[],[],[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 4, 0, 7, 5, 0, 0, 0, 7, 0, 0, 9, 9, 0, 7, 10, 0, 4, 4, 0, 0, 10, 10, 4, 7, 0, 0, 0, 0],[],[][21, 18, 12, 46, 11, 1, 49, 7],[4, 2, 15, 23, 9, 40, 48],[31, 16, 28, 6, 30, 13, 47],[22, 38, 44, 39, 19],[25],[17, 34, 0],[24, 3, 14, 35, 29, 45],[26, 20, 37, 27, 41, 5, 8],[32, 33],[10, 43, 36, 42]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[3, 1, 1, 0, 2, 1, 6, 1, 2, 6, 0, 3, 1, 2, 0, 7, 7, 3, 7, 0, 1, 7, 0, 1, 0, 0, 7, 1, 7, 0, 2, 3, 0, 0, 2, 0, 0, 2, 0, 0, 6, 7, 0, 0, 0, 0, 7, 2, 3, 1],[],[],[],[],[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 5, 0, 5, 4, 0, 0, 0, 5, 0, 0, 4, 10, 0, 10, 4, 0, 9, 5, 0, 0, 8, 4, 10, 9, 0, 0, 0, 0],[],[][5, 12, 1, 23, 49, 7, 2, 20, 27],[8, 4, 34, 30, 37, 47, 13],[31, 48, 11, 0, 17],[36, 43, 14, 25, 32, 19],[24, 22, 29, 39],[6, 9, 40],[21, 16, 46, 18, 41, 26, 15, 28],[3, 42],[38, 45, 10],[33, 35, 44]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[1, 1, 1, 0, 6, 7, 8, 3, 7, 1, 0, 6, 1, 8, 0, 3, 3, 3, 3, 0, 1, 3, 0, 6, 0, 0, 7, 6, 3, 0, 7, 1, 0, 0, 7, 0, 0, 7, 0, 0, 7, 8, 0, 0, 0, 0, 7, 8, 6, 8],[],[],[],[],[],[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 9, 0, 0, 10, 0, 2, 4, 0, 0, 0, 2, 0, 0, 9, 2, 0, 9, 5, 0, 2, 5, 0, 0, 9, 5, 5, 4, 0, 0, 0, 0],[],[][4, 1, 27, 17, 15, 47, 49, 0],[25, 3, 33],[18, 31, 7, 48, 34, 21, 20, 30],[29, 32, 36, 44, 43],[22, 10, 35, 45, 19],[2, 37, 26, 23, 5],[28, 13, 12, 16, 11, 9],[8, 46, 41, 6, 40],[42, 14],[24, 38, 39]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[7, 1, 3, 0, 7, 7, 2, 7, 10, 3, 0, 1, 3, 10, 0, 10, 7, 1, 3, 0, 10, 3, 0, 3, 0, 0, 1, 10, 7, 0, 2, 10, 0, 0, 1, 0, 0, 2, 0, 0, 7, 3, 0, 0, 0, 0, 2, 2, 2, 2],[],[],[],[],[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 0, 5, 0, 8, 5, 0, 0, 0, 6, 0, 0, 6, 4, 0, 4, 4, 0, 8, 4, 0, 0, 6, 8, 6, 9, 0, 0, 0, 0],[],[][11, 1, 34, 26, 17],[30, 6, 47, 37, 49, 46, 48],[12, 9, 23, 21, 2, 41, 18],[35, 19, 36, 39, 33],[22, 25, 10],[29, 44, 42, 32],[28, 4, 0, 7, 40, 5, 16],[24, 3, 43, 38],[14, 45],[13, 8, 31, 27, 20, 15]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[8, 4, 4, 0, 4, 4, 8, 7, 7, 1, 0, 8, 1, 4, 0, 8, 7, 7, 1, 0, 8, 1, 0, 7, 0, 0, 1, 9, 7, 0, 8, 9, 0, 0, 8, 0, 0, 4, 0, 0, 9, 1, 0, 0, 0, 0, 7, 7, 4, 7],[],[],[],[],[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 2, 0, 6, 10, 0, 0, 0, 2, 0, 0, 3, 3, 0, 6, 2, 0, 6, 5, 0, 0, 3, 5, 5, 2, 0, 0, 0, 0],[],[][9, 18, 12, 41, 21, 26],[29, 22, 36, 10, 45],[32, 33, 42, 19],[48, 1, 5, 13, 2, 37, 4],[14, 44, 39, 43],[38, 35, 24],[47, 28, 17, 7, 46, 16, 49, 8, 23],[15, 30, 20, 34, 0, 11, 6],[31, 40, 27],[3, 25]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[1, 1, 1, 0, 10, 7, 2, 2, 10, 7, 0, 4, 1, 2, 0, 1, 4, 2, 1, 0, 2, 1, 0, 7, 0, 0, 10, 7, 7, 0, 4, 7, 0, 0, 10, 0, 0, 4, 0, 0, 7, 7, 0, 0, 0, 0, 4, 4, 1, 1],[],[],[],[],[],[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 3, 0, 3, 8, 0, 0, 0, 9, 0, 0, 9, 5, 0, 3, 3, 0, 8, 6, 0, 0, 3, 9, 9, 3, 0, 0, 0, 0],[],[][46, 48, 26, 41, 21, 30, 13],[45, 3, 10, 14, 29],[35, 43, 33, 22, 36],[49, 40, 9, 27, 4, 6, 2],[32, 19],[8, 18, 7, 12, 34, 47],[31, 1, 11, 5, 17, 20, 15],[0, 16, 23, 37, 28],[25, 42, 44],[39, 38, 24]
00000000000000000000000000000000000000000000000000,11101111110111011110110100111011001001001100001111,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000001000100001001011000100110110110011110000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[4, 7, 7, 0, 2, 6, 7, 4, 1, 4, 0, 7, 6, 2, 0, 2, 1, 1, 1, 0, 2, 2, 0, 1, 0, 0, 7, 6, 7, 0, 6, 1, 0, 0, 4, 0, 0, 7, 0, 0, 1, 2, 0, 0, 0, 0, 6, 4, 1, 4],[],[],[],[],[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 3, 0, 0, 8, 0, 10, 8, 0, 0, 0, 10, 0, 0, 8, 8, 0, 3, 3, 0, 10, 9, 0, 0, 5, 9, 3, 3, 0, 0, 0, 0],[],[][8, 40, 18, 48, 17, 23, 31, 16],[20, 4, 41, 21, 15, 13],[45, 19, 35, 10, 44, 36],[7, 9, 0, 49, 34, 47],[42, 14],[30, 27, 5, 12, 46],[26, 11, 1, 28, 6, 2, 37],[32, 33, 25, 22],[3, 39, 43],[29, 24, 38]
