00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 1, 0, 0, 0, 2, 3, 10, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 10, 0, 1, 0, 0, 2, 0, 1, 0, 4, 0, 0, 0, 10],[6, 8, 9, 5, 0, 5, 9, 5, 0, 0, 0, 0, 9, 7, 5, 7, 5, 0, 0, 8, 5, 9, 6, 8, 5, 8, 7, 8, 0, 9, 9, 8, 6, 9, 7, 0, 0, 9, 0, 9, 9, 0, 8, 0, 5, 0, 9, 6, 9, 0],[],[],[],[],[],[],[],[][43, 38, 4],[8, 41],[11, 9, 18, 35, 17],[45, 28],[24, 3, 20, 14, 5, 7, 16, 44],[0, 22, 32, 47],[13, 26, 34, 15],[1, 19, 42, 31, 23, 27, 25],[48, 46, 40, 29, 6, 33, 37, 30, 21, 2, 39, 12],[49, 10, 36]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 7, 0, 0, 0, 1, 8, 7, 2, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 4, 0, 7, 0, 0, 7, 0, 2, 0, 8, 0, 0, 0, 7],[10, 9, 9, 5, 0, 9, 6, 10, 0, 0, 0, 0, 5, 9, 6, 6, 5, 0, 0, 3, 9, 5, 3, 9, 10, 5, 9, 6, 0, 10, 9, 9, 3, 3, 3, 0, 0, 5, 0, 5, 3, 0, 5, 0, 9, 0, 10, 10, 5, 0],[],[],[],[],[],[],[],[][10, 35, 8, 18],[45],[33, 13, 0, 30, 1, 27],[43, 4],[42, 34, 19, 26, 25, 37, 7, 21],[2, 39, 31, 22, 20, 40, 47],[9, 28],[49, 38, 11, 17, 41, 36],[46, 3, 24, 15, 6, 14, 12],[48, 16, 5, 44, 32, 23, 29]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 6, 0, 0, 0, 7, 4, 6, 6, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 2, 0, 1, 0, 0, 4, 0, 7, 0, 7, 0, 0, 0, 1],[9, 3, 9, 10, 0, 9, 10, 8, 0, 0, 0, 0, 9, 10, 3, 8, 10, 0, 0, 9, 9, 8, 5, 5, 8, 8, 8, 5, 0, 10, 3, 5, 5, 5, 10, 0, 0, 3, 0, 9, 9, 0, 5, 0, 8, 0, 3, 10, 5, 0],[],[],[],[],[],[],[],[][35, 41, 36],[49],[46, 3, 5, 42, 39],[4, 10, 28, 45],[30, 37, 34, 20, 40, 27, 47],[17, 18, 43],[8, 38, 11, 9],[13, 31, 15, 19, 29, 2, 26, 32, 44],[21, 0, 12, 24, 6, 23, 22, 14],[16, 48, 33, 7, 25, 1]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 7, 0, 0, 0, 1, 4, 7, 2, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 4, 0, 6, 0, 0, 2, 0, 4, 0, 6, 0, 0, 0, 6],[8, 5, 9, 8, 0, 3, 10, 10, 0, 0, 0, 0, 10, 3, 8, 10, 3, 0, 0, 5, 5, 9, 5, 10, 5, 5, 3, 9, 0, 9, 8, 3, 9, 9, 10, 0, 0, 5, 0, 5, 3, 0, 9, 0, 9, 0, 10, 9, 3, 0],[],[],[],[],[],[],[],[][8, 45, 11, 43],[17, 4],[38, 36, 35],[28, 18, 9],[37, 47, 1, 29, 42, 40, 30, 21, 27, 39, 16],[23, 20, 19, 0, 25, 12, 7],[34, 2, 15, 24],[44, 6, 3, 26, 5, 13],[46, 33, 48, 32, 31, 14, 22],[10, 41, 49]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 4, 0, 0, 0, 4, 7, 7, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 4, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 3],[8, 6, 5, 10, 0, 10, 5, 5, 0, 0, 0, 0, 9, 9, 10, 6, 9, 0, 0, 10, 5, 8, 8, 6, 8, 10, 5, 5, 0, 8, 9, 8, 5, 8, 9, 0, 0, 9, 0, 8, 6, 0, 9, 0, 5, 0, 10, 6, 9, 0],[],[],[],[],[],[],[],[][17, 41, 11],[43, 45],[18, 28, 49, 36, 35],[38, 8, 4],[27, 32, 26, 6, 20, 2, 7, 44],[47, 1, 40, 23, 15],[10, 9],[33, 21, 39, 22, 29, 0, 24, 31],[12, 13, 48, 30, 42, 34, 37, 16],[19, 14, 3, 25, 46, 5]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 1, 0, 0, 0, 4, 7, 4, 6, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 2, 0, 7, 0, 0, 4, 0, 4, 0, 1, 0, 0, 0, 1],[5, 8, 5, 3, 0, 3, 8, 10, 0, 0, 0, 0, 9, 3, 5, 10, 10, 0, 0, 10, 9, 8, 5, 3, 5, 8, 8, 9, 0, 9, 5, 8, 8, 10, 5, 0, 0, 3, 0, 5, 3, 0, 3, 0, 9, 0, 9, 10, 9, 0],[],[],[],[],[],[],[],[][8, 18, 43, 35, 36],[4, 45],[28, 49, 11, 41],[10, 17, 38],[46, 3, 27, 7, 48, 13, 12],[23, 22, 2, 14, 19],[9],[40, 34, 20, 6, 42, 0, 15],[24, 25, 31, 44, 5, 29, 39, 16, 47],[21, 26, 32, 1, 30, 37, 33]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 4, 0, 0, 0, 10, 6, 10, 6, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 10, 0, 6, 0, 10, 0, 0, 0, 4],[9, 8, 3, 9, 0, 3, 7, 7, 0, 0, 0, 0, 3, 5, 5, 3, 9, 0, 0, 9, 3, 9, 9, 8, 9, 9, 8, 9, 0, 8, 5, 3, 5, 3, 7, 0, 0, 8, 0, 8, 7, 0, 5, 0, 3, 0, 5, 9, 7, 0],[],[],[],[],[],[],[],[][38, 17, 36],[],[31, 5, 15, 2, 20, 44, 12, 33],[49, 28, 4],[13, 46, 32, 14, 42, 30],[11, 43, 18, 35, 9],[40, 34, 48, 7, 6],[37, 26, 39, 29, 23, 1],[47, 24, 21, 25, 16, 27, 22, 19, 3, 0],[8, 41, 10, 45]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 4, 0, 0, 0, 10, 4, 1, 7, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 7, 0, 2, 0, 0, 7, 0, 7, 0, 4, 0, 0, 0, 2],[9, 8, 8, 5, 0, 8, 5, 5, 0, 0, 0, 0, 5, 9, 3, 9, 5, 0, 0, 6, 5, 9, 6, 6, 6, 5, 9, 5, 0, 3, 3, 8, 3, 3, 6, 0, 0, 9, 0, 3, 8, 0, 8, 0, 9, 0, 5, 6, 5, 0],[],[],[],[],[],[],[],[][10, 35, 18],[49, 38],[33, 29, 39, 14, 30, 32],[9, 4, 45],[12, 7, 48, 46, 25, 6, 20, 16, 3, 27],[23, 34, 22, 19, 24, 47],[43, 11, 36, 41],[31, 2, 42, 40, 5, 1],[37, 44, 13, 15, 21, 26, 0],[8, 17, 28]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 10, 0, 0, 0, 10, 2, 4, 10, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 0, 3, 0, 0, 2, 0, 4, 0, 1, 0, 0, 0, 3],[9, 6, 8, 5, 0, 9, 7, 5, 0, 0, 0, 0, 7, 7, 6, 5, 5, 0, 0, 5, 5, 7, 9, 8, 9, 5, 5, 9, 0, 8, 6, 7, 6, 6, 5, 0, 0, 9, 0, 5, 8, 0, 7, 0, 6, 0, 8, 8, 8, 0],[],[],[],[],[],[],[],[][36, 45, 28],[18, 9, 41],[38, 49],[43, 17, 10],[7, 25, 19, 26, 20, 39, 34, 3, 15, 16],[33, 44, 30, 1, 14, 32],[12, 13, 42, 31, 21, 6],[47, 40, 23, 2, 29, 46, 48],[5, 27, 24, 37, 22, 0],[4, 35, 8, 11]
00001000111100000110000000001000000110100101010001,11110111000011111001111111110111111001011010101110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 7, 0, 0, 0, 6, 6, 6, 4, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 6, 0, 7, 0, 0, 7, 0, 7, 0, 4, 0, 0, 0, 6],[5, 10, 5, 5, 0, 9, 8, 10, 0, 0, 0, 0, 10, 8, 8, 8, 3, 0, 0, 10, 9, 9, 9, 3, 3, 9, 9, 5, 0, 5, 5, 9, 10, 9, 3, 0, 0, 3, 0, 5, 5, 0, 5, 0, 8, 0, 10, 8, 10, 0],[],[],[],[],[],[],[],[][35],[28, 18],[24, 23, 34, 16, 37],[11, 45],[3, 29, 2, 39, 42, 27, 0, 30, 40],[8, 36, 49, 10, 9],[41, 4, 43, 38, 17],[15, 44, 14, 6, 13, 47],[25, 22, 20, 31, 26, 5, 21, 33],[32, 12, 7, 19, 46, 48, 1]
