00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1],[0, 5, 8, 5, 5, 8, 0, 0, 9, 9, 8, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 8, 5, 5, 9, 5, 9, 8, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 0, 4, 0, 0, 7, 0, 7, 3, 0, 0],[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 6, 0],[][14, 43, 49, 17],[45, 18, 37, 15],[47, 13, 22, 26],[16, 41, 35],[1, 42, 4, 29, 30, 32, 3],[23, 24, 48, 40, 7],[39, 27, 0, 46, 44],[34, 25, 2, 11, 5, 28, 10],[12, 33, 9, 31, 8, 21, 36],[20, 19, 38, 6]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6],[0, 7, 5, 8, 5, 7, 0, 0, 8, 7, 8, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 5, 0, 0, 7, 8, 7, 5, 7, 7, 7, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 2, 0, 0, 3, 0, 2, 2, 0, 0],[0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 0, 0, 0, 0, 9, 0, 0, 9, 0],[][14, 6, 20],[46, 41, 27, 47, 16],[26, 35, 44, 22],[39, 0, 13],[36, 4, 31, 2, 11, 25],[38, 49, 17, 43, 19],[30, 9, 5, 28, 32, 33, 1, 34, 42],[29, 12, 10, 3, 21, 8],[18, 48, 45, 15, 7, 37],[40, 24, 23]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6],[0, 5, 8, 2, 2, 5, 0, 0, 5, 2, 5, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 5, 8, 5, 2, 2, 8, 8, 0, 2, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 0, 1, 0, 0, 10, 0, 7, 7, 0, 0],[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 9, 0],[][0, 41, 39, 27],[31, 4, 25, 32, 3, 9, 36],[18, 24, 7],[19, 17],[8, 21, 28, 10, 1, 12, 5, 30],[20, 6, 38, 49, 43, 14],[47, 16, 13, 46, 26],[11, 2, 33, 29, 34, 42],[37, 45, 40, 23, 48, 15],[35, 44, 22]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 6],[0, 9, 9, 2, 8, 9, 0, 0, 9, 9, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 9, 0, 0, 2, 8, 8, 2, 8, 2, 8, 0, 8, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 0, 5, 0, 0, 5, 0, 5, 5, 0, 0],[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 3, 0],[][15, 23, 40, 37],[31, 12, 33, 3, 28],[18, 48, 7],[6, 20, 19, 43],[26, 44, 41, 47, 13, 46],[49, 14, 38, 17],[35, 22, 27, 16, 0, 39],[10, 21, 4, 34, 29, 36, 32, 30],[25, 8, 1, 42, 2, 5, 11, 9],[24, 45]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 10],[0, 9, 9, 7, 7, 5, 0, 0, 7, 9, 9, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 5, 9, 5, 5, 9, 9, 7, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 8, 0, 0, 8, 0, 3, 1, 0, 0],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 2, 0],[][47, 13, 16],[24, 48, 23, 15],[22, 27, 26, 46],[18, 45, 40, 37, 7],[21, 25, 28, 30, 5, 31],[20, 17, 43, 38, 19],[3, 11, 12, 8, 34, 42, 4],[0, 41, 44, 35, 39],[36, 2, 10, 32, 33, 29, 1, 9],[6, 49, 14]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5],[0, 8, 8, 7, 9, 7, 0, 0, 9, 9, 9, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 9, 7, 8, 7, 9, 8, 8, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 4, 0, 0, 2, 0, 2, 3, 0, 0],[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 6, 0, 0, 6, 0],[][14, 43, 20, 19],[26, 44, 22, 46],[0, 13, 16, 47],[39, 27, 35, 41],[6, 38, 17, 49],[45, 48, 24, 7, 23],[29, 31, 3, 12, 5],[36, 25, 34, 42, 1, 2, 33, 30],[9, 28, 32, 11, 8, 21, 10, 4],[18, 40, 37, 15]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3],[0, 5, 7, 5, 9, 7, 0, 0, 7, 5, 5, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 0, 0, 5, 7, 9, 7, 9, 5, 7, 0, 5, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 4, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 4, 0, 0, 8, 0, 8, 4, 0, 0],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 1, 0],[][23, 45, 48, 7],[15],[49, 14, 43, 17, 6],[16, 27, 41, 47, 13],[1, 33, 3, 9, 36, 28, 10],[18, 24, 40, 37],[34, 29, 21, 8, 31, 5, 2],[22, 46, 0, 26, 44, 35, 39],[12, 11, 32, 30, 4, 42, 25],[38, 20, 19]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3],[0, 2, 2, 5, 5, 2, 0, 0, 8, 8, 8, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 5, 2, 5, 5, 5, 2, 8, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 9, 0, 0, 9, 0, 1, 7, 0, 0],[0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 6, 0],[][35, 46, 0],[36, 1, 29, 5, 2, 33],[49, 14, 43, 38],[6, 20, 17, 19],[12, 42, 31, 4, 28, 32, 3, 30],[40, 45, 48, 15, 18],[39, 27, 47, 22],[25, 34, 21, 8, 9, 11, 10],[13, 41, 16, 44, 26],[23, 24, 37, 7]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10],[0, 5, 9, 5, 9, 8, 0, 0, 8, 8, 9, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 9, 9, 5, 8, 5, 9, 5, 0, 9, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 4, 0, 0, 1, 0, 2, 1, 0, 0],[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 6, 0, 0, 6, 0],[][47, 35, 44],[27, 46, 39, 13],[19, 38, 17, 14],[26, 0, 16, 41, 22],[34, 1, 12, 30, 32, 3],[48, 45],[23, 40, 7, 18, 24, 15, 37],[9, 5, 31, 8, 42],[25, 36, 29, 10, 28, 11, 33, 2, 4, 21],[49, 43, 6, 20]
00000000000000000000000000000000000000000000000000,00000010000000100101100000000000000000100001000001,01111100111110000000010001001111111010000010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000000000001001000001000110000000100010100101100,00000001000000010010000110000000000001001000010010,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 10, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6],[0, 9, 7, 5, 5, 9, 0, 0, 9, 7, 9, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 7, 7, 5, 5, 9, 7, 5, 0, 7, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 1, 0, 0, 1, 0, 2, 4, 0, 0],[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 3, 0],[][41, 44, 26],[13, 46, 22, 35, 16],[48, 23, 15],[39, 0, 27, 47],[30, 12, 11, 3, 31, 4, 34, 25],[49, 38, 43, 14],[28, 33, 36, 21, 29, 9, 2],[7, 37, 24, 45, 40, 18],[42, 1, 8, 10, 5, 32],[20, 17, 6, 19]
