00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[8, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 10, 0, 6, 0, 4, 4, 2, 0, 2, 8, 0, 0, 6, 0, 0, 0, 8, 0, 0, 4, 10, 0, 2, 0, 0, 0, 0, 0, 10, 6, 0, 6, 8, 0, 10, 0, 0],[],[],[],[0, 5, 3, 3, 3, 7, 0, 7, 5, 0, 9, 5, 1, 0, 3, 0, 1, 3, 0, 0, 9, 0, 0, 1, 5, 0, 7, 9, 5, 0, 9, 9, 0, 0, 5, 0, 3, 3, 1, 1, 7, 0, 0, 9, 0, 0, 1, 0, 3, 5],[],[],[][16, 39, 23, 12, 46, 38],[19, 21, 35],[37, 36, 14, 3, 17, 4, 2, 48],[18, 32, 17],[24, 8, 34, 11, 1, 49, 28],[15, 25, 6, 9, 42, 44],[26, 7, 40, 5],[0, 45, 22, 29],[31, 27, 30, 20, 43, 10],[41, 13, 33, 47]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[2, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 0, 0, 9, 0, 6, 0, 1, 6, 1, 0, 1, 2, 0, 0, 9, 0, 0, 0, 1, 0, 0, 9, 10, 0, 10, 0, 0, 0, 0, 0, 2, 1, 0, 10, 6, 0, 10, 0, 0],[],[],[],[0, 5, 3, 7, 7, 8, 0, 5, 4, 0, 3, 3, 8, 0, 7, 0, 4, 7, 0, 0, 5, 0, 0, 7, 3, 0, 5, 8, 3, 0, 4, 8, 0, 0, 5, 0, 5, 7, 4, 5, 3, 0, 0, 3, 0, 0, 4, 0, 8, 8],[],[],[][19, 21, 17, 42, 29],[41, 22, 0],[10, 11, 2, 24, 28, 43, 40],[30, 46, 38, 16, 8],[39, 26, 36, 7, 20, 34, 1],[45, 9, 15, 18],[4, 23, 14, 3, 17, 37],[12, 27, 49, 31, 5, 48],[25, 32, 13],[47, 44, 33, 35, 6]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[2, 0, 0, 0, 0, 0, 8, 0, 0, 9, 0, 0, 0, 4, 0, 2, 0, 4, 10, 8, 0, 9, 8, 0, 0, 8, 0, 0, 0, 10, 0, 0, 4, 9, 0, 2, 0, 0, 0, 0, 0, 9, 10, 0, 4, 8, 0, 2, 0, 0],[],[],[],[0, 7, 6, 3, 7, 3, 0, 6, 3, 0, 6, 5, 5, 0, 1, 0, 7, 6, 0, 0, 3, 0, 0, 3, 1, 0, 7, 5, 5, 0, 1, 3, 0, 0, 7, 0, 7, 1, 5, 3, 3, 0, 0, 3, 0, 0, 1, 0, 1, 1],[],[],[][48, 37, 24, 30, 49, 46, 14],[35, 47, 0, 15],[43, 40, 23, 20, 5, 3, 8, 31, 39],[32, 17, 44, 13],[38, 12, 28, 27, 11],[10, 17, 7, 2],[4, 1, 16, 36, 34, 26],[45, 22, 25, 6, 19],[41, 21, 33, 9],[42, 18, 29]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[1, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 0, 0, 1, 0, 1, 0, 2, 7, 7, 0, 9, 8, 0, 0, 1, 0, 0, 0, 7, 0, 0, 2, 1, 0, 8, 0, 0, 0, 0, 0, 9, 8, 0, 9, 2, 0, 2, 0, 0],[],[],[],[0, 5, 5, 3, 4, 6, 0, 6, 3, 0, 4, 10, 5, 0, 6, 0, 10, 6, 0, 0, 5, 0, 0, 4, 3, 0, 6, 3, 3, 0, 5, 6, 0, 0, 6, 0, 3, 10, 4, 4, 5, 0, 0, 3, 0, 0, 4, 0, 10, 3],[],[],[][27, 30, 43, 17, 20, 48, 7, 3],[15, 33, 44, 9],[11, 8, 26, 46, 12, 28, 49, 23],[22, 29, 6, 25],[37, 14, 5, 10],[39, 4, 16, 36, 34],[41, 45, 17, 47, 18],[21, 0, 19, 32],[38, 40, 1, 24, 2, 31],[13, 42, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[9, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 10, 0, 2, 0, 9, 4, 4, 0, 2, 7, 0, 0, 10, 0, 0, 0, 7, 0, 0, 2, 10, 0, 4, 0, 0, 0, 0, 0, 9, 2, 0, 7, 7, 0, 2, 0, 0],[],[],[],[0, 1, 3, 6, 1, 6, 0, 6, 5, 0, 5, 8, 6, 0, 3, 0, 3, 6, 0, 0, 5, 0, 0, 5, 6, 0, 3, 3, 8, 0, 5, 1, 0, 0, 3, 0, 1, 3, 6, 8, 5, 0, 0, 5, 0, 0, 1, 0, 3, 8],[],[],[][42, 45, 29, 15],[25, 9, 17, 21],[5, 16, 38, 3, 36, 46, 48],[4, 11, 17, 7, 20],[19, 18, 22, 0],[26, 34, 2, 1, 24, 27, 30, 49],[47, 44, 35, 32, 6],[40, 10, 28, 23],[13, 33, 41],[31, 12, 43, 8, 37, 39, 14]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[4, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 4, 0, 9, 0, 9, 10, 8, 0, 4, 9, 0, 0, 8, 0, 0, 0, 1, 0, 0, 10, 10, 0, 8, 0, 0, 0, 0, 0, 8, 1, 0, 4, 1, 0, 10, 0, 0],[],[],[],[0, 2, 3, 6, 7, 6, 0, 7, 5, 0, 5, 6, 3, 0, 3, 0, 7, 5, 0, 0, 3, 0, 0, 2, 7, 0, 2, 5, 5, 0, 2, 5, 0, 0, 3, 0, 2, 3, 6, 7, 6, 0, 0, 2, 0, 0, 2, 0, 5, 3],[],[],[][42, 29, 45, 9],[26, 23, 1, 43, 36, 46, 30],[2, 37, 20, 49, 12, 14, 34],[44, 21, 13, 0, 6],[48, 8, 27, 17, 28, 10, 31],[5, 3, 40, 11, 38],[16, 39, 4, 24, 7],[35, 25, 19, 41],[22, 17, 15],[32, 18, 47, 33]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[7, 0, 0, 0, 0, 0, 10, 0, 0, 7, 0, 0, 0, 8, 0, 4, 0, 7, 8, 8, 0, 9, 4, 0, 0, 8, 0, 0, 0, 7, 0, 0, 4, 9, 0, 10, 0, 0, 0, 0, 0, 10, 4, 0, 9, 7, 0, 7, 0, 0],[],[],[],[0, 3, 3, 2, 1, 3, 0, 1, 2, 0, 1, 6, 3, 0, 3, 0, 1, 5, 0, 0, 6, 0, 0, 6, 1, 0, 2, 6, 2, 0, 6, 5, 0, 0, 5, 0, 5, 5, 6, 1, 6, 0, 0, 5, 0, 0, 3, 0, 3, 5],[],[],[][24, 39, 4, 16, 7, 10],[28, 3, 26, 8],[5, 46, 12, 14, 2, 1, 48],[22, 42, 32, 15],[17, 49, 43, 36, 31, 34, 37],[20, 30, 40, 11, 27, 23, 38],[29, 45, 0, 47, 17, 9],[18, 19, 25, 13],[44, 21, 33],[6, 41, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[2, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 4, 0, 9, 0, 9, 10, 5, 0, 5, 10, 0, 0, 2, 0, 0, 0, 5, 0, 0, 10, 5, 0, 4, 0, 0, 0, 0, 0, 2, 4, 0, 5, 9, 0, 2, 0, 0],[],[],[],[0, 8, 8, 8, 3, 6, 0, 8, 1, 0, 7, 3, 1, 0, 1, 0, 7, 8, 0, 0, 7, 0, 0, 3, 6, 0, 6, 1, 7, 0, 3, 8, 0, 0, 6, 0, 3, 6, 3, 8, 7, 0, 0, 3, 0, 0, 1, 0, 1, 6],[],[],[][48, 27, 46, 12, 8, 14],[41, 25, 47, 0],[11, 4, 43, 23, 36, 38, 30],[9, 35, 42, 13],[44, 21, 33, 19, 6, 29],[24, 26, 49, 5, 34, 37],[28, 20, 40, 10, 16],[2, 7, 17, 3, 31, 39, 1],[17, 45, 15],[32, 22, 18]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[9, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 2, 0, 8, 0, 4, 2, 4, 0, 1, 1, 0, 0, 4, 0, 0, 0, 1, 0, 0, 9, 1, 0, 9, 0, 0, 0, 0, 0, 8, 8, 0, 4, 8, 0, 4, 0, 0],[],[],[],[0, 5, 5, 6, 6, 3, 0, 3, 10, 0, 3, 10, 7, 0, 3, 0, 10, 7, 0, 0, 6, 0, 0, 5, 7, 0, 6, 6, 6, 0, 7, 6, 0, 0, 6, 0, 10, 6, 3, 6, 5, 0, 0, 5, 0, 0, 6, 0, 10, 3],[],[],[][29, 33, 21, 22, 6],[18, 13],[10, 14, 5, 7, 49, 38],[47, 17, 44, 19, 25],[2, 23, 43, 40, 1],[39, 4, 37, 34, 31, 28, 26, 46, 20, 27, 3],[30, 17, 12, 24],[9, 45, 42, 15, 41],[35, 32, 0],[11, 8, 48, 36, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010010001010111011001000100110100000110110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01111101101110101100100110111011001011111001001011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[9, 0, 0, 0, 0, 0, 9, 0, 0, 8, 0, 0, 0, 8, 0, 10, 0, 2, 5, 5, 0, 8, 9, 0, 0, 10, 0, 0, 0, 8, 0, 0, 5, 8, 0, 10, 0, 0, 0, 0, 0, 2, 2, 0, 2, 5, 0, 10, 0, 0],[],[],[],[0, 4, 3, 7, 6, 3, 0, 7, 7, 0, 3, 3, 1, 0, 7, 0, 1, 4, 0, 0, 3, 0, 0, 4, 4, 0, 1, 7, 3, 0, 6, 6, 0, 0, 7, 0, 1, 6, 4, 3, 6, 0, 0, 6, 0, 0, 1, 0, 3, 7],[],[],[][26, 46, 12, 36, 16],[17, 42, 44, 41],[39, 20, 28, 5, 10, 2, 48, 11],[23, 17, 38, 1, 24],[45, 32, 18, 19],[30, 43, 40, 37, 4, 31],[3, 7, 49, 34, 8, 27, 14],[9, 13, 33, 29, 21],[0, 22, 6],[25, 35, 47, 15]
