00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 7, 4, 4, 4, 4, 0, 7, 2, 0, 7, 6, 0, 2, 7, 7, 2, 3, 6, 7, 3],[0, 1, 8, 0, 0, 10, 5, 8, 10, 1, 8, 0, 1, 9, 0, 0, 0, 8, 5, 10, 10, 8, 10, 0, 8, 10, 5, 10, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][12, 1, 9, 38],[42, 0, 28, 4, 37, 16, 45],[11, 49, 46],[15, 33, 31, 34, 23, 32],[26, 18, 6],[47, 14, 40],[30, 36, 39, 3, 48, 44, 43],[2, 7, 35, 17, 10, 24, 29, 21],[13, 41],[8, 19, 20, 5, 27, 25, 22]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 3, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 2, 7, 4, 9, 7, 0, 3, 7, 0, 2, 7, 0, 9, 4, 7, 7, 9, 3, 2, 7],[0, 1, 10, 0, 0, 6, 5, 6, 1, 8, 10, 0, 10, 1, 0, 0, 0, 1, 8, 10, 5, 5, 5, 0, 8, 6, 8, 8, 0, 8, 0, 0, 0, 0, 0, 5, 0, 0, 8, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][8, 6, 1, 10],[28, 45, 39, 15, 14],[22, 19, 12, 38],[3, 40, 47, 43, 11],[46, 33, 48, 23],[24, 20, 35, 41],[5, 27, 25, 9, 7, 13, 2, 29],[0, 44, 16, 30, 49, 34],[18, 21, 26, 17],[42, 31, 32, 37, 36, 4]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 8, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 5, 7, 8, 9, 8, 0, 7, 2, 0, 7, 9, 0, 8, 2, 8, 2, 7, 2, 2, 9],[0, 6, 1, 0, 0, 4, 3, 10, 10, 4, 10, 0, 6, 4, 0, 0, 0, 3, 10, 3, 1, 6, 10, 0, 4, 4, 10, 1, 0, 6, 0, 0, 0, 0, 0, 10, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][27, 20, 2],[0, 48, 43, 47, 37, 45],[19, 17, 6],[13, 25, 5, 9, 24, 38],[16, 14, 30, 3],[29, 12, 1, 21],[4, 36, 39, 31, 46, 23],[15, 34, 28, 32, 44, 42],[11, 49, 33, 40],[10, 22, 18, 41, 26, 8, 7, 35]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[1, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 9, 0, 1, 8, 2, 1, 8, 0, 9, 10, 0, 10, 1, 0, 2, 10, 10, 8, 2, 9, 2, 2],[0, 4, 7, 0, 0, 6, 5, 5, 7, 3, 7, 0, 5, 4, 0, 0, 0, 3, 5, 7, 4, 5, 4, 0, 4, 4, 6, 7, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][3, 40, 30, 33, 0],[48, 14, 46, 32, 16, 49, 42, 15],[41, 17, 9],[13, 20, 25, 22, 1, 24],[7, 18, 21, 6, 12],[26, 5, 38],[29, 10, 2, 27, 19, 35, 8],[34, 45, 31],[47, 36, 28],[44, 43, 11, 39, 23, 37, 4]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 2, 7, 4, 4, 7, 0, 1, 4, 0, 4, 1, 0, 2, 2, 3, 7, 7, 4, 7, 7],[0, 9, 10, 0, 0, 9, 8, 8, 10, 5, 8, 0, 5, 6, 0, 0, 0, 10, 8, 10, 10, 5, 10, 0, 10, 5, 9, 9, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][36, 40, 11],[28, 16, 43, 0, 15, 42, 30],[44, 3, 14],[37, 32, 23, 39, 47, 33],[25, 9, 12, 35, 21],[38, 29, 13, 41],[46, 45, 48, 31, 49, 34, 4],[10, 7, 6, 18],[26, 5, 27, 1],[2, 20, 24, 17, 19, 8, 22]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[4, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 10, 0, 4, 3, 2, 10, 4, 0, 10, 4, 0, 10, 3, 0, 10, 4, 10, 2, 2, 3, 2, 10],[0, 7, 7, 0, 0, 7, 8, 1, 8, 8, 5, 0, 1, 1, 0, 0, 0, 7, 8, 6, 5, 1, 5, 0, 8, 6, 5, 6, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][21, 7, 13, 12],[16, 48, 46, 45, 32, 15],[47, 4, 31, 40],[34, 43, 37, 0, 30, 23],[22, 20, 10, 26],[25, 27, 19],[35, 2, 41, 5, 17, 38, 1, 29],[18, 8, 6, 24, 9],[14, 3, 11],[33, 39, 36, 28, 42, 44, 49]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 3, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 0, 2, 1, 2, 1, 4, 0, 2, 4, 0, 4, 1, 0, 3, 1, 4, 7, 7, 3, 3, 7],[0, 10, 10, 0, 0, 9, 8, 10, 9, 9, 8, 0, 6, 10, 0, 0, 0, 8, 9, 8, 6, 5, 8, 0, 10, 5, 9, 5, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][31, 33, 43, 40],[30, 3, 32, 4, 28, 36, 0],[48, 47, 15, 42],[11, 39, 44, 34, 37],[27, 41, 35, 21, 29, 25],[20, 12],[23, 16, 14, 45, 49, 46],[19, 22, 6, 38, 10, 17],[8, 26, 18, 9, 5],[1, 24, 7, 13, 2]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[6, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 6, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 6, 4, 2, 2, 5, 0, 5, 6, 0, 2, 2, 0, 6, 2, 7, 7, 2, 7, 5, 4],[0, 3, 3, 0, 0, 9, 10, 10, 10, 9, 3, 0, 10, 1, 0, 0, 0, 8, 8, 8, 10, 9, 10, 0, 1, 1, 10, 8, 0, 9, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][24, 38, 13, 25, 41],[39, 46, 43, 14, 16, 33, 40, 32],[2, 35, 10, 1],[49, 4, 31, 3],[48, 36, 34],[15, 0, 30, 42, 37],[44, 47, 11, 23, 28, 45],[18, 19, 17, 27],[29, 21, 9, 5],[12, 22, 6, 8, 26, 20, 7]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[2, 0, 0, 4, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 2, 10, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 4, 3, 10, 6, 2, 0, 2, 4, 0, 3, 4, 0, 6, 3, 6, 10, 10, 2, 4, 2],[0, 9, 8, 0, 0, 7, 5, 8, 7, 9, 9, 0, 5, 9, 0, 0, 0, 7, 8, 1, 5, 8, 5, 0, 7, 8, 8, 1, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][19, 9, 24, 26],[5, 41, 1, 17, 2, 21],[36, 11, 33],[22, 25, 35, 13, 7, 20],[29, 12, 27, 6],[40],[30, 42, 15, 48, 44, 47, 16, 49],[43, 14, 45, 46, 28, 23, 0],[10, 38, 18, 8],[3, 32, 37, 31, 4, 39, 34]
00000000000000000000000000000000000000000000000000,10011000000100111000000100001011111011011011111111,01100111111011000111111011110100000100100100000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[5, 0, 0, 10, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 3, 10, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 5, 10, 3, 3, 10, 0, 8, 3, 0, 6, 8, 0, 10, 10, 8, 5, 5, 8, 6, 6],[0, 7, 2, 0, 0, 4, 2, 2, 4, 2, 1, 0, 7, 4, 0, 0, 0, 7, 2, 7, 7, 2, 2, 0, 1, 7, 4, 9, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[],[],[][41, 10, 24, 29],[9, 2, 18, 21, 7, 22, 6],[32, 37, 33, 14, 15],[8, 13, 26, 5, 38],[46, 45, 23, 30, 0],[48, 39, 49],[19, 1, 12, 17, 25, 20],[47, 11, 44, 40, 36, 28, 4],[35, 27],[31, 42, 3, 43, 34, 16]
