00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 10, 9, 0, 9, 0, 10, 0, 10, 0, 0, 9, 0, 7, 0, 7, 7, 0, 0, 0, 7, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0],[],[],[4, 5, 5, 5, 1, 3, 0, 5, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 3, 5, 0, 0, 1, 0, 0, 0, 3, 3, 1, 0, 4, 4, 0, 3, 0, 0],[],[0, 0, 0, 0, 0, 0, 6, 0, 6, 8, 0, 0, 0, 0, 8, 2, 0, 0, 6, 0, 0, 0, 2, 0, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 0, 0, 0, 2, 0, 0, 6, 0, 0, 6][36, 42, 20, 4],[22, 15, 43],[47, 11, 40, 5, 41, 32],[29, 45, 44, 0],[33, 7, 13, 2, 1, 27, 3],[49, 46, 8, 18, 39, 24, 6],[28, 31, 30, 35],[25, 14, 34, 9],[38, 37, 19, 17, 26],[48, 16, 12, 10, 21, 23]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 9, 0, 0, 0, 1, 1, 0, 6, 0, 1, 0, 6, 0, 0, 1, 0, 1, 0, 1, 6, 0, 0, 0, 9, 0, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0],[],[],[8, 5, 7, 5, 7, 7, 0, 7, 0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 0, 4, 7, 0, 0, 4, 0, 0, 0, 5, 5, 5, 0, 5, 5, 0, 8, 0, 0],[],[0, 0, 0, 0, 0, 0, 10, 0, 10, 10, 0, 0, 0, 0, 10, 2, 0, 0, 2, 0, 0, 0, 10, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 10, 0, 0, 3, 0, 0, 3][17, 21, 28, 26, 30, 16],[18, 34, 15],[49, 24, 39, 25, 46],[27, 36, 32],[40, 3, 1, 45, 41, 42, 44],[48, 19, 37, 10, 31, 23],[7, 11, 29, 2, 33, 5, 4],[20, 0, 13, 47],[12, 38, 35],[6, 22, 14, 43, 9, 8]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 3, 1, 0, 3, 0, 3, 0, 2, 0, 0, 1, 0, 1, 0, 3, 3, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0],[],[],[4, 5, 9, 9, 5, 6, 0, 5, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 4, 6, 0, 0, 5, 0, 0, 0, 9, 6, 6, 0, 6, 4, 0, 4, 0, 0],[],[0, 0, 0, 0, 0, 0, 10, 0, 10, 7, 0, 0, 0, 0, 10, 10, 0, 0, 7, 0, 0, 0, 10, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 8, 0, 0, 10][37, 17, 35, 28, 26],[10, 38, 23],[31, 19, 30, 48, 12, 21, 16],[0, 32, 45, 47],[7, 1, 11, 36, 29, 4],[33, 42, 41, 5, 20, 27, 13, 44],[25, 18, 9],[39, 34, 43, 24, 46],[2, 3, 40],[8, 14, 6, 22, 15, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 0, 0, 0, 6, 7, 0, 6, 0, 9, 0, 7, 0, 0, 6, 0, 7, 0, 7, 6, 0, 0, 0, 6, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0],[],[],[8, 1, 1, 2, 8, 1, 0, 8, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 1, 1, 3, 0, 3, 3, 0, 1, 0, 0],[],[0, 0, 0, 0, 0, 0, 10, 0, 10, 5, 0, 0, 0, 0, 10, 10, 0, 0, 5, 0, 0, 0, 5, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 10, 0, 0, 10][47, 29, 3, 40],[35, 38, 37, 10],[17, 30, 48, 23, 21, 16, 28, 12],[43, 14, 39],[8, 46, 6, 49, 15, 25],[18, 24, 22, 9, 34],[5, 27, 7, 41, 11],[45, 32, 0, 13, 1],[19, 26, 31],[4, 20, 42, 44, 2, 36, 33]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 9, 7, 0, 7, 0, 7, 0, 4, 0, 0, 4, 0, 7, 0, 2, 7, 0, 0, 0, 9, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0],[],[],[3, 5, 5, 3, 6, 3, 0, 5, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 5, 0, 0, 6, 0, 0, 0, 3, 6, 5, 0, 6, 6, 0, 6, 0, 0],[],[0, 0, 0, 0, 0, 0, 10, 0, 8, 10, 0, 0, 0, 0, 1, 10, 0, 0, 8, 0, 0, 0, 8, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 1, 0, 0, 1][46, 39, 14, 49],[30, 12, 37],[3, 40, 5, 11, 0],[10, 23, 26],[33, 42, 32, 29, 1, 13, 27, 2, 7],[45, 36, 47, 4, 20, 41, 44],[28, 19, 21, 17, 48, 31],[25, 18, 8, 22],[35, 38, 16],[6, 15, 9, 34, 24, 43]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 10, 7, 0, 10, 0, 7, 0, 7, 0, 0, 10, 0, 7, 0, 10, 2, 0, 0, 0, 10, 0, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0],[],[],[9, 3, 3, 9, 6, 6, 0, 9, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 9, 4, 0, 0, 3, 0, 0, 0, 6, 6, 6, 0, 9, 4, 0, 3, 0, 0],[],[0, 0, 0, 0, 0, 0, 8, 0, 1, 1, 0, 0, 0, 0, 8, 8, 0, 0, 5, 0, 0, 0, 1, 0, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 5][46, 22, 43, 9, 8],[37, 31, 12],[11, 27, 36, 1, 47, 2],[29, 33, 45],[49, 18, 34, 39, 24],[13, 4, 20, 5, 42, 41, 40],[10, 21, 28, 23, 17],[6, 14, 25, 15],[44, 7, 3, 0, 32],[26, 35, 16, 38, 19, 30, 48]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 0, 0, 7, 7, 0, 1, 0, 1, 0, 1, 0, 0, 7, 0, 1, 0, 4, 4, 0, 0, 0, 1, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0],[],[],[8, 8, 6, 8, 6, 6, 0, 3, 0, 0, 0, 9, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 9, 3, 0, 0, 8, 0, 0, 0, 3, 6, 9, 0, 6, 3, 0, 6, 0, 0],[],[0, 0, 0, 0, 0, 0, 10, 0, 5, 10, 0, 0, 0, 0, 2, 10, 0, 0, 5, 0, 0, 0, 10, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 5, 0, 0, 5, 0, 0, 5][35, 28, 21, 38, 19, 23],[25, 14],[20, 40, 45, 33, 7, 29],[30, 48, 10, 31],[46, 18, 43, 24, 8, 49],[4, 5, 44, 41, 47, 13, 2],[26, 17, 12, 37, 16],[1, 27, 0, 3, 36],[42, 32, 11],[22, 39, 34, 6, 9, 15]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 9, 6, 0, 6, 0, 6, 0, 1, 0, 0, 9, 0, 1, 0, 6, 1, 0, 0, 0, 6, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0],[],[],[7, 8, 4, 5, 7, 8, 0, 8, 0, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 5, 0, 0, 4, 7, 0, 0, 8, 0, 0, 0, 7, 8, 7, 0, 5, 5, 0, 5, 0, 0],[],[0, 0, 0, 0, 0, 0, 3, 0, 2, 10, 0, 0, 0, 0, 3, 10, 0, 0, 10, 0, 0, 0, 10, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 10, 0, 0, 0, 3, 0, 0, 3, 0, 0, 10][38, 31, 10, 28, 23],[8, 34, 25],[46, 24, 43, 6, 14],[2, 32, 20],[3, 13, 29, 47, 45, 44],[35, 21, 12, 19, 30, 17, 48],[0, 42, 33, 4, 40],[11, 36, 1, 27, 7, 5, 41],[26, 16, 37],[9, 22, 49, 18, 15, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 9, 2, 0, 2, 0, 9, 0, 6, 0, 0, 9, 0, 2, 0, 6, 6, 0, 0, 0, 9, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0],[],[],[3, 10, 3, 7, 10, 3, 0, 8, 0, 0, 0, 3, 0, 10, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 0, 10, 10, 0, 0, 3, 0, 0, 0, 8, 8, 3, 0, 3, 10, 0, 8, 0, 0],[],[0, 0, 0, 0, 0, 0, 4, 0, 5, 1, 0, 0, 0, 0, 5, 5, 0, 0, 1, 0, 0, 0, 4, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 1, 0, 0, 4][24, 46, 18, 9],[10, 28, 17, 19],[27, 36, 42, 0, 5, 44, 2, 11],[49, 22, 6],[8, 43, 25, 15, 34, 14, 39],[12, 37, 38, 30, 31, 48, 23],[29, 3],[40, 47, 7, 41, 20],[26, 35, 21, 16],[45, 4, 33, 32, 1, 13]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000001010001101010100101011000101100000000010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11111101000101000000100000010100110010001110110100,00000000000000000000000000000000000000000000000000,00000010110000110010001011000000001000010001001001,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 0, 9, 2, 0, 10, 0, 10, 0, 10, 0, 0, 4, 0, 9, 0, 4, 2, 0, 0, 0, 9, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0],[],[],[5, 6, 5, 7, 5, 6, 0, 5, 0, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 5, 0, 0, 5, 6, 0, 0, 7, 0, 0, 0, 6, 6, 5, 0, 6, 6, 0, 5, 0, 0],[],[0, 0, 0, 0, 0, 0, 8, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 8, 0, 0, 1][9, 24, 8, 49],[36, 1, 45, 0, 33],[2, 13, 7, 40, 3],[23, 26, 19, 28, 37, 35],[12, 38, 10, 48, 17],[47, 4, 29, 11, 44, 41, 42],[43, 46, 18, 14, 34],[27, 5, 20, 32],[31, 30, 21, 16],[22, 15, 6, 39, 25]
