00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 10, 0, 4, 0, 4, 0, 0, 3, 10, 0, 0, 0, 10, 4, 3, 0, 4, 0, 0],[],[],[],[9, 0, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 0, 9, 0, 0, 1, 0, 9, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 7, 6, 6, 0, 6, 0, 0, 5, 0, 8, 5, 6, 0, 6, 0, 0, 0, 6, 0, 8, 0, 5, 0, 0, 0, 7, 8, 0, 0, 5, 0, 7, 0, 0, 0, 8, 7, 0, 0, 0, 7, 5, 0, 0, 0, 6, 0, 7, 5],[][9, 7, 19],[6, 25, 40, 13, 4, 34],[38, 29, 15, 45],[47, 44, 35, 17, 33],[8, 11, 49, 22, 42, 30],[3, 12, 18, 2, 46, 14, 5],[48, 26, 41, 32, 1, 37],[20, 27, 36, 10],[16, 23, 21, 0],[43, 39, 28, 31]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 1, 0, 7, 0, 7, 0, 0, 2, 1, 0, 0, 0, 1, 7, 2, 0, 1, 0, 0],[],[],[],[8, 0, 0, 0, 8, 0, 3, 5, 0, 8, 0, 0, 0, 3, 0, 0, 5, 0, 0, 5, 0, 3, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 4, 9, 0, 6, 0, 0, 9, 0, 6, 10, 4, 0, 4, 0, 0, 0, 10, 0, 10, 0, 10, 0, 0, 0, 9, 10, 0, 0, 10, 0, 6, 0, 0, 0, 4, 9, 0, 0, 0, 6, 10, 0, 0, 0, 4, 0, 10, 6],[][39, 47, 43, 31],[28, 45, 17, 38],[34, 21, 6, 13, 25],[46, 14, 2, 36, 12],[19, 7, 23, 16],[32, 49, 41, 10, 1, 5],[44, 15, 35, 33, 29],[4, 9, 0, 40],[26, 37, 8, 3],[30, 48, 42, 22, 18, 27, 11, 20]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 9, 0, 2, 0, 2, 0, 0, 6, 9, 0, 0, 0, 6, 2, 6, 0, 6, 0, 0],[],[],[],[1, 0, 0, 0, 1, 0, 3, 4, 0, 4, 0, 0, 0, 3, 0, 0, 3, 0, 0, 4, 0, 4, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 5, 10, 7, 0, 5, 0, 0, 10, 0, 10, 5, 8, 0, 8, 0, 0, 0, 7, 0, 10, 0, 10, 0, 0, 0, 5, 8, 0, 0, 7, 0, 7, 0, 0, 0, 10, 8, 0, 0, 0, 7, 10, 0, 0, 0, 5, 0, 8, 7],[][36, 8],[23, 13, 4, 40, 6, 34],[15, 35, 44, 33, 31],[5, 1, 20, 27, 12, 11],[42, 22, 26, 30, 41, 37, 46, 32],[43, 38, 29, 28, 39, 47],[2, 18, 48, 3, 49, 10, 14],[17, 45],[19, 9, 21],[16, 25, 7, 0]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 9, 0, 7, 0, 4, 0, 0, 4, 9, 0, 0, 0, 7, 9, 4, 0, 7, 0, 0],[],[],[],[8, 0, 0, 0, 5, 0, 8, 5, 0, 5, 0, 0, 0, 3, 0, 0, 3, 0, 0, 8, 0, 3, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 10, 6, 0, 1, 0, 0, 6, 0, 10, 1, 2, 0, 2, 0, 0, 0, 2, 0, 6, 0, 10, 0, 0, 0, 6, 10, 0, 0, 1, 0, 10, 0, 0, 0, 2, 6, 0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 10, 6],[][5, 11, 41, 30],[18, 36, 42, 12, 14, 46],[13, 34, 21, 16, 25],[45, 17, 28, 35, 38],[7, 23, 9, 4],[20, 26, 3, 49, 8, 37, 1],[29, 15, 33, 47, 43],[19, 0, 6, 40],[44, 39, 31],[22, 48, 2, 32, 10, 27]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 6, 0, 10, 0, 10, 0, 0, 6, 6, 0, 0, 0, 6, 6, 3, 0, 10, 0, 0],[],[],[],[9, 0, 0, 0, 7, 0, 7, 7, 0, 1, 0, 0, 0, 9, 0, 0, 1, 0, 0, 7, 0, 7, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 4, 2, 5, 0, 5, 0, 0, 8, 0, 2, 2, 4, 0, 5, 0, 0, 0, 5, 0, 8, 0, 5, 0, 0, 0, 2, 2, 0, 0, 4, 0, 4, 0, 0, 0, 2, 8, 0, 0, 0, 5, 2, 0, 0, 0, 2, 0, 4, 4],[][25, 9, 16, 23],[11, 46, 27, 42, 26, 36, 2, 10],[29, 17, 45, 28],[1, 12, 32, 48, 49, 30],[14, 3, 41, 22, 18, 5],[44, 38, 43, 39, 31],[19, 7, 4, 21, 6, 40],[37, 8, 20],[34, 13, 0],[47, 35, 33, 15]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 9, 0, 5, 0, 10, 0, 0, 10, 2, 0, 0, 0, 5, 10, 10, 0, 9, 0, 0],[],[],[],[1, 0, 0, 0, 4, 0, 4, 8, 0, 4, 0, 0, 0, 8, 0, 0, 1, 0, 0, 4, 0, 4, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 7, 6, 3, 0, 7, 0, 0, 7, 0, 6, 6, 3, 0, 3, 0, 0, 0, 6, 0, 6, 0, 7, 0, 0, 0, 7, 7, 0, 0, 6, 0, 3, 0, 0, 0, 6, 6, 0, 0, 0, 7, 7, 0, 0, 0, 3, 0, 6, 7],[][16, 40, 0],[29, 28, 39],[32, 14, 46, 12, 3],[19, 6, 21, 9, 25, 4],[33, 43, 15],[30, 48, 36, 20, 37, 11, 18, 10, 2],[8, 5, 42, 41, 49, 22, 26, 27, 1],[34, 23, 7, 13],[47, 17, 31],[45, 44, 38, 35]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 3, 0, 3, 0, 4, 0, 0, 4, 4, 0, 0, 0, 4, 5, 5, 0, 3, 0, 0],[],[],[],[9, 0, 0, 0, 9, 0, 1, 1, 0, 10, 0, 0, 0, 1, 0, 0, 9, 0, 0, 10, 0, 10, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 7, 2, 6, 0, 6, 0, 0, 2, 0, 7, 8, 2, 0, 7, 0, 0, 0, 8, 0, 8, 0, 8, 0, 0, 0, 7, 6, 0, 0, 2, 0, 7, 0, 0, 0, 6, 6, 0, 0, 0, 2, 6, 0, 0, 0, 2, 0, 6, 7],[][7, 13, 40, 6],[8, 46, 2, 30, 41, 12],[33, 31, 47, 28],[17, 35, 15, 43, 38, 39],[29, 45, 44],[37, 27, 42, 3, 36, 48, 5],[32, 26, 49, 10, 1, 14],[22, 20, 11, 18],[4, 0, 34, 16],[25, 21, 23, 19, 9]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 6, 0, 3, 0, 3, 0, 0, 1, 1, 0, 0, 0, 6, 1, 6, 0, 6, 0, 0],[],[],[],[4, 0, 0, 0, 10, 0, 10, 10, 0, 4, 0, 0, 0, 4, 0, 0, 8, 0, 0, 10, 0, 4, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 5, 9, 7, 0, 7, 0, 0, 2, 0, 7, 9, 2, 0, 2, 0, 0, 0, 2, 0, 7, 0, 9, 0, 0, 0, 7, 2, 0, 0, 9, 0, 5, 0, 0, 0, 5, 9, 0, 0, 0, 7, 9, 0, 0, 0, 7, 0, 5, 5],[][39, 44, 38, 29],[14, 8, 27, 12, 18],[17, 28, 35, 33],[21, 25, 9, 0, 13],[32, 1, 48, 36, 49],[45, 15, 31, 43, 47],[5, 46, 20, 10, 3, 26, 41],[34, 23, 16],[22, 42, 30, 2, 11, 37],[6, 4, 19, 7, 40]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 3, 0, 3, 0, 6, 0, 0, 3, 6, 0, 0, 0, 6, 8, 3, 0, 3, 0, 0],[],[],[],[5, 0, 0, 0, 5, 0, 5, 5, 0, 10, 0, 0, 0, 10, 0, 0, 2, 0, 0, 2, 0, 2, 0, 10, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 1, 7, 4, 0, 9, 0, 0, 1, 0, 1, 1, 7, 0, 7, 0, 0, 0, 4, 0, 7, 0, 7, 0, 0, 0, 1, 9, 0, 0, 4, 0, 7, 0, 0, 0, 4, 7, 0, 0, 0, 9, 7, 0, 0, 0, 7, 0, 9, 7],[][1, 26, 10, 8, 11],[21, 16, 19],[47, 38, 45, 31, 33],[18, 3, 36, 30],[25, 4, 6, 0, 7],[43, 29, 35, 28, 17, 39],[12, 42, 49, 22, 46, 14, 37, 2, 20, 32],[15, 44],[5, 27, 48, 41],[13, 34, 40, 23, 9]
00000000000000010100000000001101010100110001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001011010001001001010101000000001000001000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01110100101110100010101000110010100011000110001011,00000000000000000000000000000000000000000000000000,[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 7, 0, 4, 0, 8, 0, 0, 4, 7, 0, 0, 0, 7, 4, 4, 0, 7, 0, 0],[],[],[],[3, 0, 0, 0, 5, 0, 2, 5, 0, 2, 0, 0, 0, 3, 0, 0, 2, 0, 0, 5, 0, 3, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 1, 10, 0, 1, 0, 0, 6, 0, 9, 6, 9, 0, 6, 0, 0, 0, 6, 0, 6, 0, 9, 0, 0, 0, 10, 1, 0, 0, 6, 0, 10, 0, 0, 0, 10, 1, 0, 0, 0, 1, 9, 0, 0, 0, 6, 0, 6, 9],[][37, 27, 41, 2, 5],[6, 23, 34, 9, 16],[21, 25, 13, 0],[45, 44, 38, 33],[7, 19, 40, 4],[20, 18, 48, 30, 14, 1, 46, 11, 8],[47, 43, 31, 29, 15, 39],[35, 28, 17],[49, 22, 12, 42, 10],[32, 3, 36, 26]
