00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 8, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 3, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 9, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 9, 9, 1, 0, 0, 9, 0, 0],[],[],[],[6, 0, 0, 7, 0, 0, 4, 7, 0, 2, 7, 6, 2, 0, 0, 6, 4, 0, 0, 4, 4, 7, 6, 6, 0, 2, 0, 0, 4, 6, 0, 0, 6, 4, 0, 0, 0, 2, 6, 7, 2, 7, 0, 0, 0, 2, 2, 0, 7, 4][44, 36, 2],[40, 45, 37, 25, 12, 9, 46],[1, 34, 30],[49, 33, 16, 28, 19, 6, 20],[17],[32, 11, 23, 22, 29, 38, 15, 0],[3, 7, 48, 21, 39, 10, 41],[4, 8, 13, 35],[47, 43, 42, 31, 24, 5, 18],[26, 14, 27]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 10, 10, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 6, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 7, 6, 1, 0, 0, 6, 0, 0],[],[],[],[4, 0, 0, 9, 0, 0, 8, 9, 0, 8, 9, 9, 5, 0, 0, 8, 5, 0, 0, 5, 5, 5, 4, 9, 0, 8, 0, 0, 4, 8, 0, 0, 4, 8, 0, 0, 0, 5, 8, 8, 4, 4, 0, 0, 0, 5, 9, 0, 4, 4][44, 5, 30],[35, 17, 8, 4],[27],[22, 49, 0, 41, 28, 48, 32, 40],[20, 45, 21, 16, 12, 19, 37],[43, 34, 1, 36, 24, 31, 47],[42, 18, 2],[25, 33, 6, 15, 38, 29, 39, 9],[11, 46, 10, 7, 3, 23],[14, 13, 26]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 9, 0, 0, 0, 10, 0, 0, 0, 0, 5, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 3, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 3, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 8, 1, 8, 0, 0, 1, 0, 0],[],[],[],[7, 0, 0, 7, 0, 0, 6, 2, 0, 4, 4, 6, 2, 0, 0, 2, 7, 0, 0, 7, 4, 7, 6, 7, 0, 6, 0, 0, 4, 2, 0, 0, 2, 6, 0, 0, 0, 4, 6, 7, 2, 4, 0, 0, 0, 6, 7, 0, 6, 2][47, 43, 30, 5, 36],[40, 29, 15, 7, 32, 49, 12],[24, 1, 31],[10, 28, 9, 41, 20, 37],[26, 13, 17],[22, 38, 6, 48, 11, 25, 33, 45],[19, 16, 23, 3, 21, 46, 39, 0],[44, 2, 34, 18, 42],[27, 4, 35],[14, 8]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 4, 10, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 9, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 9, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 5, 5, 9, 0, 0, 5, 0, 0],[],[],[],[6, 0, 0, 7, 0, 0, 8, 8, 0, 2, 8, 2, 8, 0, 0, 8, 6, 0, 0, 7, 7, 6, 7, 6, 0, 6, 0, 0, 8, 6, 0, 0, 6, 6, 0, 0, 0, 8, 2, 2, 2, 7, 0, 0, 0, 7, 2, 0, 6, 2][2, 5, 36, 30],[11, 46, 38, 40, 39, 9, 49],[8, 35],[4, 17, 13],[43, 42, 24, 34, 47],[0, 32, 29, 21, 25, 16, 48, 23, 33],[19, 20, 41, 22, 3, 45],[12, 37, 7, 6, 15, 10, 28],[31, 18, 1, 44],[26, 14, 27]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 5, 0, 0, 0, 10, 0, 0, 0, 0, 5, 10, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 3, 3, 6, 0, 0, 6, 0, 0],[],[],[],[8, 0, 0, 9, 0, 0, 9, 4, 0, 9, 2, 4, 2, 0, 0, 4, 8, 0, 0, 9, 4, 2, 9, 9, 0, 9, 0, 0, 8, 8, 0, 0, 9, 8, 0, 0, 0, 4, 8, 2, 4, 8, 0, 0, 0, 2, 9, 0, 2, 4][26, 8],[33, 45, 3, 29, 38, 25, 48],[18, 30, 36],[24, 31, 5, 43, 42, 47],[17, 14, 4],[1, 34, 2, 44],[39, 6, 37, 28, 49, 7, 46],[32, 12, 21, 15, 40, 20, 0],[9, 10, 19, 16, 23, 11, 22, 41],[13, 35, 27]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 4, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 5, 10, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 5, 4, 10, 0, 0, 5, 0, 0],[],[],[],[1, 0, 0, 7, 0, 0, 7, 7, 0, 6, 6, 6, 1, 0, 0, 6, 6, 0, 0, 7, 8, 1, 8, 6, 0, 8, 0, 0, 8, 7, 0, 0, 8, 8, 0, 0, 0, 6, 7, 8, 8, 1, 0, 0, 0, 1, 1, 0, 6, 1][42, 31, 2, 34, 43, 1],[37, 48, 16, 33, 32, 0, 40, 38, 29],[4, 35],[10, 41, 49, 9, 11, 23, 15],[5, 44],[14, 17, 8],[6, 20, 21, 3, 28, 12],[39, 7, 19, 45, 25, 22, 46],[47, 18, 36, 24, 30],[13, 26, 27]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 7, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 9, 9, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 1, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 5, 9, 9, 0, 0, 1, 0, 0],[],[],[],[4, 0, 0, 6, 0, 0, 4, 8, 0, 4, 6, 8, 4, 0, 0, 6, 4, 0, 0, 4, 4, 2, 8, 4, 0, 2, 0, 0, 2, 8, 0, 0, 8, 6, 0, 0, 0, 4, 6, 6, 6, 2, 0, 0, 0, 2, 8, 0, 8, 2][47, 36, 31],[41, 28, 21, 45, 25, 49],[8],[6, 37, 23, 19, 16, 0, 12, 9, 20],[5, 42, 30, 24, 34],[15, 39, 40, 38, 10, 3, 33],[27, 4, 35, 13, 26],[29, 22, 48, 11, 46, 32, 7],[1, 43, 2, 18, 44],[17, 14]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 7, 0, 0, 0, 10, 0, 0, 0, 0, 10, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 1, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 5, 0, 0],[],[],[],[2, 0, 0, 8, 0, 0, 2, 6, 0, 8, 9, 9, 9, 0, 0, 8, 6, 0, 0, 9, 2, 2, 6, 2, 0, 6, 0, 0, 6, 8, 0, 0, 8, 2, 0, 0, 0, 9, 2, 9, 2, 8, 0, 0, 0, 6, 9, 0, 9, 8][43, 1, 34, 18, 36, 44],[20, 40, 38, 6, 23, 21, 33, 0],[14],[30, 31, 2],[5, 42, 47, 24],[22, 45, 28, 7, 16, 25],[27, 35, 4, 26, 17],[9, 15, 29, 32, 49, 41, 3],[19, 12, 37, 11, 48, 46, 10, 39],[13, 8]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 2, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 10, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 10, 5, 2, 0, 0, 10, 0, 0],[],[],[],[4, 0, 0, 7, 0, 0, 6, 6, 0, 6, 8, 7, 8, 0, 0, 6, 7, 0, 0, 4, 4, 8, 8, 7, 0, 6, 0, 0, 7, 8, 0, 0, 4, 7, 0, 0, 0, 7, 4, 6, 6, 4, 0, 0, 0, 4, 4, 0, 7, 6][14, 17, 4],[36, 44, 34, 1, 24, 18, 2],[35, 27, 13],[32, 46, 19, 45, 38, 20, 0, 41],[5, 43],[7, 15, 6, 49, 9, 25, 39, 40],[16, 23, 37, 11, 48, 33, 3, 28],[21, 10, 29, 22, 12],[8, 26],[30, 42, 31, 47]
00000000000000000000000000000000000000000000000000,00001000100001100100000000110000000100000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01100100000000000010000010000011001010000011100100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10010011011110011001111101001100110001111100011011,[],[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],[],[],[],[0, 5, 9, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 9, 5, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 6, 5, 6, 0, 0, 5, 0, 0],[],[],[],[4, 0, 0, 7, 0, 0, 7, 7, 0, 4, 7, 7, 8, 0, 0, 7, 4, 0, 0, 1, 8, 4, 4, 1, 0, 8, 0, 0, 1, 1, 0, 0, 1, 7, 0, 0, 0, 4, 1, 8, 1, 8, 0, 0, 0, 4, 1, 0, 8, 8][32, 23, 46, 29, 38, 40, 28, 19],[8, 35, 4],[17, 13, 14],[0, 21, 9, 22, 37, 16, 45],[31, 43, 47, 24, 1, 34],[42, 36, 5, 44],[3, 15, 7, 11, 10, 6, 33],[49, 39, 20, 41, 25, 48, 12],[2, 18, 30],[26, 27]
