00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 8, 0, 0, 0, 10, 10, 9, 0, 0, 10, 8, 8, 0, 8, 0, 9, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 4, 4, 0, 8, 10, 0, 10, 0, 9, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 9, 0, 8],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 3, 0, 0, 6, 3, 0, 0, 0, 0, 0],[],[5, 2, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7, 0, 2, 0, 2, 7, 2, 5, 0, 5, 5, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 2, 0, 2, 0, 0, 7, 0, 0, 7, 0, 0, 2, 0][3, 9, 38],[48, 18, 22, 1, 30, 20, 39, 37],[40, 24, 44, 10],[46, 29, 41, 28, 19],[33, 23, 14, 26, 0, 25],[43, 35],[45, 42, 4, 5, 16, 21],[31, 49, 15, 2, 13, 12],[8, 27, 17, 36, 47],[11, 7, 32, 34, 6]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 3, 0, 0, 0, 5, 3, 3, 0, 0, 4, 3, 4, 0, 4, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4, 0, 3, 5, 0, 4, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 4, 0, 5],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 10, 0, 1, 0, 0, 10, 10, 0, 0, 0, 0, 0],[],[9, 9, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 0, 9, 0, 7, 7, 6, 2, 0, 7, 6, 0, 0, 0, 2, 0, 0, 9, 0, 0, 0, 6, 0, 9, 0, 0, 2, 0, 0, 7, 0, 0, 7, 0][40, 24, 3],[14, 30, 42, 4, 5, 23],[46, 7, 31, 12, 41, 8, 2],[47, 19, 29, 13, 15, 34, 11],[6, 36, 49, 27, 28, 17, 32],[22, 37, 16, 26],[25, 20, 21, 45, 48],[35, 9, 10],[39, 33, 18, 0, 1],[43, 38, 44]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 2, 0, 0, 0, 4, 7, 7, 0, 0, 2, 7, 2, 0, 7, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 4, 4, 0, 2, 7, 0, 7, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 7, 7, 0, 2],[],[],[],[],[0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 6, 0, 0, 6, 10, 0, 0, 0, 0, 0],[],[5, 5, 0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 8, 0, 9, 9, 5, 5, 0, 5, 5, 0, 0, 0, 8, 0, 0, 9, 0, 0, 0, 8, 0, 8, 0, 0, 5, 0, 0, 3, 0, 0, 9, 0][9, 24],[31, 49, 13, 17, 11, 2],[45, 4, 14],[29, 41, 28, 6, 36],[26, 23, 25, 22, 1, 0, 42],[43, 40, 38, 10],[34, 12, 32, 15, 27, 8, 47, 46, 19, 7],[39, 18, 5, 37, 30],[33, 48, 16, 21, 20],[44, 35, 3]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 9, 0, 0, 0, 5, 5, 2, 0, 0, 2, 2, 8, 0, 9, 0, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 8, 5, 8, 0, 9, 2, 0, 5, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 8, 0, 5],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 10, 0, 0, 3, 1, 0, 0, 0, 0, 0],[],[4, 4, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 4, 0, 7, 6, 7, 7, 0, 4, 4, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0, 6, 0, 6, 0, 0, 6, 0, 0, 4, 0, 0, 7, 0][3, 44, 24, 38],[8, 46, 36, 41, 12, 32, 11],[9, 43],[26, 45, 0, 25, 1, 18, 14],[28, 6, 19, 34, 7, 49],[39, 30, 21, 42, 37],[23, 33, 16, 20, 22, 48, 5, 4],[13, 27, 29, 47],[31, 17, 15, 2],[35, 40, 10]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 8, 0, 0, 0, 7, 8, 2, 0, 0, 7, 2, 2, 0, 2, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 7, 8, 0, 7, 7, 0, 2, 0, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 7, 8, 0, 2],[],[],[],[],[0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 6, 0, 0, 6, 1, 0, 0, 0, 0, 0],[],[4, 4, 0, 0, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 10, 0, 4, 0, 4, 4, 10, 9, 0, 5, 5, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 10, 0, 4, 0, 0, 5, 0, 0, 9, 0, 0, 5, 0][40],[6, 31, 13, 15, 27, 28],[36, 7, 8, 11, 34],[21, 22, 26, 4, 48, 39],[5, 30, 45, 33, 37],[49, 32, 19, 17, 12, 29],[20, 16, 25, 1, 0, 42, 14, 18, 23],[41, 2, 47, 46],[43, 35, 44, 24, 3],[9, 38, 10]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 7, 0, 0, 0, 7, 7, 2, 0, 0, 3, 2, 2, 0, 2, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 7, 3, 0, 9, 3, 0, 3, 0, 3, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 2, 0, 2],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 8, 1, 0, 0, 0, 0, 0],[],[10, 10, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 5, 0, 5, 5, 4, 4, 0, 4, 5, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 5, 0, 10, 0, 0, 10, 0, 0, 10, 0, 0, 5, 0][3, 44],[47, 49, 13, 8, 15, 12],[19, 36, 34, 32, 29, 11],[30, 25, 14, 22, 5, 23],[37, 20, 21, 33, 26, 4, 18, 48, 16],[24, 35, 9],[28, 2, 7, 6, 17, 41],[40, 38, 43, 10],[46, 31, 27],[0, 1, 42, 45, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 9, 0, 0, 0, 4, 10, 9, 0, 0, 9, 9, 8, 0, 8, 0, 8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 0, 4, 10, 0, 10, 0, 8, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 4, 0, 9],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0],[],[2, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 7, 0, 2, 2, 2, 7, 0, 5, 2, 0, 0, 0, 7, 0, 0, 2, 0, 0, 0, 7, 0, 5, 0, 0, 5, 0, 0, 2, 0, 0, 7, 0][43, 40, 3, 38],[0, 22, 45, 21, 14, 26, 20, 33],[44, 35, 24, 10],[46, 31, 6, 47, 41],[5, 4, 42, 25, 1, 39],[9],[48, 16, 37, 30, 23, 18],[36, 17, 15, 13],[49, 8, 27, 2, 12, 11],[29, 28, 19, 7, 32, 34]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 5, 0, 0, 0, 5, 7, 5, 0, 0, 7, 7, 7, 0, 5, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 2, 5, 0, 3, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 2, 0, 3],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 8, 0, 8, 0, 0, 8, 8, 0, 0, 0, 0, 0],[],[6, 4, 0, 0, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 0, 9, 0, 4, 6, 6, 9, 0, 4, 6, 0, 0, 0, 6, 0, 0, 4, 0, 0, 0, 6, 0, 9, 0, 0, 9, 0, 0, 4, 0, 0, 9, 0][35, 43, 44],[2, 49, 32, 31, 47, 29, 41, 15, 8, 27],[19, 6, 36, 7, 34],[12, 17, 11, 46, 13, 28],[30, 45, 25, 48, 14],[18, 16, 5, 21, 20],[1, 37, 33, 39, 26],[3, 38, 40, 24],[9, 10],[4, 23, 0, 42, 22]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 6, 0, 0, 0, 6, 9, 6, 0, 0, 6, 2, 2, 0, 5, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 5, 9, 0, 9, 5, 0, 5, 0, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 9, 0, 5],[],[],[],[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 10, 0, 10, 0, 0, 10, 1, 0, 0, 0, 0, 0],[],[3, 4, 0, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 7, 0, 3, 4, 3, 3, 0, 4, 4, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 3, 0, 7, 0, 0, 7, 0, 0, 3, 0, 0, 4, 0][24, 9, 44],[17, 12, 41, 13, 46],[20, 37, 22, 0, 5, 23, 45],[48, 14, 26, 25, 21, 1, 30],[49, 34, 32, 28, 36, 19, 15],[6, 2, 8, 11],[33, 16, 42, 39, 18, 4],[10, 3, 35],[7, 29, 27, 31, 47],[38, 40, 43]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00100011100111010101000000011101101010000100001101,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000011000000000000010000000000100101001100000,00000000000000000000000000000000000000000000000000,11001100000000101010111101100010010001010010010010,[],[],[0, 0, 9, 0, 0, 0, 7, 7, 7, 0, 0, 10, 10, 8, 0, 9, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 7, 9, 0, 8, 7, 0, 9, 0, 9, 0, 0, 0, 0, 10, 0, 0, 0, 0, 8, 7, 0, 8],[],[],[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0],[],[2, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 4, 0, 4, 5, 4, 5, 0, 5, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 4, 0, 5, 0, 0, 2, 0, 0, 4, 0, 0, 4, 0][43, 35, 3],[26, 5, 4, 0, 42, 30, 33],[44, 38, 40],[45, 18, 20, 1, 22, 37, 48],[39, 25, 21, 14, 16, 23],[10, 24, 9],[28, 47, 7, 6, 32, 8],[17, 27, 13, 31, 19, 49, 46],[15, 29, 34, 36, 2],[11, 12, 41]
