00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 5, 5, 2, 0, 10, 0, 5, 0, 0, 2, 0, 0, 10, 0, 9, 3, 0, 3, 0, 5, 9, 5, 2, 5, 9, 0, 3, 10, 9, 2, 0, 0, 10, 9, 10, 5, 0, 0, 0, 9, 3, 0, 0, 10, 2, 2, 0, 3, 3],[],[],[],[],[],[8, 0, 0, 0, 8, 0, 6, 0, 7, 6, 0, 4, 6, 0, 8, 0, 0, 4, 0, 6, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 4, 0, 0, 0, 8, 0, 0],[],[][43, 14, 39, 38],[18, 7, 49, 23, 20],[21, 0, 9, 8],[26, 12, 19, 6, 42, 37],[4, 11, 47, 17],[5, 44, 25, 33],[31, 32],[45, 24, 13, 16, 36, 41, 35, 28],[46, 27, 21, 29, 10, 22, 1, 40, 30],[3, 48, 15, 34, 2]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 8, 9, 3, 0, 9, 0, 3, 0, 0, 8, 0, 0, 4, 0, 5, 4, 0, 3, 0, 5, 9, 5, 3, 3, 4, 0, 9, 9, 3, 5, 0, 0, 9, 3, 8, 4, 0, 0, 0, 8, 4, 0, 0, 5, 4, 4, 0, 4, 8],[],[],[],[],[],[1, 0, 0, 0, 2, 0, 10, 0, 7, 6, 0, 6, 1, 0, 10, 0, 0, 2, 0, 10, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 6, 10, 0, 0, 0, 0, 2, 7, 1, 0, 0, 1, 2, 0, 0, 0, 6, 0, 0],[],[][12, 39, 42, 0],[17, 21, 43, 37, 4],[29, 24, 23, 34, 7, 3, 18],[41, 36, 46, 13, 16, 45, 25, 48],[22, 15, 30, 44, 20],[9, 47, 31, 11],[26, 38, 8],[35, 10, 49, 40, 1],[33, 27, 21, 28, 5, 2],[19, 6, 14, 32]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 8, 5, 3, 0, 8, 0, 8, 0, 0, 4, 0, 0, 5, 0, 9, 9, 0, 3, 0, 5, 4, 4, 9, 4, 9, 0, 3, 4, 3, 9, 0, 0, 5, 3, 3, 8, 0, 0, 0, 4, 9, 0, 0, 9, 8, 4, 0, 9, 4],[],[],[],[],[],[6, 0, 0, 0, 7, 0, 6, 0, 2, 2, 0, 2, 10, 0, 1, 0, 0, 6, 0, 2, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 10, 2, 10, 0, 0, 1, 7, 0, 0, 0, 7, 0, 0],[],[][21, 32, 14, 42],[11, 19, 38, 9, 8],[35, 3, 34, 27, 29, 18],[40, 46, 21, 28, 10, 22, 24, 49],[33, 2, 20, 13],[26, 17, 0, 6],[31, 47, 43, 4],[36, 7, 45, 1, 5],[41, 25, 23, 44, 30, 48, 16, 15],[37, 12, 39]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 8, 5, 10, 0, 2, 0, 2, 0, 0, 10, 0, 0, 2, 0, 8, 2, 0, 9, 0, 2, 9, 8, 5, 2, 9, 0, 2, 8, 5, 10, 0, 0, 8, 5, 8, 9, 0, 0, 0, 9, 9, 0, 0, 5, 9, 9, 0, 2, 9],[],[],[],[],[],[4, 0, 0, 0, 7, 0, 1, 0, 3, 6, 0, 3, 4, 0, 3, 0, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 6, 7, 1, 0, 0, 6, 7, 0, 0, 0, 4, 0, 0],[],[][6, 17, 21, 39],[27, 20, 13, 24, 16, 5, 48, 7],[8, 14, 11, 32],[47, 0, 12, 31],[29, 44, 2, 23, 34],[37, 26, 42, 19, 9],[38, 43, 4],[1, 15, 35, 33, 28, 22],[49, 25, 40, 45, 41, 36, 46, 21, 18],[10, 3, 30]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 1, 1, 9, 0, 1, 0, 8, 0, 0, 8, 0, 0, 8, 0, 4, 9, 0, 2, 0, 9, 8, 8, 8, 1, 8, 0, 9, 1, 2, 1, 0, 0, 2, 8, 2, 4, 0, 0, 0, 2, 4, 0, 0, 9, 9, 4, 0, 4, 9],[],[],[],[],[],[10, 0, 0, 0, 5, 0, 6, 0, 7, 5, 0, 5, 3, 0, 6, 0, 0, 6, 0, 10, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 6, 7, 3, 0, 0, 7, 6, 0, 0, 0, 3, 0, 0],[],[][28, 24, 30, 5, 1, 2],[18, 40, 35, 33, 29],[47, 12, 21, 39, 31],[15, 46, 36, 41, 48],[9, 11, 4, 32],[43, 37, 17, 14, 6],[42, 38, 8],[34, 22, 21, 7, 25, 23, 10, 13],[16, 49, 44, 3, 45, 27, 20],[26, 19, 0]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 1, 8, 9, 0, 5, 0, 3, 0, 0, 9, 0, 0, 9, 0, 1, 5, 0, 8, 0, 5, 3, 9, 5, 1, 5, 0, 3, 5, 3, 8, 0, 0, 5, 8, 3, 8, 0, 0, 0, 8, 5, 0, 0, 9, 1, 3, 0, 9, 9],[],[],[],[],[],[4, 0, 0, 0, 2, 0, 10, 0, 7, 2, 0, 4, 10, 0, 2, 0, 0, 7, 0, 2, 0, 6, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 7, 2, 2, 0, 0, 6, 4, 0, 0, 0, 4, 0, 0],[],[][1, 45, 24, 15],[4, 19, 14, 39, 31, 38, 9],[7, 29, 27, 46, 21, 35],[26, 43, 0, 47, 11],[25, 28, 23, 33, 41, 20, 5, 16],[42, 21, 32],[17, 8, 37],[18, 30, 40, 34, 2, 36],[13, 10, 22, 48, 49, 44, 3],[12, 6]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 9, 8, 3, 0, 4, 0, 3, 0, 0, 8, 0, 0, 9, 0, 4, 9, 0, 3, 0, 9, 4, 1, 1, 1, 3, 0, 9, 4, 9, 3, 0, 0, 8, 9, 3, 9, 0, 0, 0, 1, 3, 0, 0, 8, 4, 8, 0, 1, 8],[],[],[],[],[],[6, 0, 0, 0, 5, 0, 10, 0, 5, 2, 0, 2, 6, 0, 7, 0, 0, 2, 0, 5, 0, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 2, 7, 5, 0, 0, 5, 5, 0, 0, 0, 10, 0, 0],[],[][38, 12, 32, 43, 8],[27, 28, 18, 22, 24, 13],[41, 33, 36, 23, 21],[4, 26, 39, 31, 21, 42],[2, 46, 10, 44, 3, 25, 1],[19, 47, 11],[5, 20, 29, 45, 49],[17, 37, 9, 6],[48, 30, 7, 35, 15, 16, 34, 40],[14, 0]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 2, 3, 8, 0, 7, 0, 8, 0, 0, 5, 0, 0, 7, 0, 7, 8, 0, 5, 0, 7, 8, 3, 7, 8, 5, 0, 5, 7, 3, 3, 0, 0, 2, 7, 3, 2, 0, 0, 0, 2, 8, 0, 0, 8, 7, 2, 0, 5, 5],[],[],[],[],[],[4, 0, 0, 0, 1, 0, 4, 0, 4, 4, 0, 1, 10, 0, 6, 0, 0, 4, 0, 10, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 9, 6, 9, 0, 0, 9, 1, 0, 0, 0, 6, 0, 0],[],[][11, 21, 4, 43],[1, 40, 46, 36, 33],[22, 29, 30, 2, 35],[9, 0, 8, 6, 17],[18, 48, 25, 49, 27, 10],[14, 38, 47],[5, 28, 23, 15, 13, 34, 20, 45],[44, 41, 16, 24, 3, 7, 21],[42, 31, 39, 37, 32, 26],[19, 12]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 4, 9, 9, 0, 2, 0, 4, 0, 0, 1, 0, 0, 3, 0, 1, 3, 0, 2, 0, 3, 4, 9, 2, 9, 1, 0, 1, 4, 1, 3, 0, 0, 9, 4, 3, 2, 0, 0, 0, 2, 3, 0, 0, 3, 2, 4, 0, 3, 9],[],[],[],[],[],[5, 0, 0, 0, 10, 0, 7, 0, 6, 6, 0, 10, 5, 0, 8, 0, 0, 7, 0, 5, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 8, 0, 0, 0, 0, 5, 6, 7, 0, 0, 10, 8, 0, 0, 0, 8, 0, 0],[],[][15, 27, 25, 10, 29],[45, 40, 36, 23, 18, 5],[48, 16, 30, 20, 41, 35, 13, 44],[28, 46, 21, 34, 7, 1],[0, 19, 12, 31, 37],[8, 9, 38],[21, 39, 6, 17],[14, 32, 26, 43, 47],[22, 2, 33, 49, 3, 24],[42, 11, 4]
00000000000000000000000000000000000000000000000000,01110101001001011010111111011110011110001100111011,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10001010110110100101010000100001100001110011000100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 2, 1, 1, 0, 8, 0, 4, 0, 0, 2, 0, 0, 2, 0, 3, 8, 0, 1, 0, 8, 3, 3, 4, 2, 3, 0, 4, 3, 2, 2, 0, 0, 8, 8, 4, 4, 0, 0, 0, 8, 8, 0, 0, 4, 4, 2, 0, 2, 3],[],[],[],[],[],[5, 0, 0, 0, 7, 0, 9, 0, 6, 9, 0, 9, 7, 0, 5, 0, 0, 10, 0, 7, 0, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 5, 10, 5, 0, 0, 7, 6, 0, 0, 0, 9, 0, 0],[],[][2, 3, 18],[1, 10, 46, 13, 29, 24, 30, 48],[25, 49, 21, 28, 15, 22],[35, 7, 45, 44, 23, 27, 36],[0, 14, 26, 37, 39],[21, 43, 8],[19, 42, 12, 4],[33, 41, 5, 16, 20, 40, 34],[6, 32, 31, 11, 47, 9],[17, 38]
