00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[2, 5, 0, 0, 10, 9, 0, 0, 0, 5, 9, 0, 0, 10, 10, 10, 0, 0, 0, 2, 9, 9, 0, 5, 0, 0, 5, 3, 0, 10, 0, 0, 2, 2, 0, 0, 0, 9, 3, 5, 0, 5, 0, 3, 2, 9, 0, 3, 9, 0],[],[],[],[0, 0, 6, 6, 0, 0, 6, 1, 1, 0, 0, 8, 6, 0, 0, 0, 7, 1, 6, 0, 0, 0, 8, 0, 6, 4, 0, 0, 4, 0, 8, 7, 0, 0, 1, 1, 6, 0, 0, 0, 1, 0, 8, 0, 0, 0, 7, 0, 0, 4],[],[][17, 35, 40, 8, 7, 34],[0, 44, 32, 19, 33],[27, 38, 47, 43],[25, 49, 28],[39, 23, 26, 9, 41, 1],[2, 3, 36, 24, 18, 6, 12],[46, 31, 16],[42, 11, 30, 22],[5, 48, 10, 45, 20, 37, 21],[13, 29, 15, 14, 4]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[9, 9, 0, 0, 9, 9, 0, 0, 0, 4, 4, 0, 0, 3, 9, 3, 0, 0, 0, 2, 2, 10, 0, 3, 0, 0, 3, 3, 0, 4, 0, 0, 9, 10, 0, 0, 0, 4, 10, 2, 0, 3, 0, 9, 2, 10, 0, 10, 4, 0],[],[],[],[0, 0, 6, 6, 0, 0, 6, 8, 1, 0, 0, 7, 5, 0, 0, 0, 7, 5, 1, 0, 0, 0, 5, 0, 1, 1, 0, 0, 8, 0, 6, 8, 0, 0, 6, 1, 6, 0, 0, 0, 6, 0, 7, 0, 0, 0, 5, 0, 0, 1],[],[][24, 35, 18, 25, 49, 8],[19, 20, 39, 44],[26, 13, 23, 41, 15, 27],[10, 37, 29, 48, 9],[17, 12, 22, 46],[36, 34, 40, 2, 3, 6, 30],[16, 11, 42],[31, 7, 28],[43, 5, 1, 4, 14, 32, 0],[33, 45, 38, 47, 21]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[1, 7, 0, 0, 6, 10, 0, 0, 0, 1, 6, 0, 0, 4, 6, 7, 0, 0, 0, 6, 1, 4, 0, 10, 0, 0, 6, 10, 0, 4, 0, 0, 4, 7, 0, 0, 0, 7, 1, 6, 0, 10, 0, 10, 6, 4, 0, 10, 1, 0],[],[],[],[0, 0, 3, 5, 0, 0, 9, 9, 9, 0, 0, 3, 2, 0, 0, 0, 3, 9, 5, 0, 0, 0, 8, 0, 5, 5, 0, 0, 3, 0, 2, 9, 0, 0, 9, 3, 9, 0, 0, 0, 8, 0, 8, 0, 0, 0, 8, 0, 0, 5],[],[][10, 15, 23, 26],[35, 17, 7, 49],[8, 16, 31, 40, 24],[42, 18, 6],[13, 9, 41],[1, 19, 14, 20, 39, 32, 5],[25, 28, 36, 2, 46],[48, 45, 37, 47, 21],[34, 30, 3, 11, 12, 22],[29, 43, 38, 27, 44, 0, 33, 4]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[7, 2, 0, 0, 6, 1, 0, 0, 0, 2, 6, 0, 0, 6, 1, 7, 0, 0, 0, 6, 2, 7, 0, 7, 0, 0, 10, 10, 0, 6, 0, 0, 1, 7, 0, 0, 0, 2, 10, 2, 0, 7, 0, 6, 10, 10, 0, 6, 7, 0],[],[],[],[0, 0, 3, 5, 0, 0, 9, 8, 8, 0, 0, 9, 8, 0, 0, 0, 9, 4, 4, 0, 0, 0, 9, 0, 5, 8, 0, 0, 9, 0, 5, 8, 0, 0, 9, 3, 3, 0, 0, 0, 4, 0, 3, 0, 0, 0, 3, 0, 0, 3],[],[][5, 14, 32],[9, 37, 20, 39, 1],[36, 46, 42, 49, 2, 35],[18, 17, 40],[24, 3, 30],[47, 10, 13, 4, 29, 19, 43],[48, 15, 0, 23, 33, 41, 21],[7, 31, 8, 12, 25],[16, 34, 22, 11, 6, 28],[27, 45, 38, 44, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[7, 3, 0, 0, 8, 3, 0, 0, 0, 2, 2, 0, 0, 2, 8, 9, 0, 0, 0, 3, 3, 7, 0, 7, 0, 0, 2, 9, 0, 9, 0, 0, 9, 3, 0, 0, 0, 2, 2, 9, 0, 7, 0, 9, 8, 3, 0, 8, 9, 0],[],[],[],[0, 0, 1, 4, 0, 0, 6, 6, 4, 0, 0, 1, 4, 0, 0, 0, 1, 6, 5, 0, 0, 0, 10, 0, 10, 1, 0, 0, 6, 0, 5, 10, 0, 0, 4, 6, 1, 0, 0, 0, 10, 0, 6, 0, 0, 0, 4, 0, 0, 5],[],[][16, 2, 36, 25, 11],[10, 9, 26, 38, 37, 13],[19, 33, 45, 20, 1, 5],[8, 12, 3, 34, 46],[30, 49, 18],[42, 28, 35, 17, 6, 7],[21, 41, 0, 23],[4, 44, 14, 47],[48, 32, 39, 29, 15, 27, 43],[22, 24, 40, 31]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[8, 2, 0, 0, 2, 8, 0, 0, 0, 8, 6, 0, 0, 5, 6, 6, 0, 0, 0, 6, 7, 5, 0, 6, 0, 0, 2, 7, 0, 2, 0, 0, 5, 2, 0, 0, 0, 7, 6, 2, 0, 8, 0, 8, 8, 8, 0, 6, 8, 0],[],[],[],[0, 0, 9, 10, 0, 0, 3, 10, 1, 0, 0, 9, 3, 0, 0, 0, 9, 10, 3, 0, 0, 0, 1, 0, 4, 1, 0, 0, 1, 0, 3, 9, 0, 0, 9, 4, 9, 0, 0, 0, 9, 0, 4, 0, 0, 0, 10, 0, 0, 4],[],[][25, 8, 22, 28],[4, 1, 26, 39, 29, 33],[18, 6, 12, 30],[24, 35, 49, 42],[21, 13, 32],[10, 19, 47, 23, 38, 14, 15],[27, 37, 20],[41, 43, 9, 48, 0, 44, 45, 5],[34, 31, 36, 40, 2, 11, 16],[46, 17, 3, 7]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[9, 1, 0, 0, 1, 2, 0, 0, 0, 1, 10, 0, 0, 1, 9, 5, 0, 0, 0, 9, 9, 2, 0, 10, 0, 0, 9, 9, 0, 9, 0, 0, 5, 1, 0, 0, 0, 9, 2, 10, 0, 2, 0, 5, 5, 5, 0, 1, 10, 0],[],[],[],[0, 0, 8, 7, 0, 0, 4, 3, 6, 0, 0, 6, 8, 0, 0, 0, 6, 3, 7, 0, 0, 0, 7, 0, 4, 3, 0, 0, 6, 0, 4, 3, 0, 0, 6, 4, 8, 0, 0, 0, 8, 0, 6, 0, 0, 0, 3, 0, 0, 7],[],[][4, 13, 47, 9, 33, 1],[21, 5, 38, 41],[46, 17, 31, 25, 7],[30, 35, 24, 6],[44, 45, 32, 15, 43],[16, 11, 28, 42, 34, 8],[49, 18, 3, 22],[12, 2, 40, 36],[26, 29, 14, 0, 27, 37, 20, 19],[10, 39, 23, 48]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[1, 5, 0, 0, 9, 1, 0, 0, 0, 9, 4, 0, 0, 9, 9, 4, 0, 0, 0, 5, 5, 9, 0, 5, 0, 0, 10, 4, 0, 5, 0, 0, 4, 10, 0, 0, 0, 1, 10, 9, 0, 1, 0, 10, 10, 4, 0, 9, 5, 0],[],[],[],[0, 0, 3, 2, 0, 0, 6, 8, 7, 0, 0, 6, 8, 0, 0, 0, 2, 3, 6, 0, 0, 0, 7, 0, 3, 8, 0, 0, 6, 0, 6, 7, 0, 0, 6, 6, 6, 0, 0, 0, 3, 0, 2, 0, 0, 0, 3, 0, 0, 3],[],[][0, 37, 5, 41],[16, 42, 3],[49, 2, 40, 17, 24, 46],[27, 45, 32, 15, 10],[29, 23, 20, 19, 48, 1],[18, 35, 6, 11, 28, 30, 36, 34],[22, 31, 8],[12, 25, 7],[39, 47, 9, 14, 21, 4, 13],[38, 44, 26, 43, 33]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[2, 3, 0, 0, 2, 9, 0, 0, 0, 6, 3, 0, 0, 6, 1, 1, 0, 0, 0, 1, 2, 3, 0, 9, 0, 0, 6, 1, 0, 9, 0, 0, 9, 2, 0, 0, 0, 9, 6, 3, 0, 2, 0, 6, 9, 6, 0, 6, 2, 0],[],[],[],[0, 0, 10, 5, 0, 0, 8, 7, 8, 0, 0, 4, 7, 0, 0, 0, 8, 5, 8, 0, 0, 0, 8, 0, 5, 7, 0, 0, 10, 0, 4, 5, 0, 0, 4, 10, 7, 0, 0, 0, 8, 0, 4, 0, 0, 0, 8, 0, 0, 10],[],[][35, 40, 25, 30, 36, 22],[44, 23, 5],[19, 43, 0, 38, 37, 10],[16, 49, 3],[42, 8, 17, 24, 12],[2, 28, 6, 31, 46, 7],[34, 11, 18],[1, 4, 48, 41, 29, 27],[21, 13, 39, 32, 45],[9, 15, 47, 14, 20, 33, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11001100011001110001110100110100110001110101110110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00110011100110001110001011001011001110001010001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[],[],[1, 8, 0, 0, 3, 1, 0, 0, 0, 1, 6, 0, 0, 10, 1, 3, 0, 0, 0, 6, 6, 10, 0, 10, 0, 0, 10, 6, 0, 3, 0, 0, 6, 1, 0, 0, 0, 3, 1, 3, 0, 6, 0, 8, 8, 6, 0, 6, 8, 0],[],[],[],[0, 0, 9, 9, 0, 0, 9, 5, 4, 0, 0, 2, 9, 0, 0, 0, 5, 2, 2, 0, 0, 0, 9, 0, 4, 5, 0, 0, 7, 0, 7, 5, 0, 0, 5, 2, 4, 0, 0, 0, 4, 0, 9, 0, 0, 0, 7, 0, 0, 4],[],[][33, 5, 14, 38, 0, 9],[35, 17, 18, 11],[4, 15, 37, 39, 29],[8, 36, 24, 40, 49],[31, 25, 16, 34, 7],[27, 32, 20, 45, 47, 41, 10, 19],[30, 46, 28],[48, 44, 1, 43],[6, 2, 12, 3, 42, 22],[13, 26, 21, 23]
