00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 8, 8, 0, 9, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 8, 0, 6, 9, 0, 0, 6, 0, 8, 0, 9, 0, 0, 0, 0, 0, 0, 6, 6, 9, 8, 0],[],[],[],[1, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 7, 2, 0, 0, 0, 0, 7, 3, 0, 0, 0, 1, 0, 1, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 7],[0, 10, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 5, 0, 0, 5, 4, 10, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 10, 10, 0, 4, 0, 0, 0, 4, 0, 4, 10, 0, 5, 0, 0, 0, 0, 0],[],[],[][22, 0, 24],[43, 12, 8, 9, 6],[40, 18],[35, 41, 13, 20, 39, 2, 15],[14, 16, 27, 19, 44],[26, 45, 46, 23, 34, 10, 30],[11, 25, 17, 49, 29, 37],[36, 28, 48, 5, 4],[7, 47, 38, 31],[32, 1, 3, 42, 33, 21]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 6, 6, 0, 10, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 10, 0, 10, 6, 0, 0, 6, 0, 5, 0, 10, 0, 0, 0, 0, 0, 0, 10, 10, 6, 5, 0],[],[],[],[7, 0, 0, 0, 0, 0, 9, 0, 7, 9, 0, 7, 7, 0, 0, 0, 0, 3, 9, 0, 0, 0, 9, 0, 9, 9, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 3],[0, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 1, 4, 0, 0, 2, 4, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 1, 0, 2, 0, 0, 0, 8, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0],[],[],[][1, 33, 15],[19, 41, 35, 44, 42],[40, 17, 49, 37],[20, 13, 3, 16, 27, 2],[36, 10, 48],[5, 47, 34, 31, 23, 26, 4],[8, 43, 11, 0, 12],[39, 21, 14, 32],[18, 9, 24, 29, 6, 22, 25],[7, 30, 28, 45, 38, 46]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 10, 6, 0, 6, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 9, 0, 10, 0, 10, 10, 0, 0, 10, 0, 6, 0, 9, 0, 0, 0, 0, 0, 0, 9, 9, 6, 6, 0],[],[],[],[7, 0, 0, 0, 0, 0, 2, 0, 8, 7, 0, 8, 2, 0, 0, 0, 0, 8, 7, 0, 0, 0, 8, 0, 7, 2, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 7, 0, 0, 2, 0, 0, 0, 0, 0, 8],[0, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 3, 4, 0, 0, 5, 1, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4, 0, 4, 0, 0, 0, 5, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0],[],[],[][42, 20, 16, 15],[21, 41, 13, 32],[34, 23, 36, 45, 26],[9, 29, 49, 37, 6, 24, 43, 25],[18, 22],[40, 8, 12, 0, 17, 11],[5, 48, 47, 30, 10, 38],[39, 19, 2, 14, 44],[33, 27, 3, 35, 1],[4, 46, 31, 28, 7]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 2, 5, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 1, 0, 1, 5, 0, 0, 9, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 5, 9, 2, 9, 0],[],[],[],[10, 0, 0, 0, 0, 0, 10, 0, 3, 7, 0, 7, 10, 0, 0, 0, 0, 10, 3, 0, 0, 0, 10, 0, 7, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 10, 0, 0, 7, 0, 0, 0, 0, 0, 7],[0, 8, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 8, 4, 0, 0, 6, 6, 8, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 4, 0, 6, 0, 0, 0, 6, 0, 4, 6, 0, 6, 0, 0, 0, 0, 0],[],[],[][30, 38, 28],[4, 26, 10, 47, 7],[18, 29, 8],[41, 16, 27, 33, 32, 3],[23, 31, 45, 5],[35, 44, 13, 39, 20, 19, 2, 42],[37, 49, 11, 24, 9, 43],[1, 15, 14, 21],[46, 36, 34, 48],[12, 6, 0, 22, 17, 25, 40]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 3, 3, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 0, 10, 0, 4, 3, 0, 0, 4, 0, 4, 0, 10, 0, 0, 0, 0, 0, 0, 10, 10, 3, 10, 0],[],[],[],[5, 0, 0, 0, 0, 0, 6, 0, 6, 2, 0, 5, 2, 0, 0, 0, 0, 6, 6, 0, 0, 0, 6, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 0, 6, 0, 0, 0, 0, 0, 6],[0, 7, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 7, 9, 0, 0, 9, 9, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 7, 9, 0, 8, 0, 0, 0, 1, 0, 7, 9, 0, 1, 0, 0, 0, 0, 0],[],[],[][24, 0, 12],[23, 46, 26, 30, 47, 4],[39, 20, 1, 42, 16, 14, 15],[41, 44, 2, 32, 13, 27],[7, 38],[43, 49, 6, 37, 29, 22, 40],[45, 10, 31, 48],[17, 11, 9, 18, 25, 8],[5, 36, 34, 28],[19, 3, 35, 21, 33]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 6, 6, 0, 8, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 10, 0, 6, 8, 0, 0, 6, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 0],[],[],[],[9, 0, 0, 0, 0, 0, 9, 0, 7, 7, 0, 9, 9, 0, 0, 0, 0, 7, 3, 0, 0, 0, 9, 0, 7, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 7, 0, 0, 0, 0, 0, 7],[0, 4, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 4, 0, 0, 1, 4, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 1, 0, 4, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0],[],[],[][44, 19, 39, 33],[41, 14, 2, 42],[25, 40, 18],[1, 15, 27, 13, 20, 16, 35],[32, 21, 3],[4, 23, 38, 34, 30, 5],[17, 24, 49, 9, 8, 43],[36, 31, 26, 7],[29, 6, 37, 0, 12, 11, 22],[46, 10, 28, 45, 48, 47]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 9, 8, 0, 9, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 8, 0, 4, 8, 0, 0, 9, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 4, 9, 9, 0],[],[],[],[10, 0, 0, 0, 0, 0, 7, 0, 10, 7, 0, 1, 10, 0, 0, 0, 0, 1, 7, 0, 0, 0, 1, 0, 10, 7, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 0, 0, 10, 0, 0, 0, 0, 0, 10],[0, 6, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 6, 0, 0, 3, 3, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 2, 0, 2, 0, 0, 0, 6, 0, 5, 3, 0, 6, 0, 0, 0, 0, 0],[],[],[][11, 22, 17],[35, 33, 27, 14],[20, 13, 15, 42, 19],[30, 45, 23, 26, 36, 38, 46, 10],[32, 41, 2],[21, 44, 3, 1, 39, 16],[6, 37, 18, 9, 25, 40],[28, 31, 5],[4, 34, 48, 47, 7],[8, 0, 24, 12, 43, 29, 49]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 1, 4, 0, 6, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 4, 0, 6, 4, 0, 0, 4, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 6, 4, 1, 1, 0],[],[],[],[7, 0, 0, 0, 0, 0, 2, 0, 7, 2, 0, 7, 10, 0, 0, 0, 0, 2, 2, 0, 0, 0, 7, 0, 7, 10, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 0, 7],[0, 8, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 3, 3, 0, 0, 9, 9, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 8, 0, 5, 0, 0, 0, 5, 0, 9, 9, 0, 8, 0, 0, 0, 0, 0],[],[],[][4, 48, 47, 26],[17, 9, 6, 18],[13, 2, 16, 21, 15],[28, 10, 46, 31, 34, 5],[35, 32, 39],[45, 23, 36, 38, 30, 7],[22, 11, 0, 24, 49, 29, 8],[3, 27, 44, 1, 33],[14, 41, 20, 19, 42],[43, 40, 25, 12, 37]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 6, 4, 0, 5, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 0, 6, 0, 5, 6, 0, 0, 6, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 4, 5, 4, 4, 0],[],[],[],[8, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 1, 3, 0, 0, 0, 0, 3, 2, 0, 0, 0, 8, 0, 8, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 2],[0, 10, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 9, 0, 0, 10, 10, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 7, 0, 7, 0, 0, 0, 9, 0, 10, 10, 0, 9, 0, 0, 0, 0, 0],[],[],[][1, 14, 20],[41, 13, 39, 27, 2],[19, 44, 35],[38, 28, 31, 7, 30],[0, 24, 37],[18, 40, 8, 49, 9, 11],[47, 48, 10, 46, 26],[17, 43, 25, 12, 22, 6, 29],[42, 15, 21, 16, 33, 32, 3],[4, 23, 34, 36, 45, 5]
00000000000000000000000000000000000000000000000000,00001101001000000000000100101011001010100000011110,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,10000010110110000110001011000100000001001001000001,01110000000001111001110000010000110100010110100000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[],[0, 0, 0, 0, 6, 8, 0, 6, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 8, 0, 8, 0, 10, 10, 0, 0, 8, 0, 6, 0, 10, 0, 0, 0, 0, 0, 0, 10, 6, 8, 6, 0],[],[],[],[4, 0, 0, 0, 0, 0, 4, 0, 7, 9, 0, 9, 7, 0, 0, 0, 0, 4, 4, 0, 0, 0, 7, 0, 4, 7, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 7, 0, 0, 4, 0, 0, 0, 0, 0, 9],[0, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 5, 0, 0, 3, 5, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 0, 5, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0],[],[],[][21, 44, 42, 33],[41, 2, 1, 35],[15, 27, 32, 19],[43, 18, 6, 0, 17, 24],[20, 39, 13, 16, 3, 14],[4, 48, 46, 36, 7],[40, 25, 12, 8, 22],[10, 34, 28, 47, 5, 26],[11, 9, 49, 29, 37],[30, 31, 23, 38, 45]
