00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 9, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0],[5, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 0, 5, 7, 0, 0, 0, 6, 6, 5, 5, 1, 5, 6, 0, 0, 5, 6, 1, 0, 0, 6, 0, 7, 0, 7, 6, 5, 6, 1, 0, 0, 5, 0],[],[0, 2, 3, 0, 0, 0, 0, 3, 3, 2, 2, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 10, 0, 0, 2, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 3],[],[],[],[],[],[][14, 34, 16, 45, 27],[1, 9, 10, 30, 38],[8, 49, 7, 2],[36, 22, 21],[18, 28, 32, 25, 0, 48, 43, 26],[44, 29, 37, 42, 23, 33, 24, 5, 12],[39, 41, 6, 19],[4, 3, 11, 13],[47, 20, 31],[15, 40, 46, 17, 35]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 9, 0, 7, 0, 0, 0, 0, 0, 0, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0],[6, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 5, 0, 0, 0, 2, 6, 2, 6, 6, 5, 1, 0, 0, 6, 1, 6, 0, 0, 6, 0, 1, 0, 6, 5, 5, 1, 2, 0, 0, 1, 0],[],[0, 4, 10, 0, 0, 0, 0, 3, 3, 10, 4, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 10],[],[],[],[],[],[][39, 44, 29, 33, 12, 48],[45, 25, 23, 5, 16, 14, 18],[40, 17, 35, 7, 15, 46, 8],[10, 1, 30],[6, 28, 19, 42, 43],[0, 26, 24, 32, 37, 34, 41, 27],[13, 47, 4],[3, 36, 31],[21, 11, 22, 20],[9, 49, 2, 38]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 9, 0, 10, 0, 0, 0, 0, 0, 0, 9, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0],[7, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 7, 0, 5, 0, 7, 0, 5, 5, 0, 0, 0, 7, 7, 8, 3, 8, 5, 3, 0, 0, 8, 7, 8, 0, 0, 7, 0, 3, 0, 8, 3, 3, 8, 5, 0, 0, 3, 0],[],[0, 1, 6, 0, 0, 0, 0, 6, 1, 6, 6, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 4, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0, 4],[],[],[],[],[],[][15, 1, 8],[47, 36, 31],[43, 26, 42, 39, 5, 29, 48],[40, 49, 35, 38],[19, 28, 6, 18, 45, 14],[46, 30, 7, 17, 2, 10, 9],[12, 16, 37, 24, 33, 0, 23],[34, 25, 27, 41, 44, 32],[20, 11],[4, 21, 13, 3, 22]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 10, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0],[4, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 5, 0, 5, 0, 6, 0, 6, 8, 0, 0, 0, 5, 6, 5, 6, 5, 8, 6, 0, 0, 6, 5, 4, 0, 0, 8, 0, 6, 0, 6, 5, 8, 6, 5, 0, 0, 4, 0],[],[0, 7, 7, 0, 0, 0, 0, 3, 3, 9, 3, 0, 0, 0, 0, 3, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 7],[],[],[],[],[],[][31, 36, 11],[21, 13, 22, 47],[8, 7, 15, 10],[48, 34, 0],[12, 5, 14, 45, 33, 25, 23, 27, 42],[29, 32, 41, 18, 39, 26, 24, 6, 16, 44],[46, 1, 2, 49],[28, 19, 37, 43],[40, 38, 35, 17, 30, 9],[20, 3, 4]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 8, 0, 9, 0, 0, 0, 0, 0, 0, 10, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0],[3, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 3, 0, 3, 0, 6, 0, 3, 6, 0, 0, 0, 2, 6, 3, 6, 6, 6, 3, 0, 0, 2, 2, 7, 0, 0, 2, 0, 3, 0, 6, 3, 7, 7, 2, 0, 0, 3, 0],[],[0, 5, 1, 0, 0, 0, 0, 5, 5, 5, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5],[],[],[],[],[],[][46, 40, 2],[23, 45, 37, 32, 33, 5],[18, 25, 29, 14, 12, 0, 48, 39, 42],[10, 17, 15],[38, 7, 1, 35, 49, 30, 9, 8],[27, 28, 16, 26, 24, 41, 19],[34, 6, 43, 44],[4, 11, 31],[13, 21, 22, 3],[47, 36, 20]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 8, 10, 0, 0, 0, 0, 0, 0, 10, 0, 8, 0, 0, 0, 0, 0, 0, 10, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0],[3, 0, 0, 0, 0, 6, 9, 0, 0, 0, 0, 0, 9, 0, 3, 0, 9, 0, 5, 5, 0, 0, 0, 3, 6, 9, 6, 3, 6, 5, 0, 0, 3, 3, 9, 0, 0, 5, 0, 5, 0, 5, 6, 5, 3, 9, 0, 0, 6, 0],[],[0, 7, 1, 0, 0, 0, 0, 2, 2, 2, 7, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2],[],[],[],[],[],[][40, 46, 2],[8, 15, 49, 9, 35, 7],[23, 44, 0, 33, 27, 14, 32],[22],[39, 43, 18, 37, 29, 41, 19],[28, 5, 48, 24, 26, 42],[38, 30, 17, 1, 10],[13, 31, 47, 3],[6, 25, 34, 12, 16, 45],[11, 4, 36, 21, 20]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0],[5, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 7, 0, 7, 0, 4, 0, 7, 7, 0, 0, 0, 6, 5, 7, 5, 7, 6, 4, 0, 0, 4, 4, 5, 0, 0, 4, 0, 6, 0, 7, 6, 6, 6, 6, 0, 0, 6, 0],[],[0, 3, 10, 0, 0, 0, 0, 3, 3, 3, 2, 0, 0, 0, 0, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 10, 0, 0, 2],[],[],[],[],[],[][36, 20, 22],[10, 35, 49],[40, 8, 9, 38, 7, 30, 17, 1],[32, 29, 16, 37, 33],[5, 6, 34, 0, 26, 24],[23, 45, 43, 39, 42, 48, 28, 44],[19, 18, 25, 27, 14, 12, 41],[31, 47, 21, 13],[11, 3, 4],[2, 46, 15]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[3, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 7, 0, 6, 0, 10, 0, 3, 6, 0, 0, 0, 10, 6, 7, 7, 7, 6, 10, 0, 0, 3, 10, 3, 0, 0, 6, 0, 7, 0, 3, 7, 6, 6, 3, 0, 0, 10, 0],[],[0, 5, 9, 0, 0, 0, 0, 9, 9, 9, 8, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 8],[],[],[],[],[],[][21, 47],[13, 20, 36, 11, 22],[34, 6, 45, 32, 18, 0, 41],[3, 4, 31],[1, 17, 15, 46, 30, 40],[24, 43, 19, 37, 14, 28, 44, 5],[42, 26, 25, 12, 39, 27],[38, 35, 49, 10],[7, 2, 9, 8],[29, 16, 33, 23, 48]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 0, 10, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0],[1, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 5, 0, 6, 0, 6, 0, 1, 3, 0, 0, 0, 3, 1, 5, 6, 3, 6, 5, 0, 0, 6, 5, 6, 0, 0, 5, 0, 5, 0, 6, 5, 5, 3, 3, 0, 0, 6, 0],[],[0, 7, 7, 0, 0, 0, 0, 7, 8, 2, 8, 0, 0, 0, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 2, 0, 0, 8],[],[],[],[],[],[][24, 0, 18],[9, 38, 46, 15],[45, 23, 19, 27, 44, 5],[22, 47],[39, 42, 29, 37, 25, 33, 43, 12],[41, 32, 16, 34, 14, 28, 6, 48, 26],[7, 17, 1, 30, 2],[40, 35, 49, 10, 8],[4, 3, 36, 31],[20, 11, 21, 13]
00011000000101000000111000000001000010000000000100,10000110000010101011000111111100111001010111110010,00000000000000000000000000000000000000000000000000,01100001111000010100000000000010000100101000001001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,[0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[9, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 9, 0, 10, 0, 3, 0, 6, 3, 0, 0, 0, 6, 6, 10, 9, 9, 3, 6, 0, 0, 3, 6, 9, 0, 0, 6, 0, 9, 0, 3, 9, 6, 6, 6, 0, 0, 9, 0],[],[0, 2, 5, 0, 0, 0, 0, 8, 5, 8, 5, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 2],[],[],[],[],[],[][13, 21, 47, 3],[40, 1, 15, 49],[19, 41, 6, 28, 16, 32],[20, 31],[10, 8, 46, 35, 17, 2],[33, 29, 43, 24, 45, 44, 23, 37, 18],[22, 4, 11, 36],[7, 30, 38, 9],[0, 27, 39, 34, 12, 48, 26, 42],[14, 25, 5]
