11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[6, 7, 0, 0, 0, 3, 5, 0, 0, 0, 0, 10, 0, 6, 0, 0, 0, 10, 5, 0, 0, 3, 0, 0, 7, 0, 0, 0, 10, 5, 6, 0, 10, 0, 0, 7, 0, 7, 3, 7, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3],[],[],[],[],[],[],[],[],[0, 0, 1, 1, 4, 0, 0, 2, 0, 9, 8, 0, 1, 0, 4, 9, 2, 0, 0, 2, 8, 0, 1, 4, 0, 9, 9, 4, 0, 0, 0, 2, 0, 8, 1, 0, 9, 0, 0, 0, 2, 4, 2, 8, 0, 4, 4, 9, 1, 0][34, 48, 12, 3, 2, 22],[16, 7, 40, 42, 19, 31],[38, 49, 21, 5],[14, 27, 41, 23, 4, 46, 45],[29, 18, 6],[0, 13, 44, 30],[1, 24, 35, 39, 37],[10, 33, 43, 20],[9, 15, 25, 26, 47, 36],[11, 17, 28, 32]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[1, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 10, 0, 0, 6, 0, 0, 2, 0, 0, 0, 3, 1, 10, 0, 6, 0, 0, 10, 0, 1, 3, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1],[],[],[],[],[],[],[],[],[0, 0, 4, 4, 4, 0, 0, 4, 0, 7, 8, 0, 5, 0, 9, 5, 9, 0, 0, 5, 4, 0, 7, 9, 0, 8, 9, 7, 0, 0, 0, 9, 0, 8, 5, 0, 7, 0, 0, 0, 4, 5, 5, 8, 0, 8, 8, 5, 9, 0][37, 17, 0, 29, 1, 6, 49],[13, 24, 11, 44],[28, 39, 38],[20, 7, 3, 40, 2, 4],[42, 19, 15, 47, 41, 34, 12],[5, 32, 21],[22, 36, 9, 27],[45, 25, 43, 46, 10, 33],[48, 14, 23, 31, 26, 16],[30, 18, 35]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[6, 4, 0, 0, 0, 10, 6, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 10, 4, 0, 0, 4, 0, 0, 7, 0, 0, 0, 3, 4, 4, 0, 10, 0, 0, 6, 0, 3, 7, 10, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3],[],[],[],[],[],[],[],[],[0, 0, 2, 9, 2, 0, 0, 1, 0, 8, 5, 0, 2, 0, 5, 1, 8, 0, 0, 8, 2, 0, 1, 8, 0, 5, 5, 5, 0, 0, 0, 9, 0, 1, 2, 0, 8, 0, 0, 0, 9, 2, 9, 9, 0, 9, 5, 8, 1, 0][14, 45, 47, 31, 46, 40, 22],[48, 20, 12, 34, 36, 33],[38, 28, 49],[17, 11, 1, 35, 13, 32],[25, 26, 41, 23, 2, 9],[18, 29, 0, 37],[30, 21],[39, 6, 44, 24, 5],[4, 7, 3, 10, 15],[16, 27, 42, 19, 43]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[7, 9, 0, 0, 0, 3, 6, 0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 3, 7, 0, 0, 7, 0, 0, 6, 0, 0, 0, 9, 7, 2, 0, 2, 0, 0, 6, 0, 3, 3, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2],[],[],[],[],[],[],[],[],[0, 0, 4, 4, 1, 0, 0, 8, 0, 10, 8, 0, 1, 0, 5, 4, 5, 0, 0, 5, 1, 0, 4, 8, 0, 4, 1, 8, 0, 0, 0, 10, 0, 10, 5, 0, 5, 0, 0, 0, 8, 5, 1, 4, 0, 10, 10, 4, 1, 0][26, 4, 42, 48, 20, 12],[30, 44, 32, 49],[39, 37, 17, 5, 38],[22, 2, 3, 43, 47, 15, 25],[14, 16, 41, 36, 19, 34],[24, 11, 35, 6],[13, 18, 29, 0, 21],[40, 10, 23, 27, 7],[28, 1],[46, 45, 9, 33, 31]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[3, 1, 0, 0, 0, 8, 8, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 1, 3, 0, 0, 6, 0, 0, 8, 0, 0, 0, 7, 7, 1, 0, 7, 0, 0, 6, 0, 8, 3, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3],[],[],[],[],[],[],[],[],[0, 0, 10, 9, 5, 0, 0, 5, 0, 9, 4, 0, 4, 0, 2, 9, 5, 0, 0, 9, 4, 0, 10, 2, 0, 2, 5, 2, 0, 0, 0, 9, 0, 2, 10, 0, 10, 0, 0, 0, 2, 4, 2, 4, 0, 9, 9, 9, 2, 0][30, 1, 17, 44],[40, 27, 23, 14, 33, 48, 25, 42],[0, 13, 18, 49, 38],[41, 10, 43, 20, 12],[7, 26, 16, 4],[11, 21, 35],[32, 29, 28],[37, 5, 39, 24, 6],[46, 47, 31, 19, 15, 9, 45, 3],[34, 36, 22, 2]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[7, 9, 0, 0, 0, 9, 6, 0, 0, 0, 0, 3, 0, 9, 0, 0, 0, 9, 5, 0, 0, 7, 0, 0, 9, 0, 0, 0, 5, 9, 5, 0, 6, 0, 0, 3, 0, 6, 7, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 9],[],[],[],[],[],[],[],[],[0, 0, 1, 4, 2, 0, 0, 8, 0, 10, 2, 0, 10, 0, 2, 10, 1, 0, 0, 1, 4, 0, 10, 4, 0, 4, 2, 1, 0, 0, 0, 10, 0, 2, 1, 0, 4, 0, 0, 0, 4, 2, 10, 4, 0, 8, 4, 8, 8, 0][19, 2, 16, 34, 27],[41, 4, 26, 14, 10, 33],[11, 35],[40, 46, 3, 23, 43, 25, 36, 20],[39, 30, 28, 18, 44],[37, 6, 32],[21, 38, 0],[48, 47, 45, 7],[17, 5, 29, 13, 24, 1, 49],[15, 31, 42, 12, 22, 9]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[3, 6, 0, 0, 0, 6, 6, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 3, 6, 0, 0, 1, 0, 0, 4, 0, 0, 0, 7, 4, 7, 0, 3, 0, 0, 3, 0, 1, 3, 7, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1],[],[],[],[],[],[],[],[],[0, 0, 10, 9, 5, 0, 0, 9, 0, 2, 5, 0, 2, 0, 5, 10, 5, 0, 0, 2, 8, 0, 8, 10, 0, 9, 10, 2, 0, 0, 0, 5, 0, 8, 2, 0, 5, 0, 0, 0, 2, 8, 9, 9, 0, 9, 9, 2, 8, 0][49, 37, 21],[19, 47, 12, 34, 27, 9, 40],[38, 0, 35, 44, 17, 32],[24, 13, 29, 11],[16, 31, 14, 10, 4, 36],[5, 6, 18, 1],[28, 30, 39],[33, 22, 41, 20, 48],[25, 43, 3, 46, 42, 45, 7],[2, 23, 26, 15]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[7, 5, 0, 0, 0, 6, 3, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 3, 2, 0, 0, 2, 0, 0, 7, 0, 0, 0, 5, 6, 7, 0, 6, 0, 0, 2, 0, 5, 6, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2],[],[],[],[],[],[],[],[],[0, 0, 1, 10, 10, 0, 0, 9, 0, 8, 9, 0, 8, 0, 4, 1, 10, 0, 0, 9, 1, 0, 1, 1, 0, 4, 8, 9, 0, 0, 0, 10, 0, 10, 4, 0, 4, 0, 0, 0, 4, 4, 8, 1, 0, 8, 8, 8, 4, 0][11, 29, 24, 21],[42, 25, 26, 48, 46, 27, 41, 23, 36],[6, 30, 5, 35],[15, 43, 2, 9, 45, 33],[34, 4, 14, 47, 19],[13, 49, 44],[17, 18, 28, 0],[37, 39, 1, 32, 38],[12, 31, 10, 22, 40, 20],[3, 16, 7]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[6, 4, 0, 0, 0, 7, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 7, 6, 0, 0, 10, 0, 0, 6, 0, 0, 0, 7, 4, 6, 0, 10, 0, 0, 4, 0, 4, 10, 4, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2],[],[],[],[],[],[],[],[],[0, 0, 1, 5, 1, 0, 0, 9, 0, 5, 8, 0, 5, 0, 1, 8, 3, 0, 0, 9, 8, 0, 9, 5, 0, 3, 3, 5, 0, 0, 0, 5, 0, 1, 9, 0, 8, 0, 0, 0, 1, 9, 3, 8, 0, 3, 8, 8, 1, 0][4, 40, 2, 48, 33, 14],[49],[42, 16, 45, 26, 25],[37, 39, 11, 6, 35, 1, 29, 13],[31, 12, 3, 27, 23, 9],[0, 30, 24, 18],[17, 44, 28, 5],[36, 10, 46, 20, 43, 15, 47],[41, 22, 7, 34, 19],[21, 38, 32]
11000110000101000110010010001110100101110000100001,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111001011010111001101101110001011010001111011110,[9, 8, 0, 0, 0, 7, 9, 0, 0, 0, 0, 9, 0, 3, 0, 0, 0, 6, 8, 0, 0, 3, 0, 0, 9, 0, 0, 0, 9, 8, 8, 0, 9, 0, 0, 7, 0, 9, 3, 3, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6],[],[],[],[],[],[],[],[],[0, 0, 10, 5, 2, 0, 0, 10, 0, 1, 4, 0, 5, 0, 4, 2, 4, 0, 0, 1, 4, 0, 10, 5, 0, 5, 2, 1, 0, 0, 0, 1, 0, 1, 4, 0, 1, 0, 0, 0, 2, 2, 1, 5, 0, 4, 2, 5, 2, 0][6, 13, 44, 24],[16, 36, 40, 19, 12, 14],[49, 35, 11],[27, 23, 3, 10, 20, 25, 42, 33],[21, 28, 5, 39],[29, 18, 1],[0, 38, 32, 30, 17, 37],[26, 2, 46, 45, 34],[9, 48, 43, 15, 31, 4],[22, 7, 41, 47]
