00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 10, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 3, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 3, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0],[0, 0, 8, 2, 7, 7, 0, 0, 0, 2, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 7, 0, 0, 0, 9, 0, 0, 2, 9, 8, 8, 2, 0, 0, 8, 0, 0, 0, 0, 0, 9, 0, 0, 9, 0, 0],[],[6, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 6, 5, 1, 0, 0, 6, 5, 0, 6, 0, 0, 1, 0, 0, 5, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 5, 0, 1, 1, 0, 6, 6][41, 46, 23, 14, 27, 45],[35, 10, 3, 31, 21, 9],[8, 37, 42, 19, 25],[40, 20, 36],[29, 18, 26, 43, 13],[49, 39, 17, 7, 6, 48, 12, 20, 0],[4, 5, 22, 24],[33, 38, 2, 34],[11, 47, 32, 28, 44],[30, 16, 1, 15]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 10, 2, 0, 0, 10, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7, 7, 0, 0, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0],[0, 0, 4, 8, 1, 1, 0, 0, 0, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 8, 0, 0, 0, 1, 0, 0, 3, 8, 4, 3, 8, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0],[],[6, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 9, 6, 5, 0, 0, 6, 9, 0, 6, 0, 0, 5, 0, 0, 9, 6, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 9, 0, 5, 0, 6, 6, 0, 5, 9][12, 49, 7, 43, 20],[33, 22, 28, 5, 38, 31],[16, 20, 19, 1, 15],[47, 44, 24, 9],[17, 23, 18, 29, 45, 26, 48],[27, 0, 13, 6, 46, 41, 39, 14],[32, 2, 21, 3, 11],[8, 42, 40, 36],[4, 10, 35, 34],[30, 37, 25]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 3, 0, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0],[0, 0, 6, 6, 4, 5, 0, 0, 0, 6, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 10, 0, 0, 0, 6, 0, 0, 6, 4, 4, 6, 10, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0, 0],[],[7, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 7, 7, 2, 0, 0, 2, 9, 0, 9, 0, 0, 7, 0, 0, 7, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 0, 2, 0, 7, 2, 0, 9, 2][19, 16, 36, 1],[43, 14, 49, 7, 46, 17],[37, 42, 25],[4, 32, 10, 33],[22, 21, 5, 38, 47],[2, 31, 3, 34, 28, 44, 9],[45, 26, 41, 12, 6, 0, 13, 23],[8, 15, 30, 20, 40],[18, 20, 27, 48, 39, 29],[24, 11, 35]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 7, 3, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 7, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0],[0, 0, 8, 5, 9, 10, 0, 0, 0, 8, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 9, 0, 0, 0, 8, 0, 0, 5, 9, 10, 8, 9, 0, 0, 10, 0, 0, 0, 0, 0, 10, 0, 0, 5, 0, 0],[],[2, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 6, 4, 4, 0, 0, 6, 4, 0, 2, 0, 0, 6, 0, 0, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 6, 0, 2, 6, 0, 6, 2][19, 40, 42, 1, 8],[7, 41, 26, 39, 49, 29, 14],[38, 31, 21, 34, 11, 5],[4, 2, 47, 32, 35, 3],[36, 25, 30, 15],[23, 46, 20, 13, 45, 48, 12],[37, 20, 16],[28, 10, 33, 24],[18, 27, 43, 0, 6, 17],[9, 22, 44]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 5, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 9, 5, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 8, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 0, 0],[0, 0, 6, 6, 4, 6, 0, 0, 0, 6, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 0, 10, 0, 0, 0, 4, 0, 0, 3, 10, 4, 3, 10, 0, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0],[],[7, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 7, 2, 2, 0, 0, 1, 1, 0, 1, 0, 0, 7, 0, 0, 7, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 2, 2, 0, 7, 1][49, 17, 20, 43, 39, 18],[14, 27, 13, 46, 41, 45],[34, 10, 31],[4, 47, 44, 28, 22, 33],[40, 20, 1],[11, 9, 5, 38, 3, 21, 2],[0, 7, 48, 23, 29, 6, 26, 12],[37, 25, 30, 36],[19, 16, 42, 15, 8],[32, 35, 24]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 3, 3, 0, 0, 0, 0, 9, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 3, 0, 0, 3, 0, 9, 0, 0, 0, 0, 0, 0, 0],[0, 0, 4, 2, 1, 2, 0, 0, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 4, 0, 0, 1, 2, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0],[],[8, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 6, 6, 6, 0, 0, 5, 7, 0, 8, 0, 0, 7, 0, 0, 7, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 8, 0, 6, 0, 6, 7, 0, 8, 6][19, 40, 37, 42],[22, 10, 11, 44, 24, 4, 3, 38],[0, 49, 6, 29],[27, 7, 39, 23, 13],[25, 20, 30, 8],[14, 20, 43, 26, 41, 48, 12],[31, 21, 35],[45, 18, 17, 46],[33, 28, 5, 47, 34, 32, 9, 2],[36, 15, 1, 16]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 8, 9, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 9, 0, 0, 3, 0, 9, 0, 0, 0, 0, 0, 0, 0],[0, 0, 1, 2, 6, 2, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 6, 0, 0, 2, 6, 1, 6, 6, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0],[],[7, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 5, 4, 4, 0, 0, 10, 4, 0, 7, 0, 0, 4, 0, 0, 5, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 7, 0, 10, 10, 0, 7, 4][2, 21, 11, 44, 22, 33],[24, 5, 31, 9, 10, 3],[8, 15, 36, 40],[23, 18, 39, 49, 13, 14, 7],[41, 12, 6, 26, 27],[4, 38, 34, 28, 35, 32, 47],[48, 29, 0, 43, 20],[19, 16, 25, 30],[20, 42, 37, 1],[46, 17, 45]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 7, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 7, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0],[0, 0, 6, 1, 6, 8, 0, 0, 0, 8, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 6, 0, 0, 0, 8, 0, 0, 6, 6, 6, 6, 8, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0],[],[10, 0, 0, 0, 0, 0, 9, 2, 0, 0, 0, 0, 4, 9, 9, 0, 0, 2, 4, 0, 2, 0, 0, 10, 0, 0, 4, 2, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10, 0, 4, 0, 4, 9, 0, 4, 2][10, 3, 47, 21, 38],[20, 27, 17, 7, 49],[25, 30, 8, 40],[43, 45, 48, 12, 26, 18],[1, 36, 42, 20],[11, 34, 4, 32, 2, 31, 44, 33, 24],[37, 15, 16, 19],[5, 35, 9, 22, 28],[46, 6, 39, 13, 14],[29, 23, 41, 0]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 8, 5, 0, 0, 5, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 3, 0, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0],[0, 0, 1, 1, 9, 9, 0, 0, 0, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 6, 0, 0, 0, 6, 0, 0, 1, 6, 6, 6, 6, 0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0],[],[4, 0, 0, 0, 0, 0, 4, 10, 0, 0, 0, 0, 2, 10, 2, 0, 0, 7, 2, 0, 4, 0, 0, 4, 0, 0, 10, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 4, 0, 10, 0, 10, 2, 0, 2, 2][22, 2, 47, 38, 31, 3],[29, 46, 18, 14, 49, 48, 12],[8, 36, 37, 42],[20, 23, 41, 6, 0],[19, 16, 1, 30],[21, 24, 28, 33, 32, 34, 35],[27, 39, 17],[40, 15, 25, 20],[9, 5, 4, 10, 11, 44],[13, 43, 7, 45, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,01000000100000011001100001000010000011001010000000,00111100011100000000011010001001111100100000100100,00000000000000000000000000000000000000000000000000,10000011000011100110100100110100000000010101011011,[],[],[],[],[],[],[0, 9, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 7, 7, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 10, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 0, 0],[0, 0, 2, 2, 1, 2, 0, 0, 0, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 5, 2, 5, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0],[],[8, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 6, 8, 4, 0, 0, 4, 6, 0, 6, 0, 0, 6, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 6, 0, 8, 0, 6, 8, 0, 3, 3][28, 24, 31, 32, 47, 21, 38, 4],[44, 5, 9, 34, 2, 3, 10],[49, 39, 48, 6],[29, 14, 26, 17, 27],[11, 33, 22, 35],[23, 18, 20, 12, 41, 45],[40, 20, 19, 36, 8],[7, 13, 43, 46, 0],[25, 42, 1, 30],[15, 16, 37]
