00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0],[3, 10, 0, 0, 0, 5, 10, 0, 0, 0, 0, 5, 0, 7, 5, 0, 0, 0, 7, 7, 0, 3, 0, 0, 3, 0, 0, 0, 5, 7, 7, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 5, 10, 0, 0, 5, 0],[],[],[0, 0, 8, 2, 6, 0, 0, 0, 2, 6, 2, 0, 8, 0, 0, 6, 6, 6, 0, 0, 0, 0, 6, 8, 0, 0, 0, 6, 0, 0, 0, 8, 0, 6, 2, 6, 2, 8, 2, 0, 2, 0, 0, 6, 0, 0, 6, 0, 0, 8],[][7, 26],[34, 3, 10, 36, 40, 8, 38],[42, 21, 24, 0],[47, 20],[48, 28, 11, 5, 44, 14],[43, 4, 27, 9, 46, 15, 35, 17, 33, 16, 22],[19, 30, 13, 18, 29],[12, 49, 2, 37, 31, 23],[25, 39],[41, 45, 6, 1, 32]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0],[10, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 10, 8, 0, 0, 0, 10, 10, 0, 1, 0, 0, 8, 0, 0, 0, 8, 1, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 0, 3, 8, 0, 0, 1, 0],[],[],[0, 0, 5, 2, 2, 0, 0, 0, 6, 5, 5, 0, 6, 0, 0, 6, 6, 6, 0, 0, 0, 0, 2, 2, 0, 0, 0, 6, 0, 0, 0, 5, 0, 6, 6, 2, 5, 5, 2, 0, 5, 0, 0, 2, 0, 0, 5, 0, 0, 5],[][6, 11, 48, 29, 21],[4, 43, 35, 38, 23, 3, 22],[44, 32, 1, 5],[26, 25],[31, 9, 37, 46, 10, 2, 36, 40, 49],[34, 8, 17, 33, 27, 15, 16, 12],[20, 7],[14, 24, 45, 28, 42],[39, 47],[30, 19, 18, 41, 13, 0]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0],[8, 6, 0, 0, 0, 6, 8, 0, 0, 0, 0, 8, 0, 8, 6, 0, 0, 0, 4, 4, 0, 8, 0, 0, 1, 0, 0, 0, 6, 1, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 1, 4, 0, 0, 4, 0],[],[],[0, 0, 5, 5, 7, 0, 0, 0, 7, 5, 2, 0, 2, 0, 0, 7, 7, 5, 0, 0, 0, 0, 5, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 2, 2, 5, 2, 5, 5, 0, 2, 0, 0, 7, 0, 0, 2, 0, 0, 7],[][44, 29, 24],[10, 46, 12, 40, 36, 34, 33],[26, 47, 7],[19, 48, 18, 45],[17, 38, 31, 9, 22, 35, 2, 27, 37, 3],[42, 30, 14, 5, 41, 28, 1],[43, 16, 4, 15, 8, 49, 23],[21, 32, 0, 13, 6, 11],[39],[25, 20]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0],[8, 8, 0, 0, 0, 8, 2, 0, 0, 0, 0, 10, 0, 2, 10, 0, 0, 0, 8, 2, 0, 7, 0, 0, 8, 0, 0, 0, 2, 10, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 0, 2, 2, 0, 0, 7, 0],[],[],[0, 0, 5, 5, 6, 0, 0, 0, 6, 6, 1, 0, 6, 0, 0, 5, 6, 1, 0, 0, 0, 0, 5, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 5, 6, 1, 6, 6, 6, 0, 5, 0, 0, 5, 0, 0, 6, 0, 0, 1],[][49, 10, 35, 17, 31],[13, 45, 6, 28, 44, 42, 19],[25, 47],[20, 26],[33, 2, 27, 15, 3, 40, 23, 22, 43],[37, 12, 46, 9, 36, 4, 8, 34, 38, 16],[32, 48, 30, 21],[18, 0, 1, 5, 24],[39, 7],[29, 14, 41, 11]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[3, 2, 0, 0, 0, 6, 6, 0, 0, 0, 0, 2, 0, 6, 3, 0, 0, 0, 3, 6, 0, 3, 0, 0, 6, 0, 0, 0, 3, 6, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 6, 2, 0, 0, 3, 0],[],[],[0, 0, 8, 4, 10, 0, 0, 0, 10, 4, 8, 0, 10, 0, 0, 5, 8, 8, 0, 0, 0, 0, 5, 4, 0, 0, 0, 8, 0, 0, 0, 4, 0, 4, 5, 8, 5, 5, 8, 0, 5, 0, 0, 8, 0, 0, 8, 0, 0, 5],[][7, 47],[11, 1, 42, 32, 45],[41, 14, 18, 30, 48, 28, 0, 21],[3, 9, 33, 31, 23],[49, 34, 40, 36, 15, 37, 22],[29, 13, 5, 6, 19, 44, 24],[39, 20],[17, 16, 27, 2, 10, 46, 35, 38, 43],[25, 26],[8, 12, 4]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0],[1, 7, 0, 0, 0, 8, 10, 0, 0, 0, 0, 1, 0, 7, 10, 0, 0, 0, 8, 10, 0, 8, 0, 0, 1, 0, 0, 0, 8, 10, 8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0, 8, 10, 0, 0, 10, 0],[],[],[0, 0, 2, 6, 6, 0, 0, 0, 6, 5, 6, 0, 5, 0, 0, 2, 2, 6, 0, 0, 0, 0, 2, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 2, 6, 6, 5, 2, 6, 0, 2, 0, 0, 6, 0, 0, 5, 0, 0, 5],[][24, 11, 0],[31, 37, 15, 2, 16, 22, 40, 33],[39, 25],[26, 7],[9, 36, 46, 12, 27, 49, 23],[35, 4, 10, 3, 8, 38, 17, 34, 43],[1, 42, 13],[44, 5, 30, 28, 18, 21],[47, 20],[19, 48, 45, 14, 32, 6, 29, 41]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0],[4, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 8, 0, 8, 1, 0, 0, 0, 2, 4, 0, 4, 0, 0, 1, 0, 0, 0, 8, 4, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 2, 8, 0, 0, 2, 0],[],[],[0, 0, 6, 6, 5, 0, 0, 0, 5, 3, 6, 0, 5, 0, 0, 3, 6, 5, 0, 0, 0, 0, 5, 5, 0, 0, 0, 6, 0, 0, 0, 5, 0, 5, 6, 5, 3, 3, 5, 0, 5, 0, 0, 5, 0, 0, 6, 0, 0, 6],[][42, 1, 5, 24, 14],[18, 30, 48, 44, 6],[15, 37, 9, 36],[32, 21, 29, 0, 19],[33, 12, 22, 40, 35, 43, 38, 17, 31, 23, 8, 4],[49, 27, 34, 16, 3, 46, 10, 2],[47, 20],[41, 11, 28, 45, 13],[26, 7],[25, 39]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0],[2, 7, 0, 0, 0, 6, 7, 0, 0, 0, 0, 6, 0, 2, 2, 0, 0, 0, 6, 7, 0, 7, 0, 0, 2, 0, 0, 0, 6, 2, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 7, 7, 0, 0, 6, 0],[],[],[0, 0, 5, 5, 3, 0, 0, 0, 10, 10, 8, 0, 10, 0, 0, 3, 10, 8, 0, 0, 0, 0, 10, 3, 0, 0, 0, 3, 0, 0, 0, 8, 0, 8, 5, 8, 5, 8, 3, 0, 5, 0, 0, 5, 0, 0, 5, 0, 0, 8],[][20, 47],[14, 13, 29, 24, 0],[38, 23, 4, 27, 15],[7, 39],[2, 3, 36, 46, 40, 34, 43],[11, 5, 30, 48, 28, 41, 32, 18],[1, 44, 6, 45, 42, 19, 21],[33, 49, 31, 35, 37, 10, 17],[25, 26],[22, 9, 16, 8, 12]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0],[6, 8, 0, 0, 0, 8, 8, 0, 0, 0, 0, 3, 0, 8, 6, 0, 0, 0, 8, 8, 0, 8, 0, 0, 6, 0, 0, 0, 3, 3, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 6, 3, 0, 0, 6, 0],[],[],[0, 0, 2, 10, 10, 0, 0, 0, 1, 5, 1, 0, 5, 0, 0, 1, 2, 10, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 10, 5, 10, 5, 1, 5, 0, 1, 0, 0, 10, 0, 0, 1, 0, 0, 2],[][8, 40, 22, 15, 46, 10, 37],[49, 31, 27, 2, 16, 23],[29, 28, 11, 45],[39, 7],[36, 12, 9, 34, 38],[24, 0, 48, 44, 30, 14],[25, 47],[41, 5, 6, 21, 13, 18, 1, 32, 42, 19],[20, 26],[17, 3, 4, 43, 35, 33]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000001000000000000100001100000000000010000000100,11000110000101100011010010001110100000000110110010,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00111000111010011100001100010001011111101001001001,00000000000000000000000000000000000000000000000000,[],[],[],[],[0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0],[4, 7, 0, 0, 0, 5, 4, 0, 0, 0, 0, 1, 0, 1, 5, 0, 0, 0, 5, 1, 0, 5, 0, 0, 7, 0, 0, 0, 7, 5, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 1, 7, 0, 0, 1, 0],[],[],[0, 0, 2, 2, 2, 0, 0, 0, 2, 6, 6, 0, 2, 0, 0, 2, 8, 2, 0, 0, 0, 0, 6, 6, 0, 0, 0, 8, 0, 0, 0, 6, 0, 6, 2, 6, 8, 6, 6, 0, 8, 0, 0, 8, 0, 0, 8, 0, 0, 8],[][13, 44, 11, 19, 48],[2, 12, 17, 8, 34, 15, 4, 3],[47, 39],[30, 6, 32, 0],[29, 21, 18, 42, 14, 5, 41],[37, 10, 35, 33, 38, 31, 9, 22, 23],[45, 24, 28, 1],[40, 49, 27, 46, 36, 43, 16],[25, 7],[26, 20]
