00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 2, 10, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 9, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 7, 9],[5, 1, 4, 0, 4, 1, 0, 0, 0, 3, 4, 0, 4, 1, 4, 3, 3, 1, 5, 3, 4, 0, 3, 0, 1, 0, 0, 0, 0, 1, 5, 0, 3, 3, 4, 4, 1, 0, 3, 4, 0, 5, 0, 1, 5, 0, 5, 3, 0, 0],[][24, 17, 5, 43, 36, 29, 1, 13],[23, 11, 25],[33, 9, 32, 16, 15, 47, 22, 38, 19],[14, 35, 2, 4, 10, 20, 39, 12, 34],[44, 30, 0, 41, 18, 46],[8, 45],[37, 27, 7, 48],[3, 42, 31, 21],[28, 49, 6],[40, 26]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 1, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 8, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 6, 6],[7, 4, 5, 0, 3, 7, 0, 0, 0, 4, 4, 0, 4, 7, 3, 4, 3, 7, 5, 3, 3, 0, 3, 0, 4, 0, 0, 0, 0, 3, 5, 0, 3, 7, 5, 5, 4, 0, 5, 4, 0, 7, 0, 4, 5, 0, 4, 4, 0, 0],[][23, 40, 25, 31],[7, 27, 37, 28],[16, 29, 22, 19, 20, 32, 4, 14],[46, 15, 9, 43, 47, 10, 36, 24, 1, 12, 39],[34, 38, 2, 35, 18, 30, 44],[49, 48],[5, 0, 13, 41, 17, 33],[6, 8, 45],[42, 11, 3],[26, 21]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 7, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 10, 10],[1, 4, 6, 0, 4, 3, 0, 0, 0, 1, 3, 0, 4, 6, 3, 6, 3, 4, 1, 3, 1, 0, 3, 0, 6, 0, 0, 0, 0, 6, 4, 0, 6, 1, 3, 6, 1, 0, 4, 4, 0, 4, 0, 1, 6, 0, 4, 1, 0, 0],[][9, 33, 47, 18, 20, 0, 43, 36],[40, 31],[34, 10, 14, 16, 5, 19, 22],[46, 17, 4, 30, 39, 41, 1, 12, 38],[45, 7, 8, 6],[13, 29, 15, 24, 35, 2, 32, 44],[23, 11, 26, 25, 21],[42, 3],[28, 27],[48, 49, 37]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 9, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 5, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 10, 10],[3, 6, 3, 0, 3, 3, 0, 0, 0, 4, 6, 0, 7, 7, 3, 4, 6, 3, 4, 6, 4, 0, 4, 0, 7, 0, 0, 0, 0, 6, 3, 0, 7, 6, 3, 4, 7, 0, 7, 4, 0, 4, 0, 3, 7, 0, 7, 4, 0, 0],[][31, 3, 26],[7],[4, 30, 5, 2, 0, 14, 17, 34, 43],[22, 18, 39, 9, 15, 47, 35, 41, 20],[27, 45, 28, 37, 6],[33, 10, 19, 29, 1, 16],[38, 24, 12, 13, 36, 46, 32, 44],[42, 23, 11, 21],[25, 40],[48, 8, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 6, 9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 10, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 10],[4, 3, 3, 0, 3, 5, 0, 0, 0, 4, 3, 0, 3, 4, 3, 3, 3, 4, 4, 5, 7, 0, 7, 0, 4, 0, 0, 0, 0, 4, 5, 0, 3, 5, 4, 7, 5, 0, 4, 7, 0, 5, 0, 7, 7, 0, 7, 5, 0, 0],[][37, 27, 8, 45, 28],[31, 3, 11, 42],[15, 2, 32, 4, 14, 10, 12, 16, 1],[17, 34, 13, 38, 24, 29, 18, 0, 9],[47, 30, 41, 19, 36, 5, 33],[21, 25, 23],[22, 20, 39, 35, 43, 46, 44],[7],[26, 40],[6, 48, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 10, 0, 1, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 5, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 9],[3, 4, 3, 0, 4, 4, 0, 0, 0, 6, 7, 0, 3, 7, 6, 3, 3, 4, 3, 4, 3, 0, 4, 0, 3, 0, 0, 0, 0, 6, 4, 0, 7, 4, 3, 6, 7, 0, 7, 4, 0, 6, 0, 4, 7, 0, 4, 6, 0, 0],[][25, 11, 40, 3],[21, 42],[16, 15, 2, 18, 0, 20, 12, 34, 24],[5, 30, 39, 19, 17, 1, 46, 43, 4, 33, 22],[6, 28, 27, 37],[29, 14, 9, 41, 47, 35],[38, 32, 44, 10, 13, 36],[8, 45, 48, 7],[49],[31, 26, 23]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 8, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 10],[6, 6, 4, 0, 4, 4, 0, 0, 0, 1, 6, 0, 4, 6, 7, 1, 7, 1, 1, 6, 1, 0, 6, 0, 4, 0, 0, 0, 0, 7, 6, 0, 4, 6, 7, 1, 6, 0, 1, 7, 0, 6, 0, 6, 7, 0, 1, 6, 0, 0],[][15, 17, 20, 35, 9, 18, 46, 38],[8, 48],[31, 3, 11, 21, 26],[2, 32, 4, 5, 12, 24],[27, 7, 37, 6],[30, 0, 36, 1, 13, 19, 41, 10, 22, 47, 43, 33],[14, 39, 44, 29, 34, 16],[25, 42],[23, 40],[28, 45, 49]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 10, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 10],[7, 3, 7, 0, 3, 7, 0, 0, 0, 6, 3, 0, 3, 4, 7, 6, 4, 7, 6, 7, 6, 0, 4, 0, 7, 0, 0, 0, 0, 3, 6, 0, 6, 6, 3, 6, 4, 0, 3, 4, 0, 7, 0, 7, 3, 0, 4, 3, 0, 0],[][31, 3, 23, 26],[6, 45, 48],[17, 29, 24, 16, 13, 10, 4, 46, 0],[36, 20, 14, 38, 22, 41, 2, 35, 32, 30, 9],[42, 40, 21],[1, 19, 39, 43, 18, 5],[34, 12, 44, 33, 47, 15],[37, 49, 8, 7],[11, 25],[27, 28]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 6, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 1, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 10, 1],[8, 4, 4, 0, 4, 4, 0, 0, 0, 3, 3, 0, 3, 3, 8, 7, 4, 7, 4, 3, 7, 0, 4, 0, 7, 0, 0, 0, 0, 8, 8, 0, 4, 3, 7, 4, 4, 0, 4, 8, 0, 4, 0, 7, 3, 0, 3, 8, 0, 0],[][8, 27, 37, 49, 6],[26],[46, 9, 44, 33, 12, 13, 10, 19],[36, 1, 22, 2, 32, 5, 38, 18, 4, 35, 41, 16],[40, 21, 11, 23],[31, 25, 42, 3],[15, 43, 20, 17, 34, 24],[29, 0, 30, 39, 14, 47],[45, 28],[7, 48]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000000100000000010101100001000000001010000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000011100000000000000000011000000001000000010011,11101100011011111111101010000110111110110101101100,00000000000000000000000000000000000000000000000000,[],[],[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 8, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 9, 0, 0, 0, 0, 0, 0, 0],[],[],[],[],[0, 0, 0, 0, 0, 0, 2, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 7],[3, 5, 6, 0, 5, 4, 0, 0, 0, 3, 5, 0, 3, 6, 4, 4, 5, 3, 4, 6, 3, 0, 4, 0, 4, 0, 0, 0, 0, 4, 4, 0, 5, 6, 6, 6, 3, 0, 4, 5, 0, 6, 0, 4, 6, 0, 3, 6, 0, 0],[][3, 21, 25, 23],[28, 6, 37],[17, 46, 9, 0, 20, 12, 36],[14, 22, 38, 15, 29, 24, 5, 18, 43, 30],[32, 4, 39, 10, 16, 1],[33, 47, 13, 34, 44, 35, 41, 19, 2],[48, 27, 49],[26, 40],[42, 11, 31],[8, 45, 7]
