00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[10, 5, 0, 0, 0, 6, 5, 5, 0, 0, 0, 0, 6, 5, 0, 6, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6, 8, 10, 0, 0, 8, 0, 10, 0, 5, 8, 0, 6, 0, 10, 10, 0, 0, 0, 6, 0, 0, 8],[0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 4, 0, 0, 0, 9, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 4, 9, 0, 9, 0, 0],[],[],[],[0, 0, 0, 3, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 2, 0, 3, 0, 7, 3, 2, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0],[][11, 43, 10, 23],[9, 14, 20, 40],[33, 16, 48, 19, 3, 31],[25, 44, 26, 35],[1, 13, 6, 7, 36],[27, 39, 15, 12, 5, 46],[18, 8, 38, 24, 21],[28, 49, 32, 37],[47, 4, 45, 2, 30],[41, 22, 34, 42, 0, 17, 29]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[3, 3, 0, 0, 0, 3, 6, 6, 0, 0, 0, 0, 9, 9, 0, 1, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 3, 6, 0, 0, 6, 0, 3, 0, 6, 9, 0, 1, 0, 1, 6, 0, 0, 0, 1, 0, 0, 9],[0, 0, 10, 0, 7, 0, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 7, 0, 0, 0, 10, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 10, 8, 10, 0, 8, 0, 0],[],[],[],[0, 0, 0, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 2, 0, 2, 0, 2, 4, 4, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 0],[][41, 17, 46, 39, 15],[14, 3, 21, 18, 16],[28, 0, 34, 1, 5],[31, 40, 24, 19, 20],[9, 48, 33, 8, 38],[32, 29, 36, 6, 7, 42],[4, 26, 35, 11],[47, 44, 23],[49, 22, 27, 37, 13, 12],[43, 45, 30, 2, 10, 25]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[10, 10, 0, 0, 0, 10, 1, 1, 0, 0, 0, 0, 1, 5, 0, 7, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 0, 7, 10, 1, 0, 0, 1, 0, 7, 0, 5, 5, 0, 7, 0, 10, 5, 0, 0, 0, 7, 0, 0, 7],[0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 3, 0, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 0, 3, 0, 0],[],[],[],[0, 0, 0, 9, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 9, 0, 9, 0, 4, 9, 6, 9, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 0],[][6, 29, 7, 32, 12],[4, 10, 44],[2, 11, 45, 43, 23, 47, 26],[38, 31, 18, 24],[37, 17, 13, 36, 42],[48, 20, 33, 8, 9],[49, 34, 15, 46, 39, 27],[25, 30, 35],[19, 16, 40, 21, 14, 3],[41, 28, 0, 22, 1, 5]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[4, 3, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 3, 2, 0, 4, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 3, 4, 0, 0, 4, 0, 1, 0, 3, 2, 0, 3, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1],[0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 8, 0, 0, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 5, 7, 5, 0, 8, 0, 0],[],[],[],[0, 0, 0, 6, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 9, 0, 6, 0, 6, 9, 9, 10, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 0, 10, 0, 0, 0, 0, 9, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 0],[][46, 49, 22, 34, 42, 7],[41, 6, 37, 13, 5],[12, 39, 1, 36, 17, 28],[15, 29, 32, 0, 27],[45, 43, 11, 2, 23, 4, 25],[3, 16, 18, 31],[10, 30, 44],[47, 26, 35],[38, 14, 19, 24, 8, 20],[48, 40, 33, 21, 9]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[9, 5, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 5, 1, 0, 6, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 9, 5, 0, 0, 1, 0, 5, 0, 1, 6, 0, 5, 0, 9, 9, 0, 0, 0, 6, 0, 0, 9],[0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 0, 3, 0, 0],[],[],[],[0, 0, 0, 8, 0, 0, 0, 0, 7, 10, 0, 0, 0, 0, 8, 0, 10, 0, 7, 7, 8, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0],[][32, 13, 5, 7, 36, 22],[30, 35, 25, 2],[47, 10, 4, 11, 45, 26, 23],[43, 44],[39, 27, 29, 1, 34, 12],[37, 46, 17, 15],[38, 19, 48, 8, 18],[3, 14, 40, 20],[41, 49, 28, 0, 42, 6],[24, 33, 16, 21, 9, 31]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[10, 4, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 5, 5, 0, 1, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 10, 4, 10, 0, 0, 1, 0, 4, 0, 1, 1, 0, 5, 0, 5, 5, 0, 0, 0, 4, 0, 0, 10],[0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 2, 8, 0, 8, 0, 0],[],[],[],[0, 0, 0, 7, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 3, 0, 9, 0, 7, 3, 9, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 7, 0, 3, 0, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 0],[][36, 15, 32, 17, 37],[35, 26, 2, 44, 30, 23],[48, 24, 33, 14, 21, 19],[34, 46, 1, 28],[41, 42, 13, 39, 22, 12],[11, 43, 4, 10, 25],[31, 38, 18, 3],[47, 45],[20, 9, 8, 16, 40],[27, 7, 29, 6, 5, 49, 0]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[1, 1, 0, 0, 0, 9, 10, 3, 0, 0, 0, 0, 3, 9, 0, 9, 0, 10, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 9, 1, 0, 0, 1, 0, 10, 0, 10, 3, 0, 10, 0, 10, 1, 0, 0, 0, 9, 0, 0, 3],[0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 5, 5, 8, 0, 5, 0, 0],[],[],[],[0, 0, 0, 6, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 7, 0, 7, 0, 2, 6, 6, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0],[][32, 0, 42, 29, 1],[38, 21, 18, 24, 40],[37, 7, 12, 49, 27],[10, 30, 25],[47, 44, 11, 43, 4, 23, 2],[33, 3, 9, 20, 19],[48, 8, 31, 16, 14],[45, 26, 35],[46, 5, 13, 15, 28, 22],[34, 36, 6, 39, 17, 41]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[7, 2, 0, 0, 0, 2, 2, 6, 0, 0, 0, 0, 10, 6, 0, 7, 0, 10, 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 6, 10, 0, 0, 6, 0, 2, 0, 6, 6, 0, 10, 0, 10, 10, 0, 0, 0, 6, 0, 0, 7],[0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 9, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 9, 5, 0, 9, 0, 0],[],[],[],[0, 0, 0, 8, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 3, 0, 1, 0, 8, 3, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0],[][16, 24, 21, 9, 40],[34, 6, 1, 5],[38, 33, 48, 19, 20, 14],[30, 10, 11],[35, 45, 2, 23],[28, 46, 37, 36, 7, 13, 32],[49, 0, 15, 22],[3, 31, 8, 18],[26, 44, 4, 43, 47, 25],[27, 12, 39, 17, 29, 42, 41]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[9, 10, 0, 0, 0, 5, 9, 10, 0, 0, 0, 0, 5, 10, 0, 5, 0, 9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 2, 2, 0, 0, 9, 0, 10, 0, 10, 2, 0, 10, 0, 9, 2, 0, 0, 0, 2, 0, 0, 5],[0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 3, 0, 0, 0, 8, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 3, 3, 0, 3, 0, 0],[],[],[],[0, 0, 0, 4, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 1, 0, 4, 0, 4, 1, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 0],[][37, 29, 42, 17, 22, 46],[15, 5, 49, 41],[40, 20, 31, 21, 9, 14],[18, 38, 19],[1, 12, 7, 36, 32, 39, 6],[10, 25, 43, 2, 35],[23, 44, 30, 26],[47, 11, 45, 4],[27, 28, 13, 0, 34],[8, 33, 48, 24, 16, 3]
00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,11000111000011010100001000011100101011010110001001,00101000001100000000000101100010000100000001110100,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000,00010000110000101011110010000001010000101000000010,00000000000000000000000000000000000000000000000000,[],[],[],[7, 7, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 2, 5, 0, 10, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 10, 10, 5, 0, 0, 5, 0, 2, 0, 2, 10, 0, 10, 0, 5, 10, 0, 0, 0, 7, 0, 0, 10],[0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 4, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6, 8, 4, 0, 6, 0, 0],[],[],[],[0, 0, 0, 9, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 1, 0, 3, 0, 3, 1, 9, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0],[][38, 31, 19, 14],[12, 17, 36, 34],[40, 18, 16, 9, 21],[45, 10, 25, 26, 11],[32, 5, 6, 29, 7, 13, 41],[30, 2, 35, 47, 43],[46, 0, 22, 1],[44, 23, 4],[33, 8, 3, 20, 48, 24],[42, 15, 27, 39, 37, 49, 28]
