Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
28708,10,120800.57,73434.0,2280.0,969.566896633547,46397.0,73434.0,0.7,0.3
28408,10,121333.75,72935.0,2095.0,1020.7548873326801,47378.0,72935.0,0.7,0.3
28910,8,102463.38,74542.0,2341.0,786.3770993453678,27135.0,74542.0,0.7,0.3
29610,12,125446.16,71655.0,1979.0,978.1588217108665,52813.0,71655.0,0.7,0.3
27862,6,105902.86,77728.0,2551.0,735.864612164684,27439.0,77728.0,0.7,0.3
28498,7,95888.52,76331.0,2432.0,618.5190559496384,18939.0,76331.0,0.7,0.3,10,125064.65,73954.0,2174.0,1029.6498002296428,50081.0,73954.0,0.7,0.3
28616,9,118177.4,75683.0,2410.0,962.3970105216201,41532.0,75683.0,0.7,0.3
28747,8,109924.81,78557.0,2557.0,809.8067480817758,30558.0,78557.0,0.7,0.3
28161,10,124977.46,76810.0,2459.0,1054.4602521408237,47113.0,76810.0,0.7,0.3
29266,11,130517.77,75624.0,2306.0,1153.7699488391133,53740.0,75624.0,0.7,0.3
28378,7,105726.93,75996.0,2418.0,726.9310808455373,29004.0,75996.0,0.7,0.3
28387,7,104354.35,77461.0,2423.0,862.3537750560047,26031.0,77461.0,0.7,0.3
28605,11,132741.71,73424.0,2240.0,1086.7130515998685,58231.0,73424.0,0.7,0.3
28271,10,125054.04,70789.0,1899.0,854.0400708316332,53411.0,70789.0,0.7,0.3
28990,11,119220.47,69915.0,1979.0,1008.4650429070248,48297.0,69915.0,0.7,0.3
28747,10,119499.54,70972.0,2053.0,932.5428118121187,47595.0,70972.0,0.7,0.3
29084,12,120567.17,69461.0,1826.0,1126.1672768430008,49980.0,69461.0,0.7,0.3,8,110619.8,75184.0,2354.0,884.8008549901124,34551.0,75184.0,0.7,0.3
28705,8,114749.28,72135.0,2096.0,975.2819658768575,41639.0,72135.0,0.7,0.3
28607,10,118607.72,71133.0,2052.0,834.7226985206086,46640.0,71133.0,0.7,0.3
28267,6,106896.14,74048.0,2472.0,701.1438605936669,32147.0,74048.0,0.7,0.3
