Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
28502,13,99665.25,50762.0,1995.0,1124.2450612208982,47779.0,50762.0,0.8,0.3
27911,9,96620.39,51871.0,2239.0,1083.3901078159445,43666.0,51871.0,0.8,0.3
27956,12,99079.5,52246.0,2029.0,1051.5024452806774,45782.0,52246.0,0.8,0.3
28220,10,101335.82,53827.0,2340.0,955.8213687422889,46553.0,53827.0,0.8,0.3
28123,13,100486.68,47678.0,1730.0,1239.6755300375812,51569.0,47678.0,0.8,0.3
27902,7,79707.77,55558.0,2550.0,796.7668590080036,23353.0,55558.0,0.8,0.3
27938,9,94732.85,50866.0,2099.0,773.8541097800097,43093.0,50866.0,0.8,0.3
27926,11,106477.1,49587.0,1944.0,1084.1031988827137,55806.0,49587.0,0.8,0.3
27946,8,84018.34,52670.0,2200.0,797.3414280404972,30551.0,52670.0,0.8,0.3
28361,7,94119.11,55956.0,2566.0,1053.1068012039934,37110.0,55956.0,0.8,0.3
27921,10,94447.09,52274.0,2206.0,1242.0885883772157,40931.0,52274.0,0.8,0.3
28503,10,88928.09,51028.0,2143.0,1127.093013156185,36773.0,51028.0,0.8,0.3
28374,11,95575.21,48296.0,1937.0,1145.2063606551694,46134.0,48296.0,0.8,0.3
28303,8,90499.33,50929.0,2118.0,959.3301479048083,38611.0,50929.0,0.8,0.3
28100,9,94373.36,50571.0,2065.0,1045.3607395105196,42757.0,50571.0,0.8,0.3
28449,10,97019.21,52261.0,2128.0,952.2118895030573,43806.0,52261.0,0.8,0.3
27898,10,87674.86,50395.0,1934.0,917.859140657578,36362.0,50395.0,0.8,0.3
28071,13,108078.25,51947.0,2021.0,1084.250588446242,55047.0,51947.0,0.8,0.3
28305,14,113416.53,45581.0,1625.0,1211.5257941062641,66624.0,45581.0,0.8,0.3
28247,9,94294.02,49364.0,1904.0,1059.020439033899,43871.0,49364.0,0.8,0.3
