Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
9220,3,38911.57,24694.0,1732.0,418.56833794497174,13799.0,24694.0,0.7,0.3
9217,6,38163.81,20683.0,1356.0,511.81320499175206,16969.0,20683.0,0.7,0.3
9058,5,40886.33,21545.0,1430.0,416.32776887688254,18925.0,21545.0,0.7,0.3
9057,5,48220.92,21933.0,1381.0,551.9226376096236,25736.0,21933.0,0.7,0.3
9095,5,46171.96,22788.0,1462.0,373.96359650008765,23010.0,22788.0,0.7,0.3
9120,5,50570.92,24283.0,1513.0,551.9226376096236,25736.0,24283.0,0.7,0.3
8990,4,43539.21,24245.0,1638.0,496.2142413506572,18798.0,24245.0,0.7,0.3
9063,5,47881.56,20721.0,1363.0,402.5598414992279,26758.0,20721.0,0.7,0.3
9141,5,45869.96,22486.0,1458.0,373.96359650008765,23010.0,22486.0,0.7,0.3
9079,7,57252.08,20797.0,1223.0,601.0782726226771,35854.0,20797.0,0.7,0.3
9039,5,45942.96,22559.0,1474.0,373.96359650008765,23010.0,22559.0,0.7,0.3,3,41520.99,27316.0,1899.0,265.98531098082395,13939.0,27316.0,0.7,0.3
9054,4,40553.71,25321.0,1636.0,282.7055408527515,14950.0,25321.0,0.7,0.3
9122,7,55429.21,22978.0,1397.0,542.2060710273685,31909.0,22978.0,0.7,0.3
9067,7,56573.76,23105.0,1379.0,529.7571015927381,32939.0,23105.0,0.7,0.3
9082,5,42501.95,22279.0,1395.0,320.95333126574593,19902.0,22279.0,0.7,0.3
9096,5,52026.43,21715.0,1356.0,585.4325581781552,29726.0,21715.0,0.7,0.3
8998,5,52900.43,22589.0,1438.0,585.4325581781552,29726.0,22589.0,0.7,0.3
9227,6,43159.32,21812.0,1399.0,413.31748845977205,20934.0,21812.0,0.7,0.3
9236,4,54386.68,29114.0,1940.0,493.6819822461414,24779.0,29114.0,0.7,0.3
9071,5,52844.82,22522.0,1479.0,456.8227381301212,29866.0,22522.0,0.7,0.3
