Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
77074,11,154158.4,111030.0,3818.0,1628.3964780152814,41500.0,111030.0,0.7,0.2
75131,15,161975.74,100463.0,2919.0,2210.7410841654228,59302.0,100463.0,0.7,0.2
77282,16,162508.44,99172.0,2815.0,2285.4365073962044,61051.0,99172.0,0.7,0.2
76292,14,165066.23,103693.0,3186.0,1660.2311432730496,59713.0,103693.0,0.7,0.2
77655,16,163758.64,99877.0,2877.0,2215.644516965504,61666.0,99877.0,0.7,0.2,13,152658.76,107782.0,3555.0,1997.7637129465813,42879.0,107782.0,0.7,0.2
77848,14,143481.94,100160.0,3018.0,2142.9413447260813,41179.0,100160.0,0.7,0.2
78419,13,174024.69,103345.0,3336.0,2035.68934423964,68644.0,103345.0,0.7,0.2
76608,14,145337.08,102420.0,3072.0,2086.0760633728787,40831.0,102420.0,0.7,0.2
76898,17,174970.84,100689.0,3013.0,2207.83974283624,72074.0,100689.0,0.7,0.2
78609,17,160746.77,100895.0,2946.0,2283.7705881532697,57568.0,100895.0,0.7,0.2
76601,13,160041.45,104309.0,3276.0,1916.4495168578228,53816.0,104309.0,0.7,0.2
74000,15,159252.77,101856.0,3164.0,2284.772060355037,55112.0,101856.0,0.7,0.2
79193,14,154618.56,99728.0,2872.0,2154.5593789270233,52736.0,99728.0,0.7,0.2
78027,15,149469.06,99304.0,2838.0,2121.0557261365584,48044.0,99304.0,0.7,0.2
78169,14,161147.29,100076.0,3008.0,1924.2893240879876,59147.0,100076.0,0.7,0.2
78525,18,172573.78,99234.0,2828.0,2274.7817121671333,71065.0,99234.0,0.7,0.2
78465,16,166722.4,100026.0,2844.0,2063.398024779783,64633.0,100026.0,0.7,0.2,17,170461.43,98839.0,2787.0,2146.4283229193034,69476.0,98839.0,0.7,0.2
76331,14,154481.05,100989.0,3087.0,2207.0541346175246,51285.0,100989.0,0.7,0.2
78387,19,151512.69,95426.0,2528.0,2462.691363561191,53624.0,95426.0,0.7,0.2
77260,17,148417.7,99216.0,2811.0,2426.703755656529,46775.0,99216.0,0.7,0.2
