Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
37220,7,118892.04,88471.0,3278.0,980.0428081704102,29441.0,88471.0,0.8,0.5
37188,7,122413.97,90021.0,3424.0,1114.9708113779147,31278.0,90021.0,0.8,0.5
37077,10,132799.44,83278.0,2948.0,1507.4431542535972,48014.0,83278.0,0.8,0.5,5,122434.86,98423.0,4058.0,947.8564193697104,23064.0,98423.0,0.8,0.5
36945,7,127173.35,88810.0,3342.0,993.3484745320363,37370.0,88810.0,0.8,0.5
37165,7,130821.29,93432.0,3633.0,893.2891032886437,36496.0,93432.0,0.8,0.5
36951,9,118256.47,81167.0,2765.0,1401.4721335415086,35688.0,81167.0,0.8,0.5
37204,14,142325.62,78729.0,2551.0,1536.618272800605,62060.0,78729.0,0.8,0.5
37216,8,132574.57,86221.0,3254.0,854.5697335124149,45499.0,86221.0,0.8,0.5
36973,7,117574.21,90213.0,3423.0,999.2117823391072,26362.0,90213.0,0.8,0.5
37205,10,120512.64,81533.0,2685.0,1425.6445038096033,37554.0,81533.0,0.8,0.5
36995,6,124558.23,94918.0,3858.0,883.225950814313,28757.0,94918.0,0.8,0.5
36935,5,117819.0,94211.0,3815.0,853.9982703897376,22754.0,94211.0,0.8,0.5
36957,8,127656.8,87710.0,3319.0,1224.8035474548049,38722.0,87710.0,0.8,0.5
37104,6,119204.69,92925.0,3570.0,846.6944835656362,25433.0,92925.0,0.8,0.5
36956,8,129723.9,87059.0,3123.0,1217.903676956831,41447.0,87059.0,0.8,0.5
37095,8,123190.88,90972.0,3558.0,1348.8751159322187,30870.0,90972.0,0.8,0.5
37237,7,122151.24,88107.0,3253.0,1074.235409915742,32970.0,88107.0,0.8,0.5
37393,7,116707.24,89023.0,3330.0,1038.242629017778,26646.0,89023.0,0.8,0.5
37047,5,127405.07,102407.0,4372.0,654.0744743862658,24344.0,102407.0,0.8,0.5
36897,11,137379.07,87897.0,3044.0,1228.0723572559807,48254.0,87897.0,0.8,0.5
