Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
72934,14,172915.14,108008.0,3629.0,1880.1357531528133,63027.0,108008.0,0.7,0.3
73532,14,167324.75,106631.0,3649.0,1805.7450811469344,58888.0,106631.0,0.7,0.3
72224,13,171217.92,107830.0,3605.0,1982.9231885604936,61405.0,107830.0,0.7,0.3
72660,14,167943.64,106970.0,3269.0,1906.6396436686914,59067.0,106970.0,0.7,0.3
72663,14,180720.85,112409.0,3724.0,2287.8451790158197,66024.0,112409.0,0.7,0.3
73098,13,183044.01,110831.0,3838.0,1693.0109695804563,70520.0,110831.0,0.7,0.3
73199,14,175268.75,107796.0,3525.0,1860.7541785378485,65612.0,107796.0,0.7,0.3
72992,15,174804.69,105768.0,3295.0,1931.6868538588574,67105.0,105768.0,0.7,0.3
73567,14,181929.39,106862.0,3538.0,1669.3949454583812,73398.0,106862.0,0.7,0.3
73286,13,170620.74,106876.0,3647.0,1671.74066513705,62073.0,106876.0,0.7,0.3
75764,16,192454.02,105106.0,3366.0,2090.0221713280553,85258.0,105106.0,0.7,0.3
74567,15,167712.42,101750.0,3057.0,1788.416195873961,64174.0,101750.0,0.7,0.3
72803,15,176547.75,106040.0,3241.0,2013.7500116349922,68494.0,106040.0,0.7,0.3
72718,11,160789.07,111664.0,3789.0,2012.0666922989192,47113.0,111664.0,0.7,0.3
72677,15,184756.26,105429.0,3311.0,1833.2639430655452,77494.0,105429.0,0.7,0.3
72010,15,176534.76,108272.0,3583.0,1905.7582316313117,66357.0,108272.0,0.7,0.3
74049,13,167376.26,103776.0,3357.0,1710.2580432209502,61890.0,103776.0,0.7,0.3
73318,11,166346.64,114508.0,4238.0,1767.6437041692893,50071.0,114508.0,0.7,0.3
73363,15,171011.48,106345.0,3341.0,1894.4782393790751,62772.0,106345.0,0.7,0.3
72761,13,180312.83,108897.0,3695.0,1433.8297856333706,69982.0,108897.0,0.7,0.3,8,171867.42,118612.0,4466.0,1300.42201046589,51955.0,118612.0,0.7,0.3
