Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
151242,25,300902.34,159758.0,4011.0,3059.3350274977693,138085.0,159758.0,0.5,0.3
149728,24,292325.68,156171.0,3918.0,2950.6843406884195,133204.0,156171.0,0.5,0.3
149950,19,280251.6,169550.0,4709.0,2721.6010434364152,107980.0,169550.0,0.5,0.3
149861,20,270428.3,168166.0,4644.0,2856.299182729561,99406.0,168166.0,0.5,0.3
150473,25,293097.39,159398.0,3990.0,2865.3877163493426,130834.0,159398.0,0.5,0.3
153729,26,283891.61,159330.0,3960.0,3299.606622977338,121262.0,159330.0,0.5,0.3
150565,26,301439.03,157246.0,3817.0,3223.03474810391,140970.0,157246.0,0.5,0.3
153401,27,286151.99,160211.0,3978.0,3221.991908321466,122719.0,160211.0,0.5,0.3
152541,21,265282.48,161373.0,4231.0,2919.480560592432,100990.0,161373.0,0.5,0.3
154300,24,270579.85,159092.0,3946.0,2627.846592709298,108860.0,159092.0,0.5,0.3
150486,24,284840.76,162002.0,4076.0,3180.762179634817,119658.0,162002.0,0.5,0.3
153886,24,300999.89,161949.0,4200.0,2631.8924606605938,136419.0,161949.0,0.5,0.3
153211,19,250068.04,162505.0,4340.0,3074.043159464081,84489.0,162505.0,0.5,0.3
150833,18,255274.18,169154.0,4853.0,2281.179065583664,83839.0,169154.0,0.5,0.3
151740,25,298146.94,158327.0,4013.0,2964.9431020910197,136855.0,158327.0,0.5,0.3
152234,23,270303.14,161507.0,4153.0,2803.1365692389513,105993.0,161507.0,0.5,0.3
151944,22,270979.54,160839.0,4089.0,2488.535346650783,107652.0,160839.0,0.5,0.3
152582,21,273017.03,161032.0,4222.0,3077.032250998613,108908.0,161032.0,0.5,0.3
151711,24,270831.78,155226.0,3798.0,3116.781363303166,112489.0,155226.0,0.5,0.3
152589,23,274000.56,161314.0,4157.0,3156.5608500199605,109530.0,161314.0,0.5,0.3
