Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
8351,2,66969.16,53562.0,2784.0,494.1606725003127,12913.0,53562.0,0.7,0.2
8293,2,60373.14,49925.0,2359.0,294.14082102698916,10154.0,49925.0,0.7,0.2
8282,4,60359.74,44914.0,1770.0,489.73504083050193,14956.0,44914.0,0.7,0.2
8325,4,52643.72,44124.0,1788.0,325.7242838855648,8194.0,44124.0,0.7,0.2
8396,6,66827.3,45324.0,1778.0,522.2957726356622,20981.0,45324.0,0.7,0.2
8397,2,64875.16,51468.0,2641.0,494.1606725003127,12913.0,51468.0,0.7,0.2
8229,4,58289.74,42844.0,1691.0,489.73504083050193,14956.0,42844.0,0.7,0.2
8392,3,53754.42,46290.0,1979.0,281.4211827529065,7183.0,46290.0,0.7,0.2
8236,4,60783.74,45338.0,1914.0,489.73504083050193,14956.0,45338.0,0.7,0.2
8388,4,52264.72,43745.0,1847.0,325.7242838855648,8194.0,43745.0,0.7,0.2
8324,5,58617.13,42158.0,1750.0,492.1265969013007,15967.0,42158.0,0.7,0.2
8163,4,60144.74,44699.0,1858.0,489.73504083050193,14956.0,44699.0,0.7,0.2
8350,5,60568.13,44109.0,1645.0,492.1265969013007,15967.0,44109.0,0.7,0.2
8225,4,57730.32,45187.0,1817.0,346.32451529209095,12197.0,45187.0,0.7,0.2
8290,4,53569.72,45050.0,1837.0,325.7242838855648,8194.0,45050.0,0.7,0.2
8333,2,57136.88,50843.0,2380.0,259.8811025842182,6034.0,50843.0,0.7,0.2
8223,2,55836.11,49547.0,2460.0,252.11433843677946,6037.0,49547.0,0.7,0.2,4,61875.74,46430.0,2064.0,489.73504083050193,14956.0,46430.0,0.7,0.2
8355,5,58409.13,41950.0,1657.0,492.1265969013007,15967.0,41950.0,0.7,0.2
8017,3,56648.63,46409.0,1869.0,423.6265411713927,9816.0,46409.0,0.7,0.2,3,59345.02,44949.0,1820.0,463.01559507565014,13933.0,44949.0,0.7,0.2
8236,4,59638.74,44193.0,1737.0,489.73504083050193,14956.0,44193.0,0.7,0.2
