Computing_Time,Num_Of_Var,IWSP,VAP,MTSP,Inventory_Cost,Total_Fixed_Cost,Total_Variable_Cost,Crossover_Rate,Mutation_Rate
157609,26,280629.08,160834.0,3870.0,3361.0759222883084,116434.0,160834.0,0.6,0.3
156867,28,286964.19,160708.0,4002.0,3436.1876144994158,122820.0,160708.0,0.6,0.3
158613,23,270583.85,162101.0,3944.0,3024.8480118182442,105458.0,162101.0,0.6,0.3
156910,26,290274.26,159595.0,3843.0,3328.2591832476674,127351.0,159595.0,0.6,0.3
156592,20,242863.71,162312.0,4074.0,3007.707780144403,77544.0,162312.0,0.6,0.3
159001,25,269835.6,159580.0,3899.0,3380.5968344699613,106875.0,159580.0,0.6,0.3
156725,25,280324.23,158682.0,3786.0,3309.2266836101403,118333.0,158682.0,0.6,0.3
157948,25,274967.17,160130.0,3964.0,3510.1749498014824,111327.0,160130.0,0.6,0.3
158609,26,266948.61,158996.0,3709.0,3413.6111104192464,104539.0,158996.0,0.6,0.3
158612,31,289347.01,155062.0,3511.0,3745.0125759474618,130540.0,155062.0,0.6,0.3
158438,24,268559.05,165349.0,4204.0,3404.048295118729,99806.0,165349.0,0.6,0.3
159951,23,251592.97,161491.0,4054.0,3232.973073341072,86869.0,161491.0,0.6,0.3
158367,22,264184.11,160121.0,3939.0,3434.1132451081785,100629.0,160121.0,0.6,0.3
157646,26,287949.55,159341.0,3739.0,3458.5512177726505,125150.0,159341.0,0.6,0.3
157874,25,260408.71,159739.0,3921.0,3661.7085144356715,97008.0,159739.0,0.6,0.3
158045,21,254376.82,161517.0,4129.0,3117.8166921547772,89742.0,161517.0,0.6,0.3
158744,31,280218.62,155557.0,3497.0,3633.6164100770125,121028.0,155557.0,0.6,0.3
158253,22,252009.3,161370.0,4071.0,3054.3000484437684,87585.0,161370.0,0.6,0.3
156166,24,267360.04,161228.0,3952.0,3282.037161122881,102850.0,161228.0,0.6,0.3
156170,25,265026.47,157232.0,3780.0,3308.470527512753,104486.0,157232.0,0.6,0.3
